PER,N_ENT,FOL,ENT,CON,V_SEL,N_HOG,H_MUD,N_REN,P1,P2,P3_1,P3_2,P3_3,P3_4,P3_5,P3_6,P3_7,P3_8,P3_9,P3_10,P3_11,P4_1,P4_2,P4_3,P4_4,P4_5,P4_6,P4_7,P4_8,P4_9,P4_10,P5_1,P5_2,P5_3,P5_4,P5_5,P5_6,P5_7,P5_8,P5_9,P5_10,P5_11,P5_12,TIPO,FAC_MOD
1022,3,12A218,01,40095,3,1,0,01,8,8,10,10,10,10,10,10,10,10,10,9,3,10,10,9,10,10,0,0,1,0,0,9,8,8,10,10,10,0,10,10,10,8,5,1,21159
1022,3,12A218,01,40095,4,1,0,01,10,10,10,10,10,10,10,10,10,10,10,9,4,10,10,10,10,10,0,0,0,0,0,10,10,8,10,8,10,6,10,10,10,9,6,1,7053
1022,6,12A205,01,40165,2,1,0,02,9,7,10,9,7,7,9,10,8,10,10,8,4,8,8,5,7,8,0,0,3,2,0,8,8,8,8,7,7,8,9,8,7,8,8,1,23909
1022,6,12A205,01,40165,3,1,0,01,8,7,9,8,8,7,8,8,8,9,8,9,4,6,5,5,7,7,4,4,5,2,3,8,9,7,8,8,6,5,7,9,5,9,8,1,15940
1022,6,12A205,01,40165,4,1,0,03,10,10,10,10,10,10,10,10,10,10,8,10,2,9,9,8,10,9,0,0,2,0,0,9,10,8,9,9,8,5,10,10,5,10,7,1,23909
1022,6,12A205,01,40165,1,1,0,02,10,8,10,10,10,9,10,10,9,10,10,9,0,10,10,10,10,10,0,0,0,0,0,9,9,9,8,9,8,8,9,9,7,10,8,1,23909
1022,2,12B211,01,40188,1,1,0,01,9,6,10,8,8,9,10,10,8,10,7,8,3,7,5,6,8,7,2,5,3,1,0,9,9,9,9,7,6,4,9,7,4,7,5,1,15594
1022,2,12B211,01,40188,2,1,0,01,8,6,9,6,8,7,7,10,7,10,5,7,4,7,6,7,8,5,2,4,3,1,4,7,9,5,8,5,5,2,7,7,7,8,5,1,23390
1022,2,12B211,01,40188,3,1,0,01,10,9,10,9,10,10,10,10,10,10,10,9,2,8,5,7,8,8,0,3,3,1,0,9,8,9,9,9,9,8,10,9,9,10,9,1,15594
1022,2,12B211,01,40188,4,1,0,02,8,7,8,8,8,7,8,10,7,10,10,8,5,5,6,5,7,5,4,3,5,3,3,7,5,7,8,5,5,2,7,8,6,5,2,1,15594
1022,5,13A206,01,40294,4,1,0,01,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,0,0,0,0,10,10,10,10,9,10,6,10,10,10,8,6,1,18453
1022,5,13A206,01,40294,3,1,0,01,10,8,10,10,10,10,10,10,10,10,7,10,0,10,10,10,10,10,0,0,0,0,0,10,10,9,10,9,8,0,10,10,9,9,6,1,27679
1022,5,11A206,01,40324,4,1,0,01,10,10,10,10,10,10,10,10,10,10,7,10,0,10,10,10,10,10,0,0,0,0,0,10,10,9,10,10,7,5,10,10,10,8,0,1,13922
1022,5,11A206,01,40324,2,1,0,02,9,8,8,8,10,8,10,10,8,10,10,8,3,10,10,8,10,10,0,0,2,0,0,8,8,8,9,8,10,6,10,10,10,9,5,1,13922
1022,5,11A206,01,40324,1,1,0,01,8,8,8,10,10,8,10,10,8,10,10,8,3,10,10,10,10,10,0,0,0,0,0,8,8,9,10,9,10,6,10,10,10,9,6,1,20883
1022,5,11A206,01,40324,3,1,0,01,10,10,10,10,10,10,10,10,10,10,10,10,2,10,9,9,10,10,0,1,1,0,0,9,9,9,9,9,8,7,10,10,10,8,7,1,13922
1022,1,11B212,01,40350,1,1,0,01,7,8,8,7,10,8,8,10,7,10,10,7,4,10,8,8,7,10,0,1,1,2,0,7,7,10,8,7,8,5,8,10,10,8,6,1,7299
1022,1,11B212,01,40350,2,1,0,02,10,10,10,10,10,10,10,10,10,10,10,10,2,10,10,10,10,10,0,0,0,0,0,10,8,10,10,10,10,6,10,10,10,9,6,1,36494
1022,1,11B212,01,40350,3,1,0,02,10,10,10,10,10,10,10,10,10,10,7,8,0,10,10,10,10,10,0,0,0,0,0,9,10,9,9,9,8,0,10,10,8,8,5,1,29195
1022,1,11B212,01,40350,4,1,0,03,9,8,10,10,10,10,10,10,10,10,10,7,2,10,10,10,10,10,0,0,0,0,0,8,8,8,10,9,10,5,10,10,9,9,5,1,29195
1022,1,13B212,01,40355,2,1,0,02,9,9,10,10,10,10,10,10,9,10,10,9,2,10,10,10,10,10,0,0,0,0,0,10,10,10,10,9,10,5,10,10,10,9,5,1,39408
1022,1,13B212,01,40355,1,1,0,01,8,7,9,9,9,9,9,9,9,10,9,9,2,10,10,10,10,10,0,0,0,0,0,9,9,7,8,8,9,7,9,10,10,9,7,1,29556
1022,1,13B212,01,40355,4,1,0,02,9,8,10,10,10,9,10,10,9,10,10,9,3,10,10,10,10,10,0,0,0,0,0,9,9,9,10,9,8,4,10,10,10,8,6,1,29556
1022,1,13B212,01,40355,3,1,0,02,8,8,8,8,10,8,10,10,8,10,8,8,0,10,10,9,10,10,0,0,1,0,0,8,10,8,8,8,8,0,10,10,8,8,6,1,19704
1022,8,11A203,01,40387,2,1,0,02,9,8,10,10,10,8,10,10,10,10,10,9,2,10,10,10,10,10,0,0,0,0,0,8,8,9,10,9,10,7,10,10,10,9,7,1,15591
1022,8,11A203,01,40387,3,1,0,01,8,7,8,10,10,10,10,10,8,10,10,9,3,10,8,8,10,10,0,1,1,0,0,8,7,8,10,7,10,5,10,10,10,8,6,1,23387
1022,8,11A203,01,40387,4,1,0,02,7,6,8,8,10,8,8,10,8,10,7,7,0,5,7,8,9,8,5,3,2,1,0,7,8,7,8,8,8,6,10,8,8,8,5,1,15591
1022,8,11A203,01,40387,1,1,0,01,8,7,10,8,10,10,10,10,10,10,10,7,2,10,7,7,10,10,0,3,2,0,0,8,10,8,8,8,10,5,10,8,10,8,6,1,7796
1022,4,12A217,01,40411,4,1,0,03,10,10,10,10,10,10,10,10,10,10,10,8,3,10,10,10,10,10,0,0,0,0,0,10,10,8,10,8,10,6,10,10,10,9,7,1,19395
1022,4,12A217,01,40411,1,1,0,02,8,8,8,10,10,10,10,10,10,10,10,8,4,10,10,9,10,10,0,0,1,0,0,9,8,8,10,7,10,5,10,10,10,8,6,1,12930
1022,4,12A217,01,40411,2,1,0,02,10,10,10,10,10,10,10,10,10,10,10,10,2,10,10,10,10,10,0,0,0,0,0,10,10,10,10,9,10,0,10,10,9,9,7,1,12930
1022,8,12A203,01,40419,2,1,0,01,10,10,10,10,10,10,10,10,10,10,10,9,0,10,10,10,10,10,0,0,0,0,0,10,10,9,10,10,9,7,10,10,10,8,5,1,17162
1022,8,12A203,01,40419,1,1,0,02,8,8,10,10,10,10,10,10,10,10,10,8,2,10,10,10,10,10,0,0,0,0,0,8,8,8,10,10,10,6,10,10,10,8,5,1,25742
1022,8,12A203,01,40419,3,1,0,01,10,10,10,10,10,10,10,10,10,10,8,9,2,10,10,10,10,10,0,0,0,0,0,10,10,9,10,10,8,3,10,10,8,8,6,1,25742
1022,8,12A203,01,40419,4,1,0,02,8,8,8,8,10,10,10,10,10,10,10,8,4,5,9,7,10,8,5,1,2,0,0,8,8,8,8,8,8,5,10,10,8,8,5,1,17162
1022,7,11A204,02,40034,3,1,0,02,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,9,10,0,0,0,1,0,9,10,9,10,10,10,5,10,6,0,8,7,1,22870
1022,7,11A204,02,40034,4,1,0,02,9,8,9,8,8,9,9,10,9,9,9,8,5,8,9,7,9,8,1,0,2,1,0,8,9,8,9,8,8,7,9,9,8,8,8,1,15246
1022,7,11A204,02,40034,1,1,0,03,9,9,10,10,9,8,9,10,9,8,8,9,2,8,8,8,8,8,2,2,2,0,0,9,9,9,8,9,9,6,9,9,7,7,7,1,22870
1022,7,13A204,02,40099,2,1,0,01,9,9,9,8,9,9,9,9,8,8,9,8,2,8,9,8,9,8,0,0,1,0,0,10,8,10,9,8,8,7,10,10,10,8,7,1,53244
1022,7,13A204,02,40099,4,1,0,03,8,8,9,8,10,9,9,9,9,8,8,9,4,8,8,8,9,9,0,0,1,0,0,8,9,9,9,9,8,7,9,8,9,8,6,1,133110
1022,3,11A218,02,40124,3,1,0,01,8,8,10,10,10,10,10,7,10,10,0,10,0,8,10,10,10,8,2,0,0,0,0,8,10,7,10,8,7,5,8,7,10,6,3,1,17772
1022,3,11A218,02,40124,4,1,0,01,8,8,10,7,10,6,7,5,8,8,7,7,4,7,7,6,10,8,3,3,3,0,0,8,10,8,8,7,6,5,10,8,10,5,5,1,8886
1022,3,13A218,02,40161,3,1,0,01,9,9,10,10,10,10,10,10,7,10,7,9,2,8,8,8,8,8,2,2,2,0,0,10,9,9,9,9,8,8,9,10,8,7,7,1,19796
1022,3,13A218,02,40161,2,1,0,01,0,5,8,9,10,10,10,10,8,10,7,10,0,10,10,10,10,10,0,0,0,0,0,7,10,8,10,8,10,0,10,10,10,0,4,1,29694
1022,3,13A218,02,40161,1,1,0,03,7,10,8,10,10,9,9,10,10,10,7,7,3,5,5,6,5,5,5,5,4,4,5,7,8,8,9,9,7,8,8,7,5,7,7,1,39593
1022,2,12B211,02,40191,3,1,0,01,10,6,8,10,7,10,10,9,10,10,10,9,5,7,6,7,5,5,3,3,2,5,4,10,10,9,9,10,8,4,8,10,10,8,6,1,5276
1022,2,12B211,02,40191,4,1,0,01,8,8,10,8,9,8,8,10,10,10,7,9,0,9,9,9,9,9,1,0,0,0,0,10,10,10,10,10,10,7,10,10,10,10,8,1,15830
1022,2,11B211,02,40255,2,1,0,02,8,8,9,10,10,10,10,10,10,10,10,10,7,4,5,10,10,6,3,3,0,0,0,9,10,10,10,9,10,9,9,9,9,9,8,1,20478
1022,2,11B211,02,40255,4,1,0,02,8,5,8,10,10,10,10,10,10,10,8,10,5,7,8,10,8,8,2,0,0,1,0,8,7,5,8,10,7,4,8,8,10,7,3,1,10239
1022,2,11B211,02,40255,1,1,0,01,7,6,8,8,8,8,10,9,9,10,7,7,6,9,8,8,10,8,1,1,2,0,1,8,8,7,8,10,5,5,8,8,8,6,3,1,5119
1022,2,11B211,02,40255,3,1,1,01,8,8,10,5,10,10,8,8,6,0,8,6,2,9,9,8,8,8,0,0,0,0,0,8,10,0,5,5,8,0,8,8,8,0,5,1,5119
1022,6,12A205,02,40259,3,1,0,02,9,8,9,6,9,7,9,9,7,7,9,8,7,8,9,8,7,10,1,1,1,3,0,9,7,9,8,8,8,7,9,9,5,5,8,1,14075
1022,6,12A205,02,40259,2,1,0,02,9,8,10,10,9,9,9,9,8,9,5,9,2,8,8,9,10,9,1,0,1,0,0,9,10,9,10,10,10,8,10,8,8,8,7,1,21112
1022,6,12A205,02,40259,1,1,0,01,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,0,0,0,0,10,10,10,10,10,10,8,10,10,10,10,10,1,14075
1022,6,12A205,02,40259,4,1,0,02,9,9,10,10,9,9,9,10,8,8,5,9,1,10,9,9,10,9,0,0,1,0,0,9,10,9,10,9,8,5,10,9,9,7,5,1,28149
1022,6,11A205,02,40260,2,1,0,02,8,8,9,9,9,9,9,9,9,8,9,8,3,9,4,7,10,0,0,0,2,0,0,8,8,9,8,9,2,0,8,8,0,0,2,1,38845
1022,6,11A205,02,40260,4,1,0,01,8,8,8,7,10,5,7,5,7,6,5,5,4,8,8,8,5,5,2,0,0,4,0,8,9,7,8,7,10,8,7,10,10,8,8,1,7769
1022,6,11A205,02,40260,1,1,1,02,5,3,5,8,10,6,8,8,10,10,8,9,4,6,5,5,10,6,4,4,4,0,3,7,0,5,8,8,10,5,8,6,9,6,5,1,15538
1022,6,11A205,02,40260,3,1,0,01,8,8,9,8,10,8,9,10,9,10,10,10,8,6,6,6,8,8,3,3,3,2,0,9,8,9,9,9,9,7,9,9,8,7,7,1,7769
1022,4,11A217,02,40313,3,1,0,03,8,8,8,9,10,7,7,5,8,9,5,9,5,8,8,8,9,8,2,0,0,0,0,8,9,7,7,8,5,5,8,8,9,5,5,1,28309
1022,4,11A217,02,40313,4,1,0,01,8,7,9,9,9,9,10,10,8,8,7,9,0,10,9,9,10,9,0,0,1,0,0,9,10,9,9,9,8,7,10,7,6,8,8,1,7077
1022,8,13A203,02,40349,4,1,0,01,9,9,8,8,10,10,9,10,10,8,8,9,8,7,9,9,8,9,2,0,0,0,0,9,10,8,9,9,8,5,9,9,8,10,10,1,24189
1022,8,13A203,02,40349,3,1,0,04,9,8,9,10,8,10,9,10,8,10,7,8,3,8,8,6,10,7,2,1,3,0,0,9,10,10,10,10,8,0,8,8,8,7,8,1,36285
1022,4,12A217,02,40375,2,1,0,01,9,8,9,9,9,10,10,9,9,9,8,9,5,9,9,9,10,9,0,1,1,0,0,9,10,9,9,8,8,7,10,10,9,8,8,1,12732
1022,4,12A217,02,40375,1,1,0,01,7,8,8,10,10,9,10,10,8,7,8,8,1,9,9,10,9,9,0,0,0,0,0,9,9,9,9,9,10,4,9,9,9,5,3,1,12732
1022,4,12A217,02,40375,4,1,0,01,10,9,10,10,10,9,9,10,10,8,8,9,5,8,7,8,8,8,1,2,2,1,1,9,9,10,9,8,9,3,9,10,9,8,8,1,6367
1022,8,11A203,02,40381,2,1,1,02,9,10,10,8,10,10,10,8,9,10,10,8,5,7,8,6,10,8,2,0,3,0,0,8,8,9,10,8,10,5,10,7,9,5,8,1,16905
1022,8,11A203,02,40381,1,1,0,02,8,8,10,7,10,10,9,10,8,9,5,8,4,9,9,8,9,10,1,0,0,0,0,4,6,8,10,8,10,5,7,10,9,4,6,1,42262
1022,8,11A203,02,40381,3,1,0,01,10,9,9,10,10,10,10,9,9,10,8,8,3,9,9,8,10,8,0,1,2,0,0,8,10,8,10,9,6,5,10,8,10,6,6,1,8452
1022,8,11A203,02,40381,4,1,0,02,8,8,9,8,9,8,9,9,10,8,8,9,9,9,9,9,9,8,0,0,0,0,0,8,8,8,8,8,8,6,9,9,9,6,6,1,16905
1022,1,12B212,02,40382,2,1,0,02,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,0,0,0,0,0,10,10,10,10,9,10,5,10,10,10,7,7,1,21859
1022,1,12B212,02,40382,4,1,0,01,8,7,8,8,6,7,8,10,10,8,2,8,5,9,8,5,8,7,1,1,4,2,1,8,8,8,8,7,7,7,8,7,8,8,8,1,14573
1022,5,12A206,02,40391,1,1,0,02,8,8,9,10,8,9,9,9,8,8,6,7,0,4,5,2,5,8,6,5,7,4,0,8,9,8,9,8,2,8,5,8,8,8,8,1,33112
1022,5,12A206,02,40391,2,1,0,01,9,8,10,10,10,10,10,10,10,10,9,10,0,10,9,10,10,9,0,0,0,0,0,10,10,10,9,10,9,7,10,10,10,10,10,1,33112
1022,7,12A204,03,40002,2,1,0,01,8,8,8,9,7,10,9,9,7,9,8,10,0,10,8,6,8,8,0,1,0,2,2,8,8,9,9,7,7,5,10,8,7,9,9,1,13944
1022,7,12A204,03,40002,3,1,1,01,8,8,9,10,9,10,9,9,10,9,2,9,0,9,9,8,9,8,1,1,1,1,0,8,10,8,9,10,8,7,9,9,9,8,7,1,6972
1022,3,12A218,03,40082,3,1,0,01,9,9,8,8,9,9,9,8,9,10,9,9,0,8,7,8,8,7,1,2,1,0,2,7,8,8,9,8,5,5,9,7,8,8,8,1,10310
1022,3,12A218,03,40082,2,1,0,02,8,8,8,9,9,10,9,10,10,9,9,10,3,8,10,9,9,9,1,0,0,1,0,7,10,8,10,9,8,4,9,8,8,9,8,1,20618
1022,3,12A218,03,40082,1,1,0,02,9,8,10,10,9,10,9,10,9,8,10,10,1,9,9,9,8,8,1,0,1,1,0,9,9,9,10,9,10,3,9,9,9,9,8,1,20618
1022,3,12A218,03,40082,4,1,0,01,8,9,9,9,9,8,9,10,8,9,8,9,1,8,8,8,8,7,2,2,2,1,2,8,9,8,9,8,9,7,9,8,8,9,9,1,20618
1022,6,12A205,03,40170,1,1,0,01,8,6,9,7,3,7,9,9,2,1,1,7,9,10,8,6,8,8,0,1,4,0,0,8,8,8,8,8,6,7,8,9,10,10,5,1,20284
1022,6,12A205,03,40170,4,1,0,01,8,8,8,8,9,9,10,10,10,10,8,8,8,7,5,7,7,8,2,4,2,3,2,0,9,8,10,9,8,8,8,8,9,9,9,1,10143
1022,6,12A205,03,40170,2,1,0,01,10,10,9,9,10,10,9,10,10,10,0,10,0,10,10,10,10,10,0,0,0,0,0,10,9,10,10,10,10,5,10,9,9,10,10,1,10143
1022,6,12A205,03,40170,3,1,0,01,10,10,10,9,10,9,10,10,10,10,5,10,2,9,8,8,9,8,0,1,2,1,1,8,10,10,10,10,10,7,10,8,9,9,7,1,10143
1022,1,11B212,03,40192,4,1,0,01,2,1,5,5,4,3,7,5,6,7,7,5,1,5,7,8,8,6,2,2,1,2,3,6,8,8,8,6,1,4,8,7,8,9,7,1,7789
1022,1,11B212,03,40192,1,1,0,01,9,9,9,9,10,9,10,10,9,8,5,9,0,7,7,8,8,8,2,0,0,1,0,9,9,8,9,8,4,6,8,8,8,9,8,1,7789
1022,1,11B212,03,40192,3,1,0,03,9,5,10,10,8,10,10,10,10,10,5,10,1,10,9,9,9,9,0,1,1,0,1,9,10,8,10,9,9,5,10,10,8,9,6,1,31155
1022,1,11B212,03,40192,2,1,0,01,6,5,7,5,9,7,8,8,9,7,2,5,2,8,7,8,7,7,2,2,2,2,2,7,6,6,6,7,7,4,7,6,4,7,6,1,15577
1022,2,12B211,03,40249,2,1,0,01,8,9,9,9,9,10,9,10,9,9,8,9,0,8,7,6,8,8,1,1,2,1,2,8,10,8,10,9,6,8,9,8,8,8,7,1,15911
1022,2,12B211,03,40249,3,1,0,01,8,7,8,8,8,9,9,8,8,8,9,9,2,9,9,9,9,9,0,0,0,0,0,7,6,8,7,8,5,8,8,8,9,3,5,1,7955
1022,2,12B211,03,40249,4,1,0,01,7,8,9,10,9,8,10,10,8,10,9,9,4,6,7,6,7,1,2,3,1,0,2,8,8,7,9,7,9,7,9,9,9,8,8,1,15911
1022,2,12B211,03,40249,1,1,0,01,10,10,10,10,10,10,10,10,1,10,0,10,0,10,9,10,10,8,0,1,0,0,2,8,10,10,10,10,9,4,10,10,10,10,6,1,15911
1022,8,13A203,03,40277,4,1,0,03,7,7,9,8,9,7,9,8,9,9,10,9,3,9,8,7,6,7,1,2,2,2,3,7,8,9,10,7,8,5,8,9,9,10,10,1,38174
1022,8,13A203,03,40277,3,1,0,01,9,8,9,9,9,9,10,10,9,10,9,9,0,8,9,9,8,9,1,0,1,1,0,9,10,8,10,9,8,9,9,9,9,8,8,1,38174
1022,5,13A206,03,40283,3,1,0,01,9,8,9,7,9,9,10,9,10,9,10,9,0,8,7,8,8,9,2,1,2,2,1,8,7,10,10,8,9,7,9,9,9,9,8,1,10548
1022,5,13A206,03,40283,2,1,0,01,9,9,9,10,10,10,10,10,10,9,4,9,0,10,9,10,9,9,0,0,0,0,1,8,8,9,9,8,9,4,9,10,9,9,9,1,10548
1022,5,13A206,03,40283,4,1,0,01,7,7,8,9,10,8,10,9,6,9,10,9,0,8,7,6,8,8,1,2,2,1,1,8,9,8,9,7,8,5,8,8,8,8,7,1,21097
1022,4,12A217,03,40295,4,1,0,01,9,9,9,9,10,9,10,9,10,10,10,9,2,9,8,9,9,9,1,1,1,1,1,9,10,9,9,10,9,9,9,9,8,9,9,1,7772
1022,4,12A217,03,40295,3,1,0,01,9,8,7,7,6,8,9,10,6,8,9,7,3,8,6,5,7,7,2,2,3,2,3,7,7,8,7,8,8,7,7,8,8,7,7,1,7772
1022,4,12A217,03,40295,1,1,0,03,8,8,9,10,9,8,9,10,5,10,6,9,0,8,7,6,10,9,2,2,3,0,1,8,9,10,9,10,9,6,9,9,9,8,7,1,23317
1022,4,12A217,03,40295,2,1,0,01,7,7,8,7,10,8,8,10,8,9,10,8,1,7,7,6,8,7,3,2,4,2,2,6,6,7,6,7,8,5,7,6,7,8,8,1,7772
1022,1,13B212,03,40304,3,1,0,04,10,9,9,10,10,10,9,10,9,10,10,9,0,8,9,9,9,9,1,0,1,1,0,9,9,9,10,10,9,8,9,10,10,10,8,1,38583
1022,1,13B212,03,40304,2,1,0,04,9,8,9,8,9,8,8,9,8,9,6,9,0,8,8,8,8,9,1,1,1,2,0,9,10,9,9,9,7,5,9,8,9,8,8,1,38583
1022,1,13B212,03,40304,1,1,0,01,4,6,8,8,9,8,9,9,8,10,1,8,3,4,3,4,6,5,6,3,4,1,4,8,7,8,8,9,3,6,9,8,8,7,5,1,9646
1022,1,13B212,03,40304,4,1,0,01,10,10,10,10,10,10,10,10,9,10,10,10,0,9,10,10,10,9,1,0,0,0,1,10,9,10,10,10,10,8,10,9,10,9,10,1,28937
1022,5,11A206,03,40307,4,1,0,01,8,8,8,9,8,10,8,10,7,9,5,9,0,8,7,8,7,9,1,0,1,2,0,8,10,9,9,8,9,7,9,9,8,9,10,1,40869
1022,5,11A206,03,40307,2,1,0,01,8,8,10,9,8,10,9,10,5,10,9,10,3,8,8,8,8,8,1,2,2,0,2,9,9,10,9,8,7,7,9,9,9,9,8,1,16348
1022,5,11A206,03,40307,3,1,0,01,9,9,9,9,8,9,10,9,7,10,8,10,0,8,7,7,9,8,0,2,1,1,2,9,9,9,10,9,6,8,9,9,7,8,6,1,24521
1022,7,11A204,04,40085,3,1,0,01,8,7,7,7,5,8,9,6,9,9,8,7,7,5,6,4,5,5,4,3,5,4,5,8,7,7,8,7,7,6,8,9,8,10,8,1,35784
1022,7,11A204,04,40085,4,1,0,01,10,5,10,10,10,9,10,10,10,10,8,10,8,1,9,7,7,8,0,1,2,2,0,10,8,10,10,10,8,8,10,10,10,10,8,1,7157
1022,7,11A204,04,40085,2,1,0,01,10,9,7,10,10,10,10,10,8,8,10,9,1,10,10,8,9,9,0,0,0,1,0,8,8,9,8,8,8,7,9,9,9,9,7,1,14314
1022,7,11A204,04,40085,1,1,0,11,8,8,8,7,9,6,6,7,5,7,8,5,5,4,4,3,2,4,5,6,6,7,5,6,6,5,4,4,5,2,6,7,7,6,5,1,57255
1022,5,12A206,04,40087,3,1,0,01,10,10,10,10,10,10,10,10,10,10,10,10,8,8,7,6,9,9,2,2,4,0,0,10,9,10,10,10,9,9,10,10,10,10,10,1,6272
1022,6,12A205,04,40116,3,1,2,01,7,3,7,9,10,7,7,10,10,10,10,9,10,6,6,6,5,5,4,4,4,5,5,2,2,2,0,5,5,5,5,7,7,10,10,1,7983
1022,6,12A205,04,40116,2,1,0,01,8,6,8,6,8,8,8,7,8,8,8,7,8,6,7,6,7,7,3,3,4,3,3,7,7,7,8,7,7,6,8,9,7,7,6,1,7983
1022,6,12A205,04,40116,1,1,0,01,6,6,8,8,8,7,10,10,9,8,5,8,8,8,8,8,8,8,1,2,2,2,2,9,9,9,8,8,7,2,8,8,8,5,5,1,39916
1022,6,12A205,04,40116,4,1,0,03,7,7,7,6,7,7,7,8,6,7,8,8,8,8,7,7,7,8,2,3,2,3,0,5,10,8,10,7,7,5,6,8,8,8,4,1,31933
1022,3,11A218,04,40136,3,1,0,01,8,10,6,7,9,10,10,10,10,9,5,10,9,3,8,9,9,6,6,0,1,1,4,10,7,10,8,9,10,5,8,10,10,6,6,1,14484
1022,3,11A218,04,40136,2,1,0,02,7,6,7,8,9,7,8,8,8,8,7,8,8,8,6,7,7,7,2,2,2,2,1,8,8,8,8,8,6,5,6,8,7,6,6,1,21725
1022,3,11A218,04,40136,1,1,0,03,9,8,9,8,8,9,10,9,10,9,9,10,9,3,4,5,8,7,6,4,5,2,2,9,10,10,10,9,4,8,9,10,10,7,8,1,14484
1022,3,11A218,04,40136,4,1,0,02,5,6,8,8,8,8,9,10,10,8,10,10,9,8,7,7,7,7,2,2,2,2,2,6,6,7,8,8,0,4,7,6,7,8,6,1,21725
1022,6,11A205,04,40139,4,1,0,02,8,8,8,9,9,8,7,9,8,7,8,8,5,8,8,8,8,8,2,2,2,1,0,8,8,9,8,8,8,4,8,9,8,6,4,1,14990
1022,6,11A205,04,40139,1,1,0,02,8,8,9,8,10,9,9,9,9,9,9,8,8,6,4,6,8,6,4,5,1,2,4,6,8,8,9,9,9,6,9,8,5,6,6,1,22485
1022,1,12B212,04,40191,1,1,0,02,8,7,9,9,10,8,9,9,9,10,10,9,8,9,8,9,8,7,0,1,0,0,0,9,8,9,10,8,9,8,9,10,10,10,10,1,17335
1022,1,12B212,04,40191,4,1,0,01,10,3,8,8,10,8,9,10,10,10,10,10,0,9,9,7,8,9,1,1,2,0,0,10,9,10,8,10,8,5,10,10,10,2,5,1,17335
1022,1,12B212,04,40191,3,1,0,03,8,7,9,10,10,10,10,9,10,9,0,9,9,5,5,5,6,5,4,4,5,4,5,9,10,9,9,9,10,8,10,10,10,8,8,1,26002
1022,2,13B211,04,40194,2,1,0,01,10,10,10,10,9,10,10,10,10,9,0,8,0,9,10,10,9,9,0,0,0,0,0,10,9,10,10,10,10,0,10,10,10,0,0,1,27532
1022,2,13B211,04,40194,1,1,0,02,9,10,10,10,10,10,8,10,9,8,9,9,9,5,5,8,8,8,5,0,1,2,1,8,9,9,9,10,9,3,7,9,9,8,5,1,18354
1022,2,13B211,04,40194,4,1,0,01,8,9,9,9,10,9,9,8,9,9,10,8,2,9,7,8,8,8,0,3,0,0,0,8,8,8,9,8,6,6,8,9,9,9,6,1,18354
