PER,N_ENT,FOL,ENT,CON,V_SEL,N_HOG,H_MUD,N_REN,P1,P2,P3_1,P3_2,P3_3,P3_4,P3_5,P3_6,P3_7,P3_8,P3_9,P3_10,P3_11,P4_1,P4_2,P4_3,P4_4,P4_5,P4_6,P4_7,P4_8,P4_9,P4_10,P5_1,P5_2,P5_3,P5_4,P5_5,P5_6,P5_7,P5_8,P5_9,P5_10,P5_11,P5_12,TIPO,FAC_MOD
1024,1,12A232,01,40117,3,1,0,02,9,9,9,9,10,10,10,10,10,10,10,10,1,10,10,10,10,10,0,0,0,0,0,10,9,10,10,10,10,9,10,10,10,10,8,1,22015
1024,1,12A232,01,40117,2,1,0,02,10,10,10,10,9,10,10,10,10,10,8,10,2,9,8,8,9,7,1,0,1,1,1,10,8,10,9,9,9,8,9,9,10,10,8,1,14676
1024,1,12A232,01,40117,1,1,0,01,10,10,10,10,10,10,10,10,5,10,0,5,5,8,8,6,6,7,1,0,1,0,0,10,10,10,6,6,6,0,8,8,9,0,0,1,14676
1024,1,12A232,01,40117,4,1,0,02,9,9,4,9,9,10,10,10,10,5,6,9,5,10,10,10,10,10,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,1,14676
1024,1,12A232,01,40127,4,1,0,03,10,10,10,10,10,10,9,9,10,8,10,10,2,10,9,9,9,9,0,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,1,25203
1024,1,12A232,01,40127,2,1,0,02,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,1,25203
1024,1,12A232,01,40127,1,1,0,01,5,5,5,10,10,5,10,10,10,5,7,10,10,10,10,5,7,8,0,0,0,2,2,10,5,10,10,10,10,10,5,10,10,10,10,1,8401
1024,1,12A232,01,40127,3,1,0,02,9,8,10,8,10,10,10,8,10,8,10,10,0,7,10,6,9,10,2,0,3,1,0,10,8,10,10,8,10,7,8,10,10,8,8,1,25203
1024,1,12A232,01,40130,1,1,0,02,10,10,10,8,10,10,9,9,9,9,5,8,3,7,7,5,5,7,2,2,4,5,3,9,7,9,8,9,8,5,9,9,9,9,5,1,31605
1024,1,12A232,01,40130,3,1,0,01,8,8,8,8,10,10,10,10,10,10,10,10,9,10,9,9,5,10,0,1,1,5,0,8,6,9,9,9,9,6,10,10,10,6,6,1,12642
1024,1,12A232,01,40130,4,1,0,02,8,8,9,9,10,8,9,8,9,10,10,9,7,7,7,5,5,7,2,2,5,0,0,8,7,9,9,9,7,9,8,8,8,8,8,1,12642
1024,1,12A232,01,40130,2,1,0,03,10,10,10,10,10,10,10,10,10,10,9,10,9,5,10,10,10,5,1,0,0,0,0,10,9,9,10,10,9,7,10,10,7,8,9,1,25284
1024,1,12A232,01,40134,1,1,0,01,9,9,8,8,9,8,10,10,10,9,3,9,7,7,8,8,7,8,2,0,0,0,0,7,8,9,6,8,8,7,10,7,7,8,8,1,9010
1024,1,12A232,01,40134,2,1,0,01,10,10,10,10,10,10,10,10,10,10,10,10,5,10,9,8,9,5,0,1,1,1,1,10,10,10,10,10,10,2,10,10,8,2,2,1,9010
1024,1,12A232,01,40134,4,1,0,01,10,10,10,10,10,10,10,10,10,10,6,10,5,7,4,7,10,10,0,5,2,0,0,9,8,9,9,8,8,10,10,10,10,10,7,1,18019
1024,1,13A232,01,40147,4,1,0,02,9,5,6,9,9,9,9,10,8,10,0,8,6,8,9,5,5,10,0,1,5,0,0,9,8,8,9,9,9,7,9,10,10,9,5,1,26285
1024,1,13A232,01,40147,3,1,0,02,10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,10,10,10,0,0,0,0,0,10,10,10,10,10,10,5,10,10,10,9,5,1,26285
1024,1,13A232,01,40147,2,1,0,01,10,8,9,6,10,9,9,10,9,9,8,8,8,5,3,5,5,4,5,6,5,4,5,8,10,9,9,9,8,7,9,8,9,7,6,1,26285
1024,1,13A232,01,40149,3,1,0,01,7,7,9,5,10,5,10,10,5,10,10,10,5,10,10,5,8,9,0,0,5,0,0,10,9,9,8,3,3,7,1,9,9,9,5,1,10013
1024,1,13A232,01,40149,1,1,0,01,7,6,8,6,10,10,9,10,8,10,10,10,10,5,3,6,8,5,5,7,4,0,3,10,8,8,10,8,6,6,6,7,10,10,7,1,10013
1024,1,13A232,01,40156,2,1,0,01,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,10,10,0,0,0,0,0,10,10,10,10,10,10,10,5,10,10,10,10,1,10912
1024,1,13A232,01,40156,4,1,0,02,8,6,10,10,10,8,9,10,10,10,8,8,7,10,5,7,7,10,0,2,3,0,0,8,10,8,8,7,8,3,8,6,7,4,7,1,32736
1024,1,13A232,01,40156,3,1,0,01,6,6,10,9,9,10,6,10,10,9,7,8,7,3,2,4,6,3,6,6,6,2,2,3,8,4,8,5,5,5,8,3,9,9,4,1,21824
1024,1,13A232,01,40156,1,1,0,01,6,6,9,9,9,9,9,9,9,9,10,10,1,10,10,5,8,9,0,0,5,0,0,6,6,6,6,9,8,7,8,6,8,8,8,1,10912
1024,1,13A232,01,40162,2,1,0,02,7,7,10,10,8,8,10,10,5,10,10,10,10,6,6,6,4,6,3,3,3,6,3,7,8,10,8,8,10,5,10,10,10,5,5,1,21814
1024,1,13A232,01,40162,3,1,0,01,8,6,8,8,8,9,8,10,9,9,10,8,9,10,7,5,10,5,0,2,5,0,0,9,8,9,10,9,7,9,9,8,7,9,6,1,32722
1024,1,13A232,01,40162,1,1,0,01,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,5,10,5,0,0,5,0,5,10,10,10,10,10,10,10,10,10,10,10,10,1,10907
1024,1,13A232,01,40162,4,1,0,02,9,8,9,8,10,10,10,10,10,10,8,9,8,6,3,5,9,6,0,7,4,0,0,9,8,9,9,10,9,9,8,10,10,9,9,1,32722
1024,1,11A232,02,40087,4,1,0,02,10,10,7,10,10,9,10,8,10,10,10,10,10,8,5,5,8,4,1,4,5,1,5,8,7,8,9,8,8,7,8,7,7,6,8,1,18579
1024,1,11A232,02,40087,3,1,0,04,9,9,8,8,7,8,7,10,8,10,8,8,8,10,6,5,5,9,0,4,5,5,0,8,10,9,10,10,10,10,10,9,10,10,10,1,13934
1024,1,11A232,02,40087,2,1,0,02,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,7,5,10,0,0,2,5,0,10,10,10,10,10,10,5,10,10,10,10,10,1,9289
1024,1,11A232,02,40087,1,1,0,03,9,9,10,9,8,4,10,10,9,6,6,5,3,9,9,1,5,10,0,0,8,4,0,8,9,5,4,5,8,10,10,10,10,10,10,1,13934
1024,1,11A232,02,40093,3,1,0,01,10,2,10,10,10,10,10,10,10,10,10,8,10,5,10,6,10,5,5,0,4,0,5,10,8,8,10,6,8,8,10,10,10,10,10,1,10344
1024,1,11A232,02,40093,2,1,0,01,8,6,9,10,10,10,10,10,10,10,2,8,1,8,9,5,10,10,1,0,5,0,0,8,9,9,9,8,6,3,10,3,3,4,5,1,20687
1024,1,11A232,02,40093,4,1,0,03,7,0,6,8,10,6,9,7,9,10,8,9,8,7,6,4,8,9,0,3,6,0,0,7,8,8,8,8,8,5,9,9,6,8,9,1,31031
1024,1,11A232,02,40093,1,1,0,01,10,10,10,9,10,9,10,10,10,10,10,10,0,5,5,5,10,9,0,5,5,0,0,10,10,10,10,10,7,7,10,10,10,10,10,1,31031
1024,1,11A232,02,40097,4,1,0,01,10,10,10,10,10,10,10,10,10,8,6,10,0,10,10,8,10,10,0,0,1,0,0,10,10,10,10,10,5,0,10,5,10,9,10,1,8826
1024,1,11A232,02,40097,3,1,0,01,9,9,7,8,10,9,9,9,10,10,10,10,3,5,5,5,6,8,5,3,3,3,1,7,8,9,9,9,9,9,9,9,9,5,2,1,8826
1024,1,11A232,02,40097,2,1,0,03,10,8,10,10,10,10,10,10,10,10,5,10,2,6,7,9,10,10,4,2,1,0,0,8,10,10,10,10,5,3,3,8,5,4,4,1,26479
1024,1,11A232,02,40097,1,1,0,01,10,9,9,10,10,9,10,10,10,10,9,10,8,9,5,10,10,10,1,0,0,0,0,10,8,10,10,10,10,6,10,8,6,9,10,1,17653
1024,1,11A232,02,40101,4,1,0,01,10,10,9,9,10,10,10,10,9,9,7,8,8,10,9,10,10,10,0,1,0,0,0,8,8,7,8,9,10,3,10,7,8,7,5,1,16723
1024,1,11A232,02,40101,3,1,0,02,5,5,7,7,10,10,8,10,10,7,10,6,5,8,8,4,5,8,0,0,6,5,0,5,5,5,10,6,5,0,10,8,10,10,10,1,16723
1024,1,11A232,02,40101,2,1,0,01,8,7,8,7,7,8,9,9,9,9,9,9,7,7,10,7,9,10,0,0,0,0,0,9,7,8,7,8,7,6,8,9,7,7,6,1,58532
1024,1,11A232,02,40101,1,1,0,01,10,10,10,7,10,7,10,10,10,10,10,10,8,6,8,9,10,10,3,1,1,0,0,10,10,10,10,8,10,10,10,8,6,10,10,1,8362
1024,1,11A232,02,40113,2,1,0,02,8,1,8,10,9,8,10,8,9,10,8,10,8,9,5,4,8,6,0,4,5,0,4,8,8,9,9,9,9,3,10,8,8,9,8,1,13831
1024,1,11A232,02,40113,3,1,0,02,10,9,9,9,10,9,10,10,10,10,9,9,9,10,10,10,10,10,0,0,0,0,0,9,10,9,9,8,8,7,8,9,8,7,8,1,20746
1024,1,11A232,02,40113,1,1,0,01,10,8,9,10,10,10,10,10,10,10,7,10,5,7,7,9,10,8,2,0,0,0,1,9,8,10,6,10,5,0,10,8,6,3,10,1,27661
1024,1,11A232,02,40113,4,1,0,04,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,8,8,9,1,1,1,1,1,10,10,10,10,8,8,1,10,10,7,4,1,1,27661
1024,1,11A232,02,40123,3,1,0,01,0,0,5,10,7,10,10,0,10,10,0,0,0,10,5,8,0,4,0,0,0,0,0,8,8,10,0,8,10,0,8,10,3,10,10,1,6542
1024,1,11A232,02,40123,2,1,0,02,8,9,6,8,8,5,8,8,8,8,10,8,8,6,6,5,5,5,4,4,4,4,4,7,7,8,9,8,8,8,8,9,9,7,6,1,13083
1024,1,11A232,02,40127,1,1,0,01,9,9,10,10,9,9,10,10,10,10,10,10,5,10,10,10,10,9,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,1,19323
1024,1,11A232,02,40127,3,1,0,03,10,9,10,10,10,8,9,9,8,9,8,9,6,7,6,9,5,8,3,3,1,4,2,9,9,9,8,9,7,6,9,8,6,5,5,1,38646
1024,1,11A232,02,40127,2,1,0,01,10,10,10,10,10,10,10,10,10,10,9,5,3,10,7,8,10,10,0,3,1,0,0,10,10,10,10,10,10,10,10,10,10,8,8,1,28985
1024,1,11A232,02,40127,4,1,0,01,9,5,7,10,8,9,10,10,10,10,7,9,4,7,8,10,9,8,0,0,0,0,0,7,9,9,5,10,6,7,8,10,7,9,8,1,19323
1024,1,12A232,02,40132,3,1,0,02,9,10,10,10,10,10,10,10,8,10,8,10,9,7,7,9,9,8,3,2,1,1,0,9,9,7,9,9,8,8,10,9,9,8,8,1,17748
1024,1,12A232,02,40132,4,1,0,01,9,9,10,10,8,9,10,10,8,9,10,9,8,9,7,6,5,7,1,2,4,4,2,9,9,8,9,8,10,3,8,10,2,7,8,1,35496
1024,1,12A232,02,40132,1,1,0,01,10,10,8,8,10,8,10,10,9,10,10,10,7,10,10,10,5,10,0,0,0,0,0,10,10,10,10,9,10,10,10,10,10,10,10,1,8874
1024,1,12A232,02,40132,2,1,0,02,8,7,8,5,10,8,8,9,9,8,5,6,6,5,4,3,3,3,2,6,7,6,3,5,7,8,7,7,6,5,5,7,4,3,4,1,17748
1024,1,12A232,02,40136,2,1,0,04,9,9,8,7,10,5,7,8,9,9,5,3,10,5,3,3,6,1,5,6,3,2,3,8,3,6,7,9,10,9,10,5,1,8,9,1,47468
1024,1,12A232,02,40136,1,1,0,01,5,6,7,8,10,9,10,10,10,9,3,10,6,10,6,4,5,4,0,4,5,4,6,5,2,7,6,7,3,0,6,4,6,7,10,1,9494
1024,1,12A232,02,40136,4,1,0,01,7,7,10,10,10,10,10,10,10,10,10,10,9,5,8,8,10,10,0,0,1,0,0,10,7,10,10,10,10,5,10,8,10,9,10,1,9494
1024,1,12A232,02,40136,3,1,0,03,10,8,9,7,10,10,10,10,10,10,10,10,7,6,5,6,5,6,4,4,4,4,4,10,10,10,7,8,10,4,9,10,7,10,10,1,37975
1024,1,12A232,02,40139,4,1,0,01,8,8,7,7,9,9,9,9,10,10,7,7,3,4,5,5,7,5,3,4,4,2,4,7,7,7,8,8,6,8,9,9,9,8,10,1,16731
1024,1,12A232,02,40139,2,1,0,01,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,0,0,0,0,0,10,10,10,10,10,7,0,10,10,0,0,0,1,25096
1024,1,12A232,02,40139,3,1,0,03,10,9,10,10,10,10,10,10,10,10,10,9,0,8,8,7,9,9,1,1,2,0,0,8,9,10,10,9,0,5,10,10,9,9,5,1,25096
1024,1,12A232,02,40145,4,1,0,02,10,10,10,10,10,10,10,5,10,5,5,10,0,10,4,9,10,0,0,6,1,0,0,5,10,10,10,5,0,0,10,3,0,2,3,1,17444
1024,1,12A232,02,40145,2,1,0,01,8,7,8,7,10,10,10,10,10,10,10,9,2,8,8,5,4,5,2,1,5,5,2,8,7,9,7,6,10,7,9,10,6,5,5,1,26166
1024,1,12A232,02,40145,3,1,0,01,8,9,10,10,10,9,10,9,9,10,9,8,3,7,8,9,8,8,2,0,1,2,2,9,9,9,9,9,10,8,8,9,9,8,8,1,8722
1024,1,12A232,02,40145,1,1,0,01,10,10,10,10,10,10,10,10,10,10,10,10,0,5,5,6,6,10,5,5,4,4,0,10,10,10,10,10,0,0,1,8,8,0,1,1,26166
1024,1,13A232,02,40153,3,1,0,01,8,8,7,8,10,9,8,9,8,7,10,8,6,5,7,7,7,8,3,3,2,3,2,8,9,8,9,7,9,3,7,7,5,3,5,1,20811
1024,1,13A232,02,40153,4,1,0,01,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,1,20811
1024,1,13A232,02,40153,2,1,0,01,9,7,10,10,10,10,10,10,10,10,9,10,0,10,10,5,10,10,0,0,4,0,0,10,10,10,9,10,10,7,9,10,10,7,7,1,10406
1024,1,13A232,02,40156,2,1,0,02,8,7,10,10,10,10,10,10,6,10,6,10,0,8,7,0,5,7,2,2,8,0,0,10,9,10,8,10,7,2,10,9,9,3,3,1,19923
1024,1,13A232,02,40156,1,1,0,01,5,8,7,7,9,7,8,6,8,8,10,8,9,3,2,1,1,0,5,8,8,9,10,9,5,8,8,8,8,2,8,9,9,1,1,1,4981
1024,1,13A232,02,40156,4,1,0,01,8,8,8,8,10,10,8,8,9,10,8,8,5,5,8,7,7,8,4,0,3,0,0,8,8,8,7,10,8,0,8,9,8,0,2,1,4981
1024,1,13A232,02,40162,1,1,0,01,10,10,8,10,10,10,9,10,10,10,10,9,8,8,5,5,9,9,2,5,5,1,0,10,8,8,7,9,9,6,9,9,8,8,8,1,10736
1024,1,13A232,02,40162,4,1,0,02,9,9,9,10,10,10,10,10,10,10,10,10,8,9,9,7,10,10,0,0,3,0,0,10,10,10,10,10,10,0,10,10,3,0,3,1,42946
1024,1,13A232,02,40162,3,1,0,01,8,8,8,8,8,8,9,9,8,8,9,8,7,9,6,6,7,7,1,3,3,2,2,8,7,8,8,9,7,7,8,8,8,8,8,1,21473
1024,1,11A232,03,40078,4,1,0,02,5,5,5,5,9,5,5,9,10,5,3,5,10,9,7,7,9,5,0,3,3,0,0,5,0,9,9,0,6,3,8,10,10,10,8,1,20510
1024,1,11A232,03,40078,3,1,0,01,10,10,10,10,10,6,10,10,10,10,0,10,5,5,4,7,2,1,2,5,2,5,8,10,10,10,5,5,5,10,5,10,10,10,10,1,10255
1024,1,11A232,03,40078,2,1,0,04,10,10,8,9,10,10,10,10,10,10,10,9,8,6,8,8,7,7,4,1,1,2,2,9,10,9,9,10,9,8,9,10,10,10,10,1,41021
1024,1,12A232,03,40087,3,1,0,03,10,10,8,9,9,9,10,10,8,9,8,8,7,6,8,9,8,10,4,1,1,2,0,9,9,8,9,9,8,9,8,10,9,8,5,1,36245
1024,1,12A232,03,40087,4,1,0,01,10,10,10,10,10,10,10,10,10,10,6,10,3,10,10,10,10,10,0,0,0,0,0,10,10,10,4,10,10,10,10,10,10,8,9,1,9061
1024,1,12A232,03,40087,1,1,0,01,10,10,10,10,10,10,10,10,10,10,10,10,9,9,5,5,10,9,0,4,5,0,0,10,8,8,7,9,10,10,10,10,10,10,10,1,18122
1024,1,12A232,03,40091,1,1,0,01,10,0,10,10,10,10,10,10,10,10,10,10,0,5,5,6,10,10,0,0,4,0,0,10,7,10,10,10,10,10,10,10,10,10,10,1,8279
1024,1,12A232,03,40091,4,1,0,01,9,9,8,8,9,9,8,10,5,9,0,7,7,9,9,9,9,8,0,0,0,0,0,10,10,8,9,8,7,8,9,9,9,8,5,1,16558
1024,1,12A232,03,40091,2,1,0,01,10,7,9,10,10,10,10,10,9,9,10,8,1,5,7,10,10,10,5,0,0,0,0,10,7,9,10,10,10,5,10,6,9,9,9,1,24838
1024,1,12A232,03,40091,3,1,0,01,10,9,8,8,10,9,8,9,8,9,10,9,7,8,6,8,8,8,2,3,1,1,2,8,9,8,8,8,9,9,9,9,9,9,9,1,8279
1024,1,12A232,03,40097,2,1,0,03,9,9,8,9,10,10,10,10,10,10,6,9,6,5,4,3,3,2,3,2,4,5,3,9,9,8,9,9,5,5,7,9,9,8,6,1,40661
1024,1,12A232,03,40097,1,1,0,03,8,10,9,7,10,8,9,10,10,10,5,9,9,5,10,4,4,5,1,0,6,6,3,7,8,9,10,8,5,8,7,9,9,10,9,1,40661
1024,1,12A232,03,40097,3,1,0,01,8,8,8,9,9,9,9,8,9,9,9,8,8,9,9,9,8,10,0,1,1,0,0,8,9,8,8,9,9,9,8,9,9,10,8,1,13554
1024,1,12A232,03,40100,2,1,0,01,10,10,9,10,10,10,10,10,10,9,5,8,9,10,10,10,10,10,0,0,0,0,0,10,9,10,9,10,10,10,10,10,9,9,10,1,8464
1024,1,12A232,03,40100,3,1,0,01,10,10,10,10,10,10,10,10,10,9,10,10,8,10,10,10,9,10,0,0,0,0,0,10,10,10,10,10,10,7,10,10,8,10,10,1,16927
1024,1,12A232,03,40100,4,1,0,01,8,8,9,9,9,9,9,10,8,9,1,8,7,7,6,7,6,7,2,3,3,3,2,9,8,9,7,8,9,6,10,10,9,9,8,1,8464
1024,1,12A232,03,40100,1,1,0,01,5,3,6,6,10,8,8,8,10,9,10,6,7,8,6,7,8,6,1,3,3,1,3,9,8,7,8,7,3,10,6,8,9,10,10,1,25391
1024,1,12A232,03,40106,1,1,0,01,10,10,10,9,10,10,10,10,9,9,10,9,1,7,4,6,7,6,2,6,3,2,4,9,8,9,9,8,5,5,8,8,8,8,8,1,18410
1024,1,12A232,03,40106,3,1,0,03,9,8,7,10,10,9,10,9,10,9,7,8,3,9,6,5,5,6,1,4,5,0,0,9,10,10,7,9,8,7,10,10,9,8,7,1,27615
1024,1,12A232,03,40106,4,1,0,02,8,8,10,10,9,10,10,10,10,10,7,8,8,4,4,4,4,5,6,5,6,5,4,7,9,9,9,8,10,7,8,7,9,10,7,1,18410
1024,1,13A232,03,40123,1,1,0,01,8,8,8,7,10,7,8,8,9,8,9,8,9,5,3,3,5,0,5,7,6,5,5,8,5,8,7,8,8,8,7,8,8,8,6,1,11234
1024,1,13A232,03,40123,3,1,0,02,10,10,9,10,10,9,10,10,10,10,9,10,8,10,10,2,10,8,0,0,7,0,1,9,9,10,10,10,1,9,10,9,8,10,10,1,22468
1024,1,13A232,03,40123,2,1,0,02,10,10,10,10,10,9,10,10,9,10,10,10,8,9,10,10,10,10,1,0,0,0,0,10,9,10,10,10,10,8,10,10,10,10,10,1,33702
1024,1,13A232,03,40123,4,1,0,01,7,6,8,6,9,8,8,7,8,10,7,8,2,8,5,4,7,7,2,4,5,0,0,6,8,8,8,7,5,3,9,7,7,3,3,1,22468
1024,1,13A232,03,40130,1,1,0,02,4,7,5,8,8,9,6,8,9,5,7,7,9,5,6,3,3,6,3,3,3,6,3,5,4,4,6,5,5,4,8,8,8,8,7,1,22637
1024,1,13A232,03,40130,4,1,0,02,5,5,5,8,9,8,9,10,9,10,8,9,0,5,3,5,7,7,5,3,3,2,2,7,2,9,5,8,7,6,7,10,7,9,8,1,22637
1024,1,13A232,03,40130,3,1,0,01,8,9,9,9,10,10,10,10,10,8,8,9,8,9,9,7,7,8,1,1,3,2,1,10,8,8,8,8,9,7,10,8,8,7,7,1,11319
1024,1,13A232,03,40132,3,1,0,01,9,8,10,7,7,9,9,10,10,10,10,9,7,8,6,3,7,8,0,3,7,0,0,6,7,8,9,9,10,5,7,8,10,10,7,1,22634
1024,1,13A232,03,40132,2,1,0,01,9,10,10,8,10,10,10,10,9,9,10,10,8,10,10,7,10,9,0,0,2,0,0,10,9,10,10,9,10,8,10,9,9,8,0,1,33951
1024,1,13A232,03,40132,4,1,0,02,10,8,10,9,10,10,10,10,9,9,10,10,2,5,5,6,5,5,4,4,3,4,5,10,10,10,10,9,10,8,9,5,8,10,5,1,33951
1024,1,13A232,03,40139,3,1,0,01,10,10,10,10,10,10,10,10,8,10,10,10,0,10,4,7,10,7,0,5,0,0,0,10,7,10,9,10,10,5,10,10,5,5,5,1,19193
1024,1,13A232,03,40139,2,1,0,01,10,10,10,10,10,10,10,10,10,10,6,10,0,10,7,10,5,10,0,2,0,0,0,10,10,10,10,10,6,1,10,10,10,10,5,1,19193
1024,1,11A232,04,40082,1,1,0,01,10,10,9,9,10,10,10,10,10,10,10,10,10,10,7,7,10,10,0,2,2,0,0,9,10,10,10,10,10,2,10,9,10,4,6,1,8121
1024,1,11A232,04,40082,2,1,0,02,9,7,9,9,9,8,10,10,9,9,10,10,9,9,10,6,6,10,0,0,4,3,0,10,8,9,9,6,10,4,9,10,9,8,5,1,24362
1024,1,11A232,04,40082,4,1,0,02,10,10,9,7,10,10,7,8,9,9,10,3,10,10,10,7,3,10,0,0,2,0,0,10,9,10,10,4,9,9,7,9,8,10,10,1,16241
1024,1,11A232,04,40082,3,1,0,04,10,8,10,9,10,10,10,10,9,10,8,10,5,5,5,5,5,3,5,5,3,5,3,9,10,10,10,10,5,10,10,10,10,5,10,1,40603
1024,1,11A232,04,40094,1,1,0,01,10,6,10,10,10,10,10,10,10,10,10,10,7,6,8,6,10,9,0,0,3,0,0,7,7,9,9,8,10,6,8,7,7,6,8,1,23366
1024,1,11A232,04,40094,3,1,0,01,10,10,10,10,10,10,10,10,10,10,8,10,6,10,10,10,10,10,0,0,0,0,0,10,10,10,10,10,10,6,10,10,10,8,8,1,15577
1024,1,11A232,04,40094,4,1,0,01,7,5,5,7,10,8,7,8,5,8,10,8,3,5,5,6,5,0,5,5,3,5,5,7,2,5,5,5,8,2,10,4,7,7,2,1,15577
1024,1,11A232,04,40094,2,1,0,01,8,7,7,9,8,10,10,9,10,10,8,10,10,7,10,5,10,10,2,0,5,0,0,10,10,10,10,10,10,10,10,8,7,5,5,1,23366
1024,1,11A232,04,40098,2,1,0,02,10,8,10,10,10,10,10,10,10,10,10,10,8,10,7,10,10,10,0,2,0,0,0,10,9,10,10,10,10,7,10,10,10,10,9,1,29092
1024,1,11A232,04,40098,1,1,0,03,10,8,10,10,10,10,10,10,10,10,10,10,8,7,6,6,6,10,0,4,3,3,0,10,10,10,10,9,8,8,10,10,10,10,10,1,29092
1024,1,11A232,04,40098,3,1,0,01,8,6,9,9,9,9,9,10,6,9,10,9,5,10,6,6,6,10,0,4,4,4,0,9,5,8,8,9,10,8,10,8,10,10,10,1,7273
1024,1,11A232,04,40098,4,1,0,01,8,9,9,9,9,9,9,9,9,10,10,10,7,6,5,5,5,6,3,4,5,4,3,8,10,8,8,9,8,7,9,8,5,7,8,1,7273
1024,1,11A232,04,40100,3,1,0,01,2,10,8,9,10,10,10,10,8,9,10,10,9,10,10,8,9,9,0,0,0,0,0,10,0,10,10,8,8,10,10,10,6,10,10,1,23729
1024,1,11A232,04,40100,4,1,0,01,9,9,10,9,9,10,10,9,10,9,10,9,9,5,4,5,5,5,5,5,4,5,4,8,9,7,9,8,9,7,8,10,8,9,9,1,15819
1024,1,11A232,04,40100,2,1,0,01,9,9,9,10,9,10,9,8,10,10,8,9,8,8,8,9,8,8,2,1,1,1,0,8,10,9,9,8,10,9,9,8,7,9,5,1,7910
1024,1,12A232,04,40111,2,1,0,01,9,9,9,10,10,10,10,10,10,9,10,9,10,10,10,7,10,9,0,0,2,0,0,10,10,10,10,10,8,6,10,10,10,10,10,1,15043
