CD,PER,MPIO,N_ENT,AGEB,UPM,AREA,FOL,ENT,CON,N_PRO_VIV,V_SEL,N_HOG,H_MUD,R_PRE,FCH_PRE,R_DEF,FCH_DEF,E_OBS,CTA_ENT,CTA_SUP,P1,P2,P3,P4,R_INF,R_ELE,TEL,R_HAB,R_NUE,R_AUS,DIASEM,HORA,R_PRE_MOD,FCH_PRE_MO,R_DEF_MOD,FCH_DEF_MO,TIPO,FACTOR
14,1024,001,1,379-3,0100383,14,11A232,01,40091,0108,3,1,0,00,06/11/2024,00,06/11/2024,2,-,-,05,1, , ,01,02,-,05,00,00,-, ,00,06/11/2024,00,06/11/2024,1,7784
14,1024,001,1,379-3,0100383,14,11A232,01,40091,0038,2,1,0,00,05/11/2024,00,05/11/2024,2,-,-,04,1, , ,01,01,-,04,00,00,-, ,00,05/11/2024,00,05/11/2024,1,7784
14,1024,001,1,379-3,0100383,14,11A232,01,40091,0069,4,1,0,00,06/11/2024,00,06/11/2024,2,-,-,02,1, , ,01,02,-,02,00,00,-, ,00,06/11/2024,00,06/11/2024,1,7784
14,1024,001,1,379-3,0100383,14,11A232,01,40091,0124,1,1,0,00,05/11/2024,00,05/11/2024,2,-,-,04,1, , ,01,01,-,04,00,00,-, ,00,05/11/2024,00,05/11/2024,1,7784
14,1024,001,1,058-7,0100619,14,11A232,01,40095,0073,3,1,0,00,31/10/2024,00,31/10/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,31/10/2024,00,31/10/2024,1,9780
14,1024,001,1,058-7,0100619,14,11A232,01,40095,0042,2,1,0,00,31/10/2024,00,31/10/2024,2,-,-,03,1, , ,02,03,-,03,00,00,-, ,00,31/10/2024,00,31/10/2024,1,9780
14,1024,001,1,058-7,0100619,14,11A232,01,40095,0012,1,1,0,00,31/10/2024,00,31/10/2024,2,-,-,10,1, , ,04,04,-,10,00,00,-, ,00,31/10/2024,00,31/10/2024,1,9780
14,1024,001,1,058-7,0100619,14,11A232,01,40095,0102,4,1,0,12,12/11/2024,12,12/11/2024,2,-,-, , , , , , ,-, , , ,-, ,12,12/11/2024,12,12/11/2024,1,0
14,1024,001,1,406-2,0100732,14,11A232,01,40097,0062,1,1,0,00,29/10/2024,00,29/10/2024,2,-,-,06,1, , ,04,03,-,06,00,00,-, ,00,29/10/2024,00,29/10/2024,1,8383
14,1024,001,1,406-2,0100732,14,11A232,01,40097,0096,2,1,0,06,12/11/2024,06,12/11/2024,2,-,-, , , , , , ,-, , , ,-, ,06,12/11/2024,06,12/11/2024,1,0
14,1024,001,1,406-2,0100732,14,11A232,01,40097,0031,4,1,0,00,30/10/2024,00,30/10/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,30/10/2024,00,30/10/2024,1,8383
14,1024,001,1,406-2,0100732,14,11A232,01,40097,0127,3,1,0,00,29/10/2024,00,29/10/2024,2,-,-,05,1, , ,02,02,-,05,00,00,-, ,00,29/10/2024,00,29/10/2024,1,8383
14,1024,001,1,325-7,0102171,14,11A232,01,40108,0072,3,1,0,00,01/11/2024,00,01/11/2024,2,-,-,08,1, , ,03,04,-,08,00,00,-, ,00,01/11/2024,00,01/11/2024,1,8251
14,1024,001,1,325-7,0102171,14,11A232,01,40108,0104,4,1,0,00,30/10/2024,00,30/10/2024,2,-,-,06,1, , ,02,02,-,06,00,00,-, ,00,30/10/2024,00,30/10/2024,1,8251
14,1024,001,1,325-7,0102171,14,11A232,01,40108,0038,2,1,0,00,06/11/2024,00,06/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,06/11/2024,00,06/11/2024,1,8251
14,1024,001,1,325-7,0102171,14,11A232,01,40108,0001,1,1,0,00,07/11/2024,00,07/11/2024,2,-,-,03,1, , ,02,01,-,03,00,00,-, ,16,07/11/2024,16,07/11/2024,1,0
14,1024,001,1,270-4,0100146,14,12A232,01,40117,0012,1,1,0,00,08/11/2024,00,08/11/2024,2,-,-,02,1, , ,02,01,-,02,00,00,-, ,00,08/11/2024,00,08/11/2024,1,7138
14,1024,001,1,270-4,0100146,14,12A232,01,40117,0079,4,1,0,00,04/11/2024,00,04/11/2024,2,-,-,02,1, , ,02,02,-,02,00,00,-, ,00,04/11/2024,00,04/11/2024,1,7138
14,1024,001,1,270-4,0100146,14,12A232,01,40117,0038,2,1,0,00,05/11/2024,00,05/11/2024,2,-,-,02,1, , ,02,02,-,02,00,00,-, ,00,05/11/2024,00,05/11/2024,1,7138
14,1024,001,1,270-4,0100146,14,12A232,01,40117,0056,3,1,0,00,05/11/2024,00,05/11/2024,2,-,-,04,1, , ,01,02,-,04,00,00,-, ,00,05/11/2024,00,05/11/2024,1,7138
14,1024,001,1,034-1,0101163,14,12A232,01,40127,0070,1,1,0,00,30/10/2024,00,30/10/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,30/10/2024,00,30/10/2024,1,8172
14,1024,001,1,034-1,0101163,14,12A232,01,40127,0109,2,1,0,00,30/10/2024,00,30/10/2024,2,-,-,03,1, , ,01,02,-,03,00,00,-, ,00,30/10/2024,00,30/10/2024,1,8172
14,1024,001,1,034-1,0101163,14,12A232,01,40127,0130,3,1,0,00,31/10/2024,00,31/10/2024,2,-,-,06,1, , ,01,02,-,06,00,00,-, ,00,31/10/2024,00,31/10/2024,1,8172
14,1024,001,1,034-1,0101163,14,12A232,01,40127,0038,4,1,0,00,02/11/2024,00,02/11/2024,2,-,-,03,1, , ,01,03,-,03,00,00,-, ,00,02/11/2024,00,02/11/2024,1,8172
14,1024,001,1,035-6,0101252,14,12A232,01,40130,0070,2,1,0,00,31/10/2024,00,31/10/2024,2,-,-,04,1, , ,01,03,-,04,00,00,-, ,00,31/10/2024,00,31/10/2024,1,6148
14,1024,001,1,035-6,0101252,14,12A232,01,40130,0027,4,1,0,00,30/10/2024,00,30/10/2024,2,-,-,02,1, , ,02,02,-,02,00,00,-, ,00,30/10/2024,00,30/10/2024,1,6148
14,1024,001,1,035-6,0101252,14,12A232,01,40130,0049,1,1,0,00,30/10/2024,00,30/10/2024,2,-,-,06,1, , ,03,02,-,06,00,00,-, ,00,30/10/2024,00,30/10/2024,1,6148
14,1024,001,1,035-6,0101252,14,12A232,01,40130,0007,3,1,0,00,04/11/2024,00,04/11/2024,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,04/11/2024,00,04/11/2024,1,6148
14,1024,001,1,059-1,0101541,14,12A232,01,40134,0023,1,1,0,00,01/11/2024,00,01/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,01/11/2024,00,01/11/2024,1,8764
14,1024,001,1,059-1,0101541,14,12A232,01,40134,0109,2,1,0,00,01/11/2024,00,01/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,01/11/2024,00,01/11/2024,1,8764
14,1024,001,1,059-1,0101541,14,12A232,01,40134,0024,3,1,0,00,13/11/2024,00,13/11/2024,2,-,-,04,1, , ,01,03,-,04,00,00,-, ,15,13/11/2024,15,13/11/2024,1,0
14,1024,001,1,059-1,0101541,14,12A232,01,40134,0090,4,1,0,00,31/10/2024,00,31/10/2024,2,-,-,04,1, , ,02,01,-,04,00,00,-, ,00,31/10/2024,00,31/10/2024,1,8764
14,1024,001,1,402-4,0100480,14,13A232,01,40147,0147,4,1,0,00,08/11/2024,00,08/11/2024,2,-,-,02,1, , ,01,02,-,02,00,00,-, ,00,08/11/2024,00,08/11/2024,1,12346
14,1024,001,1,402-4,0100480,14,13A232,01,40147,0071,2,1,0,00,05/11/2024,00,05/11/2024,2,-,-,06,1, , ,01,01,-,06,00,00,-, ,00,05/11/2024,00,05/11/2024,1,12346
14,1024,001,1,402-4,0100480,14,13A232,01,40147,0173,3,1,0,00,08/11/2024,00,08/11/2024,2,-,-,05,1, , ,01,02,-,05,00,00,-, ,00,08/11/2024,00,08/11/2024,1,12346
14,1024,001,1,402-4,0100480,14,13A232,01,40147,0024,1,1,0,06,12/11/2024,06,12/11/2024,2,-,-, , , , , , ,-, , , ,-, ,06,12/11/2024,06,12/11/2024,1,0
14,1024,001,1,067-6,0100595,14,13A232,01,40149,0096,1,1,0,00,04/11/2024,00,04/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,04/11/2024,00,04/11/2024,1,9406
14,1024,001,1,067-6,0100595,14,13A232,01,40149,0073,3,1,0,00,04/11/2024,00,04/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,04/11/2024,00,04/11/2024,1,9406
14,1024,001,1,067-6,0100595,14,13A232,01,40149,0007,4,1,0,00,11/11/2024,00,11/11/2024,2,-,-,02,1, , ,01,02,-,02,00,00,-, ,14,11/11/2024,14,11/11/2024,1,0
14,1024,001,1,067-6,0100595,14,13A232,01,40149,0130,2,1,0,06,12/11/2024,06,12/11/2024,2,-,-, , , , , , ,-, , , ,-, ,06,12/11/2024,06,12/11/2024,1,0
14,1024,001,1,242-2,0101313,14,13A232,01,40156,0063,4,1,0,00,30/10/2024,00,30/10/2024,2,-,-,03,1, , ,02,02,-,03,00,00,-, ,00,30/10/2024,00,30/10/2024,1,10251
14,1024,001,1,242-2,0101313,14,13A232,01,40156,0029,3,1,0,00,31/10/2024,00,31/10/2024,2,-,-,03,1, , ,02,01,-,03,00,00,-, ,00,31/10/2024,00,31/10/2024,1,10251
14,1024,001,1,242-2,0101313,14,13A232,01,40156,0128,2,1,0,00,30/10/2024,00,30/10/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,30/10/2024,00,30/10/2024,1,10251
14,1024,001,1,242-2,0101313,14,13A232,01,40156,0095,1,1,0,00,01/11/2024,00,01/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,01/11/2024,00,01/11/2024,1,10251
14,1024,001,1,247-5,0102108,14,13A232,01,40162,0092,1,1,0,00,07/11/2024,00,07/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,07/11/2024,00,07/11/2024,1,10246
14,1024,001,1,247-5,0102108,14,13A232,01,40162,0069,4,1,0,00,04/11/2024,00,04/11/2024,2,-,-,03,1, , ,02,02,-,03,00,00,-, ,00,04/11/2024,00,04/11/2024,1,10246
14,1024,001,1,247-5,0102108,14,13A232,01,40162,0127,2,1,0,00,08/11/2024,00,08/11/2024,2,-,-,02,1, , ,01,02,-,02,00,00,-, ,00,08/11/2024,00,08/11/2024,1,10246
14,1024,001,1,247-5,0102108,14,13A232,01,40162,0031,3,1,0,00,06/11/2024,00,06/11/2024,2,-,-,03,1, , ,02,01,-,03,00,00,-, ,00,06/11/2024,00,06/11/2024,1,10246
21,1024,004,1,472-6,0206573,21,11A232,02,40087,0031,2,1,0,00,07/11/2024,00,07/11/2024,2,-,-,02,1, , ,01,02,-,02,00,00,-, ,00,07/11/2024,00,07/11/2024,1,4645
21,1024,004,1,472-6,0206573,21,11A232,02,40087,0056,3,1,0,00,29/10/2024,00,29/10/2024,2,-,-,04,1, , ,01,04,-,04,00,00,-, ,00,29/10/2024,00,29/10/2024,1,4645
21,1024,004,1,472-6,0206573,21,11A232,02,40087,0081,4,1,0,00,29/10/2024,00,29/10/2024,2,-,-,05,1, , ,02,02,-,05,00,00,-, ,00,29/10/2024,00,29/10/2024,1,4645
21,1024,004,1,472-6,0206573,21,11A232,02,40087,0007,1,1,0,00,01/11/2024,00,01/11/2024,2,-,-,06,1, , ,02,03,-,06,00,00,-, ,00,01/11/2024,00,01/11/2024,1,4645
21,1024,004,1,817-A,0204840,21,11A232,02,40093,0016,2,1,0,00,04/11/2024,00,04/11/2024,2,-,-,03,1, , ,02,01,-,03,00,00,-, ,00,04/11/2024,00,04/11/2024,1,10124
21,1024,004,1,817-A,0204840,21,11A232,02,40093,0053,3,1,0,00,05/11/2024,00,05/11/2024,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,05/11/2024,00,05/11/2024,1,10124
21,1024,004,1,817-A,0204840,21,11A232,02,40093,0123,1,1,0,00,05/11/2024,00,05/11/2024,2,-,-,04,1, , ,01,01,-,04,00,00,-, ,00,05/11/2024,00,05/11/2024,1,10124
21,1024,004,1,817-A,0204840,21,11A232,02,40093,0104,4,1,0,00,05/11/2024,00,05/11/2024,2,-,-,03,1, , ,01,03,-,03,00,00,-, ,00,05/11/2024,00,05/11/2024,1,10124
21,1024,004,1,826-9,0205383,21,11A232,02,40097,0075,1,1,0,00,06/11/2024,00,06/11/2024,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,06/11/2024,00,06/11/2024,1,8639
21,1024,004,1,826-9,0205383,21,11A232,02,40097,0007,2,1,0,00,02/11/2024,00,02/11/2024,2,-,-,03,1, , ,01,03,-,03,00,00,-, ,00,02/11/2024,00,02/11/2024,1,8639
21,1024,004,1,826-9,0205383,21,11A232,02,40097,0148,4,1,0,00,06/11/2024,00,06/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,06/11/2024,00,06/11/2024,1,8639
21,1024,004,1,826-9,0205383,21,11A232,02,40097,0111,3,1,0,00,02/11/2024,00,02/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,02/11/2024,00,02/11/2024,1,8639
21,1024,004,1,653-A,0205752,21,11A232,02,40101,0114,1,1,0,00,30/10/2024,00,30/10/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,30/10/2024,00,30/10/2024,1,8184
21,1024,004,1,653-A,0205752,21,11A232,02,40101,0083,3,1,0,00,12/11/2024,00,12/11/2024,1,-,-,10,2,03,02,01,02,-,02,00,00,-, ,00,12/11/2024,00,12/11/2024,1,8184
21,1024,004,1,653-A,0205752,21,11A232,02,40101,0046,2,1,0,00,01/11/2024,00,01/11/2024,2,-,-,08,1, , ,03,01,-,08,00,00,-, ,00,01/11/2024,00,01/11/2024,1,8184
21,1024,004,1,653-A,0205752,21,11A232,02,40101,0019,4,1,0,00,06/11/2024,00,06/11/2024,2,-,-,05,1, , ,02,01,-,05,00,00,-, ,00,06/11/2024,00,06/11/2024,1,8184
21,1024,004,1,575-8,0207384,21,11A232,02,40113,0027,4,1,0,00,03/11/2024,00,03/11/2024,2,-,-,04,1, , ,01,04,-,04,00,00,-, ,00,03/11/2024,00,03/11/2024,1,6769
21,1024,004,1,575-8,0207384,21,11A232,02,40113,0083,2,1,0,00,02/11/2024,00,02/11/2024,2,-,-,02,1, , ,02,02,-,02,00,00,-, ,00,02/11/2024,00,02/11/2024,1,6769
21,1024,004,1,575-8,0207384,21,11A232,02,40113,0058,1,1,0,00,04/11/2024,00,04/11/2024,2,-,-,07,1, , ,02,01,-,07,00,00,-, ,00,04/11/2024,00,04/11/2024,1,6769
21,1024,004,1,575-8,0207384,21,11A232,02,40113,0043,3,1,0,00,03/11/2024,00,03/11/2024,2,-,-,05,1, , ,05,02,-,05,00,00,-, ,00,03/11/2024,00,03/11/2024,1,6769
21,1024,004,1,312-6,0208736,21,11A232,02,40123,0052,2,1,0,00,13/11/2024,00,13/11/2024,2,-,-,02,1, , ,02,02,-,02,00,00,-, ,00,13/11/2024,00,13/11/2024,1,6403
21,1024,004,1,312-6,0208736,21,11A232,02,40123,0028,3,1,0,00,07/11/2024,00,07/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,07/11/2024,00,07/11/2024,1,6403
21,1024,004,1,312-6,0208736,21,11A232,02,40123,0077,1,1,0,00,14/11/2024,00,14/11/2024,2,-,-,03,1, , ,02,03,-,03,00,00,-, ,14,14/11/2024,14,14/11/2024,1,0
21,1024,004,1,312-6,0208736,21,11A232,02,40123,0010,4,1,0,01,14/11/2024,06,15/11/2024,2,-,-, , , , , , ,-, , , ,-, ,01,14/11/2024,06,15/11/2024,1,0
21,1024,004,1,676-0,0204960,21,11A232,02,40127,0084,2,1,0,00,01/11/2024,00,01/11/2024,2,-,-,05,1, , ,01,01,-,05,00,00,-, ,00,01/11/2024,00,01/11/2024,1,9457
21,1024,004,1,676-0,0204960,21,11A232,02,40127,0059,4,1,0,00,01/11/2024,00,01/11/2024,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,01/11/2024,00,01/11/2024,1,9457
21,1024,004,1,676-0,0204960,21,11A232,02,40127,0005,1,1,0,00,09/11/2024,00,09/11/2024,2,-,-,05,1, , ,02,01,-,05,00,00,-, ,00,09/11/2024,00,09/11/2024,1,9457
21,1024,004,1,676-0,0204960,21,11A232,02,40127,0035,3,1,0,00,04/11/2024,00,04/11/2024,2,-,-,05,1, , ,04,03,-,05,00,00,-, ,00,04/11/2024,00,04/11/2024,1,9457
21,1024,004,1,061-5,0204818,21,12A232,02,40132,0142,4,1,0,00,12/11/2024,00,12/11/2024,2,-,-,04,1, , ,01,01,-,04,00,00,-, ,00,12/11/2024,00,12/11/2024,1,8632
21,1024,004,1,061-5,0204818,21,12A232,02,40132,0058,2,1,0,00,29/10/2024,00,29/10/2024,2,-,-,04,1, , ,02,02,-,04,00,00,-, ,00,29/10/2024,00,29/10/2024,1,8632
21,1024,004,1,061-5,0204818,21,12A232,02,40132,0102,3,1,0,00,11/11/2024,00,11/11/2024,2,-,-,04,1, , ,01,02,-,04,00,00,-, ,00,11/11/2024,00,11/11/2024,1,8632
21,1024,004,1,061-5,0204818,21,12A232,02,40132,0015,1,1,0,00,29/10/2024,00,29/10/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,29/10/2024,00,29/10/2024,1,8632
21,1024,004,1,181-0,0205745,21,12A232,02,40136,0118,4,1,0,00,31/10/2024,00,31/10/2024,2,-,-,04,1, , ,01,01,-,04,00,00,-, ,00,31/10/2024,00,31/10/2024,1,9235
21,1024,004,1,181-0,0205745,21,12A232,02,40136,0086,3,1,0,00,11/11/2024,00,11/11/2024,2,-,-,04,1, , ,01,03,-,04,00,00,-, ,00,11/11/2024,00,11/11/2024,1,9235
21,1024,004,1,181-0,0205745,21,12A232,02,40136,0055,2,1,0,00,04/11/2024,00,04/11/2024,2,-,-,06,1, , ,01,04,-,06,00,00,-, ,00,04/11/2024,00,04/11/2024,1,9235
21,1024,004,1,181-0,0205745,21,12A232,02,40136,0024,1,1,0,00,04/11/2024,00,04/11/2024,2,-,-,02,1, , ,02,01,-,02,00,00,-, ,00,04/11/2024,00,04/11/2024,1,9235
21,1024,004,1,755-7,0206805,21,12A232,02,40139,0039,1,1,0,06,09/11/2024,06,09/11/2024,2,-,-, , , , , , ,-, , , ,-, ,06,09/11/2024,06,09/11/2024,1,0
21,1024,004,1,755-7,0206805,21,12A232,02,40139,0080,2,1,0,00,29/10/2024,00,29/10/2024,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,29/10/2024,00,29/10/2024,1,8137
21,1024,004,1,755-7,0206805,21,12A232,02,40139,0159,4,1,0,00,05/11/2024,00,05/11/2024,2,-,-,04,1, , ,02,01,-,04,00,00,-, ,00,05/11/2024,00,05/11/2024,1,8137
21,1024,004,1,755-7,0206805,21,12A232,02,40139,0119,3,1,0,00,09/11/2024,00,09/11/2024,2,-,-,04,1, , ,02,03,-,04,00,00,-, ,00,09/11/2024,00,09/11/2024,1,8137
21,1024,004,1,690-0,0208040,21,12A232,02,40145,0048,2,1,0,00,04/11/2024,00,04/11/2024,2,-,-,03,1, , ,02,01,-,03,00,00,-, ,00,04/11/2024,00,04/11/2024,1,8484
21,1024,004,1,690-0,0208040,21,12A232,02,40145,0014,1,1,0,00,30/10/2024,00,30/10/2024,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,30/10/2024,00,30/10/2024,1,8484
21,1024,004,1,690-0,0208040,21,12A232,02,40145,0139,3,1,0,00,04/11/2024,00,04/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,04/11/2024,00,04/11/2024,1,8484
21,1024,004,1,690-0,0208040,21,12A232,02,40145,0091,4,1,0,00,04/11/2024,00,04/11/2024,2,-,-,05,1, , ,01,02,-,05,00,00,-, ,00,04/11/2024,00,04/11/2024,1,8484
21,1024,004,1,542-3,0204345,21,13A232,02,40153,0082,3,1,0,00,28/10/2024,00,28/10/2024,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,28/10/2024,00,28/10/2024,1,9775
21,1024,004,1,542-3,0204345,21,13A232,02,40153,0021,1,1,0,01,02/11/2024,06,15/11/2024,2,-,-, , , , , , ,-, , , ,-, ,01,02/11/2024,06,15/11/2024,1,0
21,1024,004,1,542-3,0204345,21,13A232,02,40153,0110,4,1,0,00,13/11/2024,00,13/11/2024,2,-,-,02,1, , ,02,01,-,02,00,00,-, ,00,13/11/2024,00,13/11/2024,1,9775
21,1024,004,1,542-3,0204345,21,13A232,02,40153,0052,2,1,0,00,08/11/2024,00,08/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,08/11/2024,00,08/11/2024,1,9775
21,1024,004,1,342-7,0206172,21,13A232,02,40156,0019,2,1,0,00,12/11/2024,00,12/11/2024,2,-,-,04,1, , ,02,02,-,04,00,00,-, ,00,12/11/2024,00,12/11/2024,1,4679
21,1024,004,1,342-7,0206172,21,13A232,02,40156,0051,4,1,0,00,09/11/2024,00,09/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,09/11/2024,00,09/11/2024,1,4679
21,1024,004,1,342-7,0206172,21,13A232,02,40156,0036,3,1,0,00,14/11/2024,00,14/11/2024,2,-,-,04,1, , ,01,02,-,04,00,00,-, ,14,14/11/2024,14,14/11/2024,1,0
21,1024,004,1,342-7,0206172,21,13A232,02,40156,0003,1,1,0,00,13/11/2024,00,13/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,13/11/2024,00,13/11/2024,1,4679
21,1024,004,1,643-6,0207587,21,13A232,02,40162,0052,2,1,0,06,02/11/2024,06,15/11/2024,2,-,-, , , , , , ,-, , , ,-, ,06,02/11/2024,06,15/11/2024,1,0
21,1024,004,1,643-6,0207587,21,13A232,02,40162,0099,3,1,0,00,08/11/2024,00,08/11/2024,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,08/11/2024,00,08/11/2024,1,10086
21,1024,004,1,643-6,0207587,21,13A232,02,40162,0131,4,1,0,00,30/10/2024,00,30/10/2024,2,-,-,04,1, , ,02,02,-,04,00,00,-, ,00,30/10/2024,00,30/10/2024,1,10086
21,1024,004,1,643-6,0207587,21,13A232,02,40162,0017,1,1,0,00,30/10/2024,00,30/10/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,30/10/2024,00,30/10/2024,1,10086
40,1024,003,1,303-4,0300817,40,11A232,03,40078,0049,1,1,0,00,14/11/2024,00,14/11/2024,2,-,-,04,1, , ,04,01,-,04,00,00,-, ,15,14/11/2024,15,14/11/2024,1,0
40,1024,003,1,303-4,0300817,40,11A232,03,40078,0118,2,1,0,00,30/10/2024,00,30/10/2024,2,-,-,04,1, , ,01,04,-,04,00,00,-, ,00,30/10/2024,00,30/10/2024,1,10038
40,1024,003,1,303-4,0300817,40,11A232,03,40078,0162,3,1,0,00,30/10/2024,00,30/10/2024,1,-,-,07,2,02,01,01,01,-,01,00,00,-, ,00,30/10/2024,00,30/10/2024,1,10038
40,1024,003,1,303-4,0300817,40,11A232,03,40078,0032,4,1,0,00,06/11/2024,00,06/11/2024,2,-,-,02,1, , ,01,02,-,02,00,00,-, ,00,06/11/2024,00,06/11/2024,1,10038
40,1024,003,1,427-8,0300485,40,12A232,03,40087,0143,2,1,0,06,04/11/2024,06,04/11/2024,2,-,-, , , , , , ,-, , , ,-, ,06,04/11/2024,06,04/11/2024,1,0
40,1024,003,1,427-8,0300485,40,12A232,03,40087,0064,4,1,0,00,07/11/2024,00,07/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,07/11/2024,00,07/11/2024,1,8814
40,1024,003,1,427-8,0300485,40,12A232,03,40087,0104,1,1,0,00,07/11/2024,00,07/11/2024,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,07/11/2024,00,07/11/2024,1,8814
40,1024,003,1,427-8,0300485,40,12A232,03,40087,0023,3,1,0,00,04/11/2024,00,04/11/2024,2,-,-,04,1, , ,02,03,-,04,00,00,-, ,00,04/11/2024,00,04/11/2024,1,8814
40,1024,003,1,207-4,0301013,40,12A232,03,40091,0092,1,1,0,00,06/11/2024,00,06/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,06/11/2024,00,06/11/2024,1,8053
40,1024,003,1,207-4,0301013,40,12A232,03,40091,0145,2,1,0,00,30/10/2024,00,30/10/2024,2,-,-,03,1, , ,02,01,-,03,00,00,-, ,00,30/10/2024,00,30/10/2024,1,8053
40,1024,003,1,207-4,0301013,40,12A232,03,40091,0037,4,1,0,00,29/10/2024,00,29/10/2024,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,29/10/2024,00,29/10/2024,1,8053
40,1024,003,1,207-4,0301013,40,12A232,03,40091,0003,3,1,0,00,29/10/2024,00,29/10/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,29/10/2024,00,29/10/2024,1,8053
40,1024,003,1,462-A,0300660,40,12A232,03,40097,0125,4,1,0,07,04/11/2024,07,04/11/2024,2,-,-, , , , , , ,-, , , ,-, ,07,04/11/2024,07,04/11/2024,1,0
40,1024,003,1,462-A,0300660,40,12A232,03,40097,0170,3,1,0,00,01/11/2024,00,01/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,01/11/2024,00,01/11/2024,1,13184
40,1024,003,1,462-A,0300660,40,12A232,03,40097,0103,2,1,0,00,15/11/2024,00,15/11/2024,2,-,-,04,1, , ,02,03,-,04,00,00,-, ,00,15/11/2024,00,15/11/2024,1,13184
40,1024,003,1,462-A,0300660,40,12A232,03,40097,0038,1,1,0,00,11/11/2024,00,11/11/2024,2,-,-,05,1, , ,02,03,-,05,00,00,-, ,00,11/11/2024,00,11/11/2024,1,13184
40,1024,003,1,227-1,0300792,40,12A232,03,40100,0034,1,1,0,00,29/10/2024,00,29/10/2024,2,-,-,04,1, , ,01,01,-,04,00,00,-, ,00,29/10/2024,00,29/10/2024,1,8233
40,1024,003,1,227-1,0300792,40,12A232,03,40100,0136,4,1,0,00,11/11/2024,00,11/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,11/11/2024,00,11/11/2024,1,8233
40,1024,003,1,227-1,0300792,40,12A232,03,40100,0082,3,1,0,00,04/11/2024,00,04/11/2024,2,-,-,02,1, , ,02,01,-,02,00,00,-, ,00,04/11/2024,00,04/11/2024,1,8233
40,1024,003,1,227-1,0300792,40,12A232,03,40100,0119,2,1,0,00,29/10/2024,00,29/10/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,29/10/2024,00,29/10/2024,1,8233
40,1024,003,1,345-8,0300901,40,12A232,03,40106,0112,3,1,0,00,31/10/2024,00,31/10/2024,2,-,-,03,1, , ,02,03,-,03,00,00,-, ,00,31/10/2024,00,31/10/2024,1,8954
40,1024,003,1,345-8,0300901,40,12A232,03,40106,0155,1,1,0,00,05/11/2024,00,05/11/2024,2,-,-,06,1, , ,01,01,-,06,00,00,-, ,00,05/11/2024,00,05/11/2024,1,8954
40,1024,003,1,345-8,0300901,40,12A232,03,40106,0060,2,1,0,00,30/10/2024,00,30/10/2024,2,-,-,04,1, , ,01,02,-,04,00,00,-, ,16,30/10/2024,16,30/10/2024,1,0
40,1024,003,1,345-8,0300901,40,12A232,03,40106,0052,4,1,0,00,31/10/2024,00,31/10/2024,2,-,-,03,1, , ,02,02,-,03,00,00,-, ,00,31/10/2024,00,31/10/2024,1,8954
40,1024,003,1,307-2,0300528,40,13A232,03,40123,0111,3,1,0,00,31/10/2024,00,31/10/2024,2,-,-,02,1, , ,02,02,-,02,00,00,-, ,00,31/10/2024,00,31/10/2024,1,10553
