CD,PER,MPIO,N_ENT,AGEB,UPM,AREA,FOL,ENT,CON,N_PRO_VIV,V_SEL,N_HOG,H_MUD,R_PRE,FCH_PRE,R_DEF,FCH_DEF,E_OBS,CTA_ENT,CTA_SUP,P1,P2,P3,P4,R_INF,R_ELE,TEL,R_HAB,R_NUE,R_AUS,DIASEM,HORA,R_PRE_MOD,FCH_PRE_MO,R_DEF_MOD,FCH_DEF_MO,TIPO,FACTOR
01,1024,011,1,045-2,0913785,01,12A232,09,40196,0016,1,1,0,00,11/11/2024,00,11/11/2024,2,-,-,02,1, , ,01,02,-,02,00,00,-, ,00,11/11/2024,00,11/11/2024,1,6994
01,1024,012,1,043-0,0914660,01,12A232,09,40198,0188,4,1,0,00,11/11/2024,00,11/11/2024,2,-,-,03,1, , ,02,02,-,03,00,00,-, ,00,11/11/2024,00,11/11/2024,1,7485
01,1024,012,1,043-0,0914660,01,12A232,09,40198,0141,3,1,0,00,06/11/2024,00,06/11/2024,2,-,-,04,1, , ,03,02,-,04,00,00,-, ,00,06/11/2024,00,06/11/2024,1,7485
01,1024,012,1,043-0,0914660,01,12A232,09,40198,0090,2,1,0,00,11/11/2024,00,11/11/2024,2,-,-,02,1, , ,01,02,-,02,00,00,-, ,00,11/11/2024,00,11/11/2024,1,7485
01,1024,012,1,043-0,0914660,01,12A232,09,40198,0041,1,1,0,09,06/11/2024,09,06/11/2024,2,-,-, , , , , , ,-, , , ,-, ,09,06/11/2024,09,06/11/2024,1,0
01,1024,013,1,137-0,0916143,01,12A232,09,40202,0028,2,1,0,00,08/11/2024,00,08/11/2024,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,08/11/2024,00,08/11/2024,1,7184
01,1024,013,1,137-0,0916143,01,12A232,09,40202,0053,3,1,0,00,01/11/2024,00,01/11/2024,2,-,-,06,1, , ,02,02,-,06,00,00,-, ,00,01/11/2024,00,01/11/2024,1,7184
01,1024,013,1,137-0,0916143,01,12A232,09,40202,0004,1,1,0,00,01/11/2024,00,01/11/2024,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,01/11/2024,00,01/11/2024,1,7184
01,1024,013,1,137-0,0916143,01,12A232,09,40202,0096,4,1,0,00,01/11/2024,00,01/11/2024,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,01/11/2024,00,01/11/2024,1,7184
01,1024,015,1,063-A,0918964,01,12A232,09,40205,0128,4,1,0,00,10/11/2024,00,10/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,10/11/2024,00,10/11/2024,1,8296
01,1024,015,1,063-A,0918964,01,12A232,09,40205,0026,3,1,0,00,29/10/2024,00,29/10/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,29/10/2024,00,29/10/2024,1,8296
01,1024,015,1,063-A,0918964,01,12A232,09,40205,0057,1,1,0,00,08/11/2024,00,08/11/2024,2,-,-,03,1, , ,02,03,-,03,00,00,-, ,00,08/11/2024,00,08/11/2024,1,8296
01,1024,015,1,063-A,0918964,01,12A232,09,40205,0088,2,1,0,00,29/10/2024,00,29/10/2024,1,-,-,02,2,02,01,01,01,-,01,00,00,-, ,00,29/10/2024,00,29/10/2024,1,8296
01,1024,016,1,029-A,0919503,01,12A232,09,40206,0090,3,1,0,00,30/10/2024,00,30/10/2024,2,-,-,04,1, , ,01,01,-,04,00,00,-, ,00,30/10/2024,00,30/10/2024,1,7762
01,1024,016,1,029-A,0919503,01,12A232,09,40206,0055,2,1,0,00,12/11/2024,00,12/11/2024,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,12/11/2024,00,12/11/2024,1,7762
01,1024,016,1,029-A,0919503,01,12A232,09,40206,0020,1,1,0,00,07/11/2024,00,07/11/2024,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,07/11/2024,00,07/11/2024,1,7762
01,1024,016,1,029-A,0919503,01,12A232,09,40206,0128,4,1,0,00,01/11/2024,00,01/11/2024,2,-,-,08,1, , ,03,04,-,08,00,00,-, ,00,01/11/2024,00,01/11/2024,1,7762
01,1024,017,1,126-1,0920576,01,12A232,09,40209,0105,2,1,0,03,01/11/2024,03,01/11/2024,2,-,-, , , , , , ,-, , , ,-, ,03,01/11/2024,03,01/11/2024,1,0
01,1024,017,1,126-1,0920576,01,12A232,09,40209,0075,1,1,0,00,08/11/2024,00,08/11/2024,2,-,-,04,1, , ,02,04,-,04,00,00,-, ,15,08/11/2024,15,08/11/2024,1,0
01,1024,017,1,126-1,0920576,01,12A232,09,40209,0021,3,1,0,00,04/11/2024,00,04/11/2024,2,-,-,02,1, , ,02,01,-,02,00,00,-, ,00,04/11/2024,00,04/11/2024,1,7621
01,1024,017,1,126-1,0920576,01,12A232,09,40209,0048,4,1,0,00,01/11/2024,00,01/11/2024,2,-,-,03,1, , ,02,02,-,03,00,00,-, ,00,01/11/2024,00,01/11/2024,1,7621
01,1024,004,1,009-1,0921235,01,12A232,09,40211,0020,1,1,0,00,29/10/2024,00,29/10/2024,2,-,-,02,1, , ,02,01,-,02,00,00,-, ,00,29/10/2024,00,29/10/2024,1,8388
01,1024,004,1,009-1,0921235,01,12A232,09,40211,0087,4,1,0,00,04/11/2024,00,04/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,04/11/2024,00,04/11/2024,1,8388
01,1024,004,1,009-1,0921235,01,12A232,09,40211,0042,2,1,0,00,13/11/2024,00,13/11/2024,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,13/11/2024,00,13/11/2024,1,8388
01,1024,004,1,009-1,0921235,01,12A232,09,40211,0065,3,1,0,00,04/11/2024,00,04/11/2024,2,-,-,06,1, , ,06,06,-,06,00,00,-, ,00,04/11/2024,00,04/11/2024,1,8388
01,1024,002,1,018-6,0900724,01,13A232,09,40218,0064,3,1,0,06,04/11/2024,06,04/11/2024,2,-,-, , , , , , ,-, , , ,-, ,06,04/11/2024,06,04/11/2024,1,0
01,1024,002,1,018-6,0900724,01,13A232,09,40218,0039,2,1,0,00,11/11/2024,00,11/11/2024,2,-,-,03,1, , ,01,02,-,03,00,00,-, ,00,11/11/2024,00,11/11/2024,1,10703
01,1024,002,1,018-6,0900724,01,13A232,09,40218,0013,1,1,0,00,04/11/2024,00,04/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,04/11/2024,00,04/11/2024,1,10703
01,1024,002,1,018-6,0900724,01,13A232,09,40218,0088,4,1,0,05,14/11/2024,05,14/11/2024,2,-,-, , , , , , ,-, , , ,-, ,05,14/11/2024,05,14/11/2024,1,0
01,1024,003,1,134-0,0901161,01,13A232,09,40219,0130,4,1,0,00,08/11/2024,00,08/11/2024,2,-,-,02,1, , ,01,02,-,02,00,00,-, ,00,08/11/2024,00,08/11/2024,1,11187
01,1024,003,1,134-0,0901161,01,13A232,09,40219,0065,2,1,0,00,10/11/2024,00,10/11/2024,2,-,-,03,1, , ,01,02,-,03,00,00,-, ,00,10/11/2024,00,10/11/2024,1,11187
01,1024,003,1,134-0,0901161,01,13A232,09,40219,0099,3,1,0,00,31/10/2024,00,31/10/2024,2,-,-,05,1, , ,01,04,-,05,00,00,-, ,00,31/10/2024,00,31/10/2024,1,11187
01,1024,003,1,134-0,0901161,01,13A232,09,40219,0033,1,1,0,00,08/11/2024,00,08/11/2024,2,-,-,03,1, , ,02,01,-,03,00,00,-, ,00,08/11/2024,00,08/11/2024,1,11187
01,1024,004,1,004-9,0902753,01,13A232,09,40222,0145,3,1,0,05,08/11/2024,05,19/11/2024,2,-,-, , , , , , ,-, , , ,-, ,05,08/11/2024,05,19/11/2024,1,0
01,1024,004,1,004-9,0902753,01,13A232,09,40222,0115,1,1,0,02,11/11/2024,03,19/11/2024,2,-,-, , , , , , ,-, , , ,-, ,02,11/11/2024,03,19/11/2024,1,0
01,1024,004,1,004-9,0902753,01,13A232,09,40222,0083,2,1,0,03,15/11/2024,03,16/11/2024,2,-,-, , , , , , ,-, , , ,-, ,03,15/11/2024,03,16/11/2024,1,0
01,1024,004,1,004-9,0902753,01,13A232,09,40222,0031,4,1,0,05,11/11/2024,05,19/11/2024,2,-,-, , , , , , ,-, , , ,-, ,05,11/11/2024,05,19/11/2024,1,0
01,1024,005,1,340-7,0904649,01,13A232,09,40224,0024,3,1,0,00,02/11/2024,00,02/11/2024,2,-,-,03,1, , ,02,03,-,03,00,00,-, ,00,02/11/2024,00,02/11/2024,1,10621
01,1024,005,1,340-7,0904649,01,13A232,09,40224,0112,1,1,0,00,05/11/2024,00,05/11/2024,2,-,-,02,1, , ,01,02,-,02,00,00,-, ,00,05/11/2024,00,05/11/2024,1,10621
01,1024,005,1,340-7,0904649,01,13A232,09,40224,0067,4,1,0,00,02/11/2024,00,02/11/2024,2,-,-,02,1, , ,02,01,-,02,00,00,-, ,00,02/11/2024,00,02/11/2024,1,10621
01,1024,005,1,340-7,0904649,01,13A232,09,40224,0156,2,1,0,06,05/11/2024,06,17/11/2024,2,-,-, , , , , , ,-, , , ,-, ,06,05/11/2024,06,17/11/2024,1,0
01,1024,007,1,442-9,0910600,01,13A232,09,40228,0021,1,1,0,00,04/11/2024,00,04/11/2024,2,-,-,03,1, , ,02,02,-,03,00,00,-, ,00,04/11/2024,00,04/11/2024,1,11056
01,1024,007,1,442-9,0910600,01,13A232,09,40228,0102,4,1,0,00,04/11/2024,00,04/11/2024,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,04/11/2024,00,04/11/2024,1,11056
01,1024,007,1,442-9,0910600,01,13A232,09,40228,0044,2,1,0,00,12/11/2024,00,12/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,12/11/2024,00,12/11/2024,1,11056
01,1024,007,1,442-9,0910600,01,13A232,09,40228,0071,3,1,0,13,10/11/2024,06,19/11/2024,2,-,-, , , , , , ,-, , , ,-, ,13,10/11/2024,06,19/11/2024,1,0
01,1024,010,1,067-1,0912507,01,13A232,09,40231,0012,1,1,0,00,31/10/2024,00,31/10/2024,2,-,-,04,1, , ,03,03,-,04,00,00,-, ,00,31/10/2024,00,31/10/2024,1,8480
01,1024,010,1,067-1,0912507,01,13A232,09,40231,0045,2,1,0,00,07/11/2024,00,07/11/2024,2,-,-,04,1, , ,01,01,-,04,00,00,-, ,00,07/11/2024,00,07/11/2024,1,8480
01,1024,010,1,067-1,0912507,01,13A232,09,40231,0118,4,1,0,00,31/10/2024,00,31/10/2024,2,-,-,02,1, , ,02,01,-,02,00,00,-, ,00,31/10/2024,00,31/10/2024,1,8480
01,1024,010,1,067-1,0912507,01,13A232,09,40231,0080,3,1,0,06,02/11/2024,06,02/11/2024,2,-,-, , , , , , ,-, , , ,-, ,06,02/11/2024,06,02/11/2024,1,0
01,1024,010,1,072-2,0911590,01,13A232,09,40232,0044,2,1,0,00,04/11/2024,00,04/11/2024,2,-,-,03,1, , ,01,02,-,03,00,00,-, ,00,04/11/2024,00,04/11/2024,1,7993
01,1024,010,1,072-2,0911590,01,13A232,09,40232,0095,4,1,0,00,12/11/2024,00,12/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,12/11/2024,00,12/11/2024,1,7993
01,1024,010,1,072-2,0911590,01,13A232,09,40232,0024,1,1,0,00,04/11/2024,00,04/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,04/11/2024,00,04/11/2024,1,7993
01,1024,010,1,072-2,0911590,01,13A232,09,40232,0073,3,1,0,00,13/11/2024,00,13/11/2024,1,-,-,03,2,03,01,01,01,-,01,00,00,-, ,00,13/11/2024,00,13/11/2024,1,7993
01,1024,012,1,102-A,0915534,01,13A232,09,40235,0058,2,1,0,13,06/11/2024,13,06/11/2024,2,-,-, , , , , , ,-, , , ,-, ,13,06/11/2024,13,06/11/2024,1,0
01,1024,012,1,102-A,0915534,01,13A232,09,40235,0125,4,1,0,00,12/11/2024,00,12/11/2024,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,12/11/2024,00,12/11/2024,1,8468
01,1024,012,1,102-A,0915534,01,13A232,09,40235,0026,1,1,0,00,30/10/2024,00,30/10/2024,2,-,-,03,1, , ,01,03,-,03,00,00,-, ,00,30/10/2024,00,30/10/2024,1,8468
01,1024,012,1,102-A,0915534,01,13A232,09,40235,0093,3,1,0,00,30/10/2024,00,30/10/2024,2,-,-,04,1, , ,02,02,-,04,00,00,-, ,00,30/10/2024,00,30/10/2024,1,8468
01,1024,014,1,042-0,0916765,01,13A232,09,40237,0081,3,1,0,00,07/11/2024,00,07/11/2024,2,-,-,02,1, , ,02,02,-,02,00,00,-, ,00,07/11/2024,00,07/11/2024,1,7311
01,1024,014,1,042-0,0916765,01,13A232,09,40237,0056,2,1,0,00,30/10/2024,00,30/10/2024,2,-,-,04,1, , ,02,03,-,04,00,00,-, ,00,30/10/2024,00,30/10/2024,1,7311
01,1024,014,1,042-0,0916765,01,13A232,09,40237,0028,1,1,0,03,13/11/2024,03,16/11/2024,2,-,-, , , , , , ,-, , , ,-, ,03,13/11/2024,03,16/11/2024,1,0
01,1024,014,1,042-0,0916765,01,13A232,09,40237,0111,4,1,0,03,13/11/2024,03,16/11/2024,2,-,-, , , , , , ,-, , , ,-, ,03,13/11/2024,03,16/11/2024,1,0
01,1024,015,1,007-6,0917705,01,13A232,09,40241,0029,1,1,0,00,30/10/2024,00,30/10/2024,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,30/10/2024,00,30/10/2024,1,7440
01,1024,015,1,007-6,0917705,01,13A232,09,40241,0065,2,1,0,00,06/11/2024,00,06/11/2024,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,06/11/2024,00,06/11/2024,1,7440
01,1024,015,1,007-6,0917705,01,13A232,09,40241,0097,3,1,0,00,07/11/2024,00,07/11/2024,1,-,-,02,2,02,01,01,01,-,01,00,00,-, ,00,07/11/2024,00,07/11/2024,1,7440
01,1024,015,1,007-6,0917705,01,13A232,09,40241,0132,4,1,0,00,06/11/2024,00,06/11/2024,2,-,-,02,1, , ,02,02,-,02,00,00,-, ,00,06/11/2024,00,06/11/2024,1,7440
01,1024,016,1,027-0,0919218,01,13A232,09,40244,0037,2,1,0,00,08/11/2024,00,08/11/2024,2,-,-,03,1, , ,02,03,-,03,00,00,-, ,00,08/11/2024,00,08/11/2024,1,10162
01,1024,016,1,027-0,0919218,01,13A232,09,40244,0010,1,1,0,00,08/11/2024,00,08/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,08/11/2024,00,08/11/2024,1,10162
01,1024,016,1,027-0,0919218,01,13A232,09,40244,0100,4,1,0,03,02/11/2024,03,02/11/2024,2,-,-, , , , , , ,-, , , ,-, ,03,02/11/2024,03,02/11/2024,1,0
01,1024,016,1,027-0,0919218,01,13A232,09,40244,0069,3,1,0,00,31/10/2024,00,31/10/2024,2,-,-,06,1, , ,01,01,-,06,00,00,-, ,00,31/10/2024,00,31/10/2024,1,10162
01,1024,016,1,034-0,0919444,01,13A232,09,40245,0019,1,1,0,01,11/11/2024,02,16/11/2024,2,-,-, , , , , , ,-, , , ,-, ,01,11/11/2024,02,16/11/2024,1,0
01,1024,016,1,034-0,0919444,01,13A232,09,40245,0120,4,1,0,03,31/10/2024,03,31/10/2024,2,-,-, , , , , , ,-, , , ,-, ,03,31/10/2024,03,31/10/2024,1,0
01,1024,016,1,034-0,0919444,01,13A232,09,40245,0082,3,1,0,00,31/10/2024,00,31/10/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,31/10/2024,00,31/10/2024,1,11054
01,1024,016,1,034-0,0919444,01,13A232,09,40245,0051,2,1,0,00,31/10/2024,00,31/10/2024,2,-,-,02,1, , ,02,02,-,02,00,00,-, ,00,31/10/2024,00,31/10/2024,1,11054
01,1024,017,1,003-2,0920711,01,13A232,09,40248,0039,4,1,0,00,04/11/2024,00,04/11/2024,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,04/11/2024,00,04/11/2024,1,4819
01,1024,017,1,003-2,0920711,01,13A232,09,40248,0024,3,1,0,00,13/11/2024,00,13/11/2024,2,-,-,03,1, , ,02,01,-,03,00,00,-, ,15,13/11/2024,15,13/11/2024,1,0
01,1024,017,1,003-2,0920711,01,13A232,09,40248,0001,1,1,0,03,06/11/2024,03,06/11/2024,2,-,-, , , , , , ,-, , , ,-, ,03,06/11/2024,03,06/11/2024,1,0
01,1024,017,1,003-2,0920711,01,13A232,09,40248,0013,2,1,0,12,30/10/2024,12,30/10/2024,2,-,-, , , , , , ,-, , , ,-, ,12,30/10/2024,12,30/10/2024,1,0
01,1024,005,1,286-0,0905245,01,13A232,09,40250,0099,4,1,0,00,02/11/2024,00,02/11/2024,2,-,-,05,1, , ,04,04,-,05,00,00,-, ,00,02/11/2024,00,02/11/2024,1,9416
01,1024,005,1,286-0,0905245,01,13A232,09,40250,0054,2,1,0,00,02/11/2024,00,02/11/2024,2,-,-,03,1, , ,02,02,-,03,00,00,-, ,00,02/11/2024,00,02/11/2024,1,9416
01,1024,005,1,286-0,0905245,01,13A232,09,40250,0029,3,1,0,00,14/11/2024,00,14/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,14/11/2024,00,14/11/2024,1,9416
01,1024,005,1,286-0,0905245,01,13A232,09,40250,0008,1,1,0,00,30/10/2024,00,30/10/2024,2,-,-,04,1, , ,02,02,-,04,00,00,-, ,00,30/10/2024,00,30/10/2024,1,9416
01,1024,016,1,028-5,0923161,01,13A232,09,40254,0063,3,1,0,06,31/10/2024,06,31/10/2024,2,-,-, , , , , , ,-, , , ,-, ,06,31/10/2024,06,31/10/2024,1,0
01,1024,016,1,028-5,0923161,01,13A232,09,40254,0086,4,1,0,00,12/11/2024,00,12/11/2024,2,-,-,05,1, , ,01,04,-,05,00,00,-, ,15,12/11/2024,15,12/11/2024,1,0
01,1024,016,1,028-5,0923161,01,13A232,09,40254,0041,2,1,0,05,12/11/2024,05,12/11/2024,2,-,-, , , , , , ,-, , , ,-, ,05,12/11/2024,05,12/11/2024,1,0
01,1024,016,1,028-5,0923161,01,13A232,09,40254,0014,1,1,0,00,12/11/2024,00,12/11/2024,2,-,-,03,1, , ,01,02,-,03,00,00,-, ,14,12/11/2024,14,12/11/2024,1,0
26,1024,005,1,420-0,1000885,26,12A232,10,41231,0058,2,1,0,00,14/11/2024,00,14/11/2024,2,-,-,02,1, , ,01,02,-,02,00,00,-, ,00,14/11/2024,00,14/11/2024,1,7726
26,1024,005,1,420-0,1000885,26,12A232,10,41231,0136,4,1,0,00,14/11/2024,00,14/11/2024,2,-,-,02,1, , ,01,02,-,02,00,00,-, ,00,14/11/2024,00,14/11/2024,1,7726
26,1024,005,1,420-0,1000885,26,12A232,10,41231,0024,1,1,0,00,04/11/2024,00,04/11/2024,2,-,-,04,1, , ,02,03,-,04,00,00,-, ,00,04/11/2024,00,04/11/2024,1,7726
26,1024,005,1,420-0,1000885,26,12A232,10,41231,0096,3,1,0,00,04/11/2024,00,04/11/2024,2,-,-,03,1, , ,02,02,-,03,00,00,-, ,00,04/11/2024,00,04/11/2024,1,7726
26,1024,005,1,381-9,1001030,26,12A232,10,41235,0075,3,1,0,00,01/11/2024,00,01/11/2024,2,-,-,07,1, , ,01,01,-,07,00,00,-, ,00,01/11/2024,00,01/11/2024,1,7979
26,1024,005,1,381-9,1001030,26,12A232,10,41235,0112,4,1,0,00,13/11/2024,00,13/11/2024,2,-,-,04,1, , ,04,01,-,04,00,00,-, ,00,13/11/2024,00,13/11/2024,1,7979
26,1024,005,1,381-9,1001030,26,12A232,10,41235,0037,2,1,0,00,13/11/2024,00,13/11/2024,2,-,-,05,1, , ,02,02,-,05,00,00,-, ,00,13/11/2024,00,13/11/2024,1,7979
26,1024,005,1,381-9,1001030,26,12A232,10,41235,0001,1,1,0,00,13/11/2024,00,13/11/2024,2,-,-,04,1, , ,03,03,-,04,00,00,-, ,00,13/11/2024,00,13/11/2024,1,7979
26,1024,005,1,223-8,1001283,26,12A232,10,41239,0083,3,1,0,00,08/11/2024,00,08/11/2024,2,-,-,04,1, , ,02,02,-,04,00,00,-, ,00,08/11/2024,00,08/11/2024,1,7938
26,1024,005,1,223-8,1001283,26,12A232,10,41239,0019,1,1,0,01,14/11/2024,00,19/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,01,14/11/2024,00,19/11/2024,1,7938
26,1024,005,1,223-8,1001283,26,12A232,10,41239,0120,4,1,0,00,14/11/2024,00,14/11/2024,2,-,-,06,1, , ,01,02,-,06,00,00,-, ,00,14/11/2024,00,14/11/2024,1,7938
26,1024,005,1,223-8,1001283,26,12A232,10,41239,0050,2,1,0,00,29/10/2024,00,29/10/2024,2,-,-,04,1, , ,02,01,-,04,00,00,-, ,00,29/10/2024,00,29/10/2024,1,7938
26,1024,005,1,531-7,1001668,26,12A232,10,41248,0038,3,1,0,00,01/11/2024,00,01/11/2024,1,-,-,06,2,02,05,01,02,-,05,00,00,-, ,00,01/11/2024,00,01/11/2024,1,8526
26,1024,005,1,531-7,1001668,26,12A232,10,41248,0073,4,1,0,00,06/11/2024,00,06/11/2024,2,-,-,05,1, , ,01,03,-,05,00,00,-, ,00,06/11/2024,00,06/11/2024,1,8526
26,1024,005,1,531-7,1001668,26,12A232,10,41248,0142,2,1,0,01,07/11/2024,00,15/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,01,07/11/2024,00,15/11/2024,1,8526
26,1024,005,1,531-7,1001668,26,12A232,10,41248,0110,1,1,0,00,01/11/2024,00,01/11/2024,2,-,-,02,1, , ,01,02,-,02,00,00,-, ,00,01/11/2024,00,01/11/2024,1,8526
26,1024,005,1,215-3,1000638,26,13A232,10,41255,0008,1,1,0,07,04/11/2024,07,04/11/2024,2,-,-, , , , , , ,-, , , ,-, ,07,04/11/2024,07,04/11/2024,1,0
26,1024,005,1,215-3,1000638,26,13A232,10,41255,0060,4,1,0,00,11/11/2024,00,11/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,11/11/2024,00,11/11/2024,1,9934
26,1024,005,1,215-3,1000638,26,13A232,10,41255,0100,2,1,0,00,04/11/2024,00,04/11/2024,2,-,-,05,1, , ,02,02,-,05,00,00,-, ,00,04/11/2024,00,04/11/2024,1,9934
26,1024,005,1,215-3,1000638,26,13A232,10,41255,0033,3,1,0,00,11/11/2024,00,11/11/2024,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,11/11/2024,00,11/11/2024,1,9934
26,1024,005,1,018-0,1001489,26,13A232,10,41265,0055,1,1,0,00,14/11/2024,00,14/11/2024,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,14/11/2024,00,14/11/2024,1,11447
26,1024,005,1,018-0,1001489,26,13A232,10,41265,0086,2,1,0,01,13/11/2024,07,19/11/2024,2,-,-, , , , , , ,-, , , ,-, ,01,13/11/2024,07,19/11/2024,1,0
26,1024,005,1,018-0,1001489,26,13A232,10,41265,0017,3,1,0,00,13/11/2024,00,13/11/2024,2,-,-,03,1, , ,02,02,-,03,00,00,-, ,00,13/11/2024,00,13/11/2024,1,11447
26,1024,005,1,018-0,1001489,26,13A232,10,41265,0098,4,1,0,00,13/11/2024,00,13/11/2024,2,-,-,06,1, , ,01,06,-,06,00,00,-, ,00,13/11/2024,00,13/11/2024,1,11447
26,1024,005,1,244-A,1001655,26,13A232,10,41268,0006,2,1,0,00,01/11/2024,00,01/11/2024,2,-,-,05,1, , ,02,01,-,05,00,00,-, ,00,01/11/2024,00,01/11/2024,1,10875
26,1024,005,1,244-A,1001655,26,13A232,10,41268,0104,3,1,0,00,06/11/2024,00,06/11/2024,2,-,-,04,1, , ,02,02,-,04,00,00,-, ,00,06/11/2024,00,06/11/2024,1,10875
26,1024,005,1,244-A,1001655,26,13A232,10,41268,0136,4,1,0,00,01/11/2024,00,01/11/2024,1,-,-,10,2,03,01,01,01,-,01,00,00,-, ,00,01/11/2024,00,01/11/2024,1,10875
26,1024,005,1,244-A,1001655,26,13A232,10,41268,0037,1,1,0,00,08/11/2024,00,08/11/2024,2,-,-,04,1, , ,02,03,-,04,00,00,-, ,00,08/11/2024,00,08/11/2024,1,10875
26,1024,005,1,258-1,1000356,26,11A232,10,41314,0087,3,1,0,00,11/11/2024,00,11/11/2024,2,-,-,05,1, , ,02,03,-,05,00,00,-, ,00,11/11/2024,00,11/11/2024,1,9412
26,1024,005,1,258-1,1000356,26,11A232,10,41314,0015,1,1,0,00,05/11/2024,00,05/11/2024,2,-,-,02,1, , ,01,02,-,02,00,00,-, ,00,05/11/2024,00,05/11/2024,1,9412
26,1024,005,1,258-1,1000356,26,11A232,10,41314,0119,4,1,0,00,11/11/2024,00,11/11/2024,2,-,-,02,1, , ,01,02,-,02,00,00,-, ,00,11/11/2024,00,11/11/2024,1,9412
26,1024,005,1,258-1,1000356,26,11A232,10,41314,0047,2,1,0,01,14/11/2024,00,15/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,01,14/11/2024,00,15/11/2024,1,9412
26,1024,005,1,283-A,1001114,26,11A232,10,41328,0035,3,1,0,00,31/10/2024,00,31/10/2024,1,-,-,09,2,03,04,02,02,-,04,00,00,-, ,00,31/10/2024,00,31/10/2024,1,7824
26,1024,005,1,283-A,1001114,26,11A232,10,41328,0004,1,1,0,00,13/11/2024,00,13/11/2024,2,-,-,04,1, , ,02,01,-,04,00,00,-, ,00,13/11/2024,00,13/11/2024,1,7824
26,1024,005,1,283-A,1001114,26,11A232,10,41328,0067,2,1,0,00,31/10/2024,00,31/10/2024,2,-,-,02,1, , ,02,01,-,02,00,00,-, ,00,31/10/2024,00,31/10/2024,1,7824
26,1024,005,1,283-A,1001114,26,11A232,10,41328,0112,4,1,0,06,31/10/2024,06,31/10/2024,2,-,-, , , , , , ,-, , , ,-, ,06,31/10/2024,06,31/10/2024,1,0
26,1024,005,1,405-6,1001423,26,11A232,10,41337,0085,4,1,0,00,13/11/2024,00,13/11/2024,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,13/11/2024,00,13/11/2024,1,11631
26,1024,005,1,405-6,1001423,26,11A232,10,41337,0101,2,1,0,00,31/10/2024,00,31/10/2024,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,31/10/2024,00,31/10/2024,1,11631
26,1024,005,1,405-6,1001423,26,11A232,10,41337,0135,3,1,0,00,13/11/2024,00,13/11/2024,2,-,-,06,1, , ,02,03,-,06,00,00,-, ,00,13/11/2024,00,13/11/2024,1,11631
26,1024,005,1,405-6,1001423,26,11A232,10,41337,0062,1,1,0,00,14/11/2024,00,14/11/2024,2,-,-,03,1, , ,02,01,-,03,00,00,-, ,00,14/11/2024,00,14/11/2024,1,11631
26,1024,005,1,357-5,1001736,26,11A232,10,41341,0076,1,1,0,00,12/11/2024,00,12/11/2024,1,-,-,05,2,03,03,01,01,-,03,00,00,-, ,00,12/11/2024,00,12/11/2024,1,8843
26,1024,005,1,357-5,1001736,26,11A232,10,41341,0138,2,1,0,07,13/11/2024,07,13/11/2024,2,-,-, , , , , , ,-, , , ,-, ,07,13/11/2024,07,13/11/2024,1,0
26,1024,005,1,357-5,1001736,26,11A232,10,41341,0110,4,1,0,00,29/10/2024,00,29/10/2024,1,-,-,10,2,03,03,02,01,-,03,00,00,-, ,00,29/10/2024,00,29/10/2024,1,8843
26,1024,005,1,357-5,1001736,26,11A232,10,41341,0033,3,1,0,01,14/11/2024,00,19/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,01,14/11/2024,00,19/11/2024,1,8843
26,1024,005,1,356-0,1000675,26,12A232,10,41353,0049,1,1,0,00,04/11/2024,00,04/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,04/11/2024,00,04/11/2024,1,9249
