CD,PER,MPIO,N_ENT,AGEB,UPM,AREA,FOL,ENT,CON,N_PRO_VIV,V_SEL,N_HOG,H_MUD,R_PRE,FCH_PRE,R_DEF,FCH_DEF,E_OBS,RFC_ENT,RFC_SUP,P1,P2,P3,P4,R_INF,R_ELE,TEL,R_HAB,R_NUE,R_AUS,DIASEM,HORA,R_PRE_MOD,R_DEF_MOD,TIPO,FACTOR
14,1023,001,4,388-2,0101902,14,11A223,01,40337,0087,3,1,0,00,17/10/2023,00,17/10/2023,2,-,-,08,1, , ,05,05,-,08,00,00,-, ,00,00,1,7288
14,1023,001,4,388-2,0101902,14,11A223,01,40337,0013,1,1,0,00,16/10/2023,00,16/10/2023,2,-,-,05,1, , ,04,04,-,05,00,00,-, ,00,00,1,7288
14,1023,001,4,388-2,0101902,14,11A223,01,40337,0055,2,1,0,00,18/10/2023,00,18/10/2023,2,-,-,07,1, , ,02,04,-,07,00,00,-, ,00,00,1,7288
14,1023,001,4,388-2,0101902,14,11A223,01,40337,0119,4,1,0,00,16/10/2023,00,16/10/2023,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,00,1,7288
14,1023,001,4,267-2,0101105,14,12A223,01,40340,0011,1,1,0,00,10/10/2023,00,10/10/2023,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,00,1,7563
14,1023,001,4,267-2,0101105,14,12A223,01,40340,0099,4,1,0,00,10/10/2023,00,10/10/2023,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,00,1,7563
14,1023,001,4,267-2,0101105,14,12A223,01,40340,0039,2,1,0,00,10/10/2023,00,10/10/2023,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,00,1,7563
14,1023,001,4,267-2,0101105,14,12A223,01,40340,0068,3,1,0,00,10/10/2023,00,10/10/2023,2,-,-,05,1, , ,01,01,-,05,00,00,-, ,00,00,1,7563
14,1023,001,5,140-5,0100459,14,11B212,01,40350,0062,3,1,0,00,04/10/2023,00,04/10/2023,2,-,-,07,1, , ,01,02,-,06,01,00,-, ,00,00,1,7244
14,1023,001,5,140-5,0100459,14,11B212,01,40350,0021,1,1,0,00,04/10/2023,00,04/10/2023,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,00,1,7244
14,1023,001,5,140-5,0100459,14,11B212,01,40350,0042,2,1,0,00,07/10/2023,00,07/10/2023,2,-,-,05,1, , ,02,02,-,04,01,00,-, ,00,00,1,7244
14,1023,001,5,140-5,0100459,14,11B212,01,40350,0086,4,1,0,00,04/10/2023,00,04/10/2023,2,-,-,05,1, , ,03,03,-,05,00,00,-, ,00,00,1,7244
14,1023,001,5,373-6,0101786,14,13B212,01,40355,0045,2,1,0,00,14/10/2023,00,14/10/2023,2,-,-,04,1, , ,02,02,-,04,00,00,-, ,00,00,1,9527
14,1023,001,5,373-6,0101786,14,13B212,01,40355,0090,1,1,0,00,14/10/2023,00,14/10/2023,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,00,1,9527
14,1023,001,5,373-6,0101786,14,13B212,01,40355,0075,3,1,0,00,12/10/2023,00,12/10/2023,2,-,-,05,1, , ,02,02,-,05,00,00,-, ,00,00,1,9527
14,1023,001,5,373-6,0101786,14,13B212,01,40355,0042,4,1,0,00,14/10/2023,00,14/10/2023,2,-,-,04,1, , ,02,02,-,04,00,00,-, ,00,00,1,9527
14,1023,001,1,326-1,0101534,14,13A226,01,40379,0109,2,1,0,00,14/10/2023,00,14/10/2023,2,-,-,03,1, , ,02,01,-,03,00,00,-, ,00,00,1,8559
14,1023,001,1,326-1,0101534,14,13A226,01,40379,0006,4,1,0,00,06/10/2023,00,06/10/2023,2,-,-,03,1, , ,03,02,-,03,00,00,-, ,00,00,1,8559
14,1023,001,1,326-1,0101534,14,13A226,01,40379,0081,1,1,0,00,06/10/2023,00,06/10/2023,2,-,-,05,1, , ,02,02,-,05,00,00,-, ,00,00,1,8559
14,1023,001,1,326-1,0101534,14,13A226,01,40379,0050,3,1,0,00,14/10/2023,00,14/10/2023,2,-,-,03,1, , ,01,02,-,03,00,00,-, ,00,00,1,8559
14,1023,001,1,278-0,0101231,14,11A226,01,40381,0108,2,1,0,00,09/10/2023,00,09/10/2023,2,-,-,04,1, , ,02,02,-,04,00,00,-, ,00,00,1,7260
14,1023,001,1,278-0,0101231,14,11A226,01,40381,0017,1,1,0,00,09/10/2023,00,09/10/2023,2,-,-,02,1, , ,02,02,-,02,00,00,-, ,00,00,1,7260
14,1023,001,1,278-0,0101231,14,11A226,01,40381,0025,3,1,0,00,09/10/2023,00,09/10/2023,2,-,-,04,1, , ,01,03,-,04,00,00,-, ,00,00,1,7260
14,1023,001,1,278-0,0101231,14,11A226,01,40381,0057,4,1,0,00,09/10/2023,00,09/10/2023,2,-,-,05,1, , ,01,01,-,05,00,00,-, ,00,00,1,7260
14,1023,001,8,056-8,0100162,14,12A217,01,40411,0044,1,1,0,00,03/10/2023,00,03/10/2023,2,-,-,02,1, , ,02,02,-,02,00,00,-, ,00,00,1,6439
14,1023,001,8,056-8,0100162,14,12A217,01,40411,0098,3,1,0,07,03/10/2023,07,20/10/2023,2,-,-, , , , , , ,-, , , ,-, ,07,07,1,0
14,1023,001,8,056-8,0100162,14,12A217,01,40411,0017,4,1,0,00,03/10/2023,00,03/10/2023,2,-,-,03,1, , ,03,03,-,03,00,00,-, ,00,00,1,6439
14,1023,001,8,056-8,0100162,14,12A217,01,40411,0070,2,1,0,00,11/10/2023,00,11/10/2023,2,-,-,03,1, , ,01,02,-,03,00,00,-, ,00,00,1,6439
21,1023,004,3,187-8,0203911,21,11A224,02,40085,0178,4,1,0,00,18/10/2023,00,18/10/2023,2,-,-,04,1, , ,02,01,-,04,00,00,-, ,00,00,1,8217
21,1023,004,3,187-8,0203911,21,11A224,02,40085,0083,2,1,0,00,09/10/2023,00,09/10/2023,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,00,1,8217
21,1023,004,3,187-8,0203911,21,11A224,02,40085,0125,3,1,0,00,11/10/2023,00,11/10/2023,2,-,-,05,1, , ,02,02,-,05,00,00,-, ,00,00,1,8217
21,1023,004,3,187-8,0203911,21,11A224,02,40085,0033,1,1,0,00,18/10/2023,00,18/10/2023,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,00,1,8217
21,1023,004,3,119-1,0203447,21,13A224,02,40088,0188,3,1,0,00,13/10/2023,00,13/10/2023,2,-,-,04,1, , ,01,01,-,04,00,00,-, ,00,00,1,9016
21,1023,004,3,119-1,0203447,21,13A224,02,40088,0011,4,1,0,00,14/10/2023,00,14/10/2023,2,-,-,04,1, , ,02,02,-,04,00,00,-, ,00,00,1,9016
21,1023,004,3,119-1,0203447,21,13A224,02,40088,0089,1,1,0,14,18/10/2023,14,18/10/2023,2,-,-,04,1, , ,02,01,-,04,00,00,-, ,14,14,1,0
21,1023,004,3,119-1,0203447,21,13A224,02,40088,0137,2,1,0,03,14/10/2023,03,20/10/2023,2,-,-, , , , , , ,-, , , ,-, ,03,03,1,0
21,1023,004,7,182-5,0203852,21,11A218,02,40124,0103,1,1,0,07,06/10/2023,07,09/10/2023,2,-,-, , , , , , ,-, , , ,-, ,07,07,1,0
21,1023,004,7,182-5,0203852,21,11A218,02,40124,0088,2,1,0,09,06/10/2023,09,09/10/2023,2,-,-, , , , , , ,-, , , ,-, ,09,09,1,0
21,1023,004,7,182-5,0203852,21,11A218,02,40124,0127,3,1,1,00,06/10/2023,00,06/10/2023,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,00,1,8599
21,1023,004,7,182-5,0203852,21,11A218,02,40124,0007,4,1,0,00,10/10/2023,00,10/10/2023,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,00,1,8599
21,1023,004,7,796-6,0206912,21,13A218,02,40161,0014,1,1,0,00,07/10/2023,00,07/10/2023,2,-,-,03,1, , ,03,03,-,03,00,00,-, ,00,00,1,9571
21,1023,004,7,796-6,0206912,21,13A218,02,40161,0049,2,1,0,00,16/10/2023,00,16/10/2023,2,-,-,04,1, , ,01,01,-,04,00,00,-, ,00,00,1,9571
21,1023,004,7,796-6,0206912,21,13A218,02,40161,0108,4,1,0,00,16/10/2023,00,16/10/2023,2,-,-,03,1, , ,02,02,-,03,00,00,-, ,00,00,1,9571
21,1023,004,7,796-6,0206912,21,13A218,02,40161,0082,3,1,0,00,16/10/2023,00,16/10/2023,2,-,-,05,1, , ,02,01,-,05,00,00,-, ,00,00,1,9571
21,1023,004,6,018-9,0203200,21,12B211,02,40191,0096,3,1,0,06,04/10/2023,06,09/10/2023,2,-,-, , , , , , ,-, , , ,-, ,06,06,1,0
21,1023,004,6,018-9,0203200,21,12B211,02,40191,0053,4,1,0,00,04/10/2023,00,04/10/2023,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,00,1,5256
21,1023,004,6,018-9,0203200,21,12B211,02,40191,0008,1,1,0,00,17/10/2023,00,17/10/2023,2,-,-,02,1, , ,02,02,-,02,00,00,-, ,00,00,1,5256
21,1023,004,6,018-9,0203200,21,12B211,02,40191,0072,2,1,0,00,04/10/2023,00,04/10/2023,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,00,1,5256
21,1023,004,2,159-6,0203699,21,12A225,02,40214,0089,1,1,0,03,09/10/2023,03,20/10/2023,2,-,-, , , , , , ,-, , , ,-, ,03,03,1,0
21,1023,004,2,159-6,0203699,21,12A225,02,40214,0024,4,1,0,07,09/10/2023,07,19/10/2023,2,-,-, , , , , , ,-, , , ,-, ,07,07,1,0
21,1023,004,2,159-6,0203699,21,12A225,02,40214,0052,2,1,0,00,14/10/2023,00,14/10/2023,1,-,-,01, , , ,01,01,-,01,00,01,-, ,00,00,1,7741
21,1023,004,2,159-6,0203699,21,12A225,02,40214,0080,3,1,0,00,14/10/2023,00,14/10/2023,2,-,-,05,1, , ,01,01,-,05,00,01,-, ,00,00,1,7741
21,1023,004,2,146-9,0203592,21,11A225,02,40218,0005,3,1,0,00,10/10/2023,00,10/10/2023,2,-,-,09,1, , ,01,01,-,09,00,01,-, ,00,00,1,3791
21,1023,004,2,146-9,0203592,21,11A225,02,40218,0076,2,1,0,03,17/10/2023,03,20/10/2023,2,-,-, , , , , , ,-, , , ,-, ,03,03,1,0
21,1023,004,2,146-9,0203592,21,11A225,02,40218,0027,4,1,0,00,04/10/2023,00,04/10/2023,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,00,1,3791
21,1023,004,2,146-9,0203592,21,11A225,02,40218,0055,1,1,0,06,04/10/2023,06,19/10/2023,2,-,-, , , , , , ,-, , , ,-, ,06,06,1,0
21,1023,004,6,557-A,0206006,21,11B211,02,40255,0098,3,1,2,00,05/10/2023,00,05/10/2023,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,00,1,5897
21,1023,004,6,557-A,0206006,21,11B211,02,40255,0055,2,1,0,00,05/10/2023,00,05/10/2023,2,-,-,04,1, , ,02,02,-,04,00,00,-, ,00,00,1,5897
21,1023,004,6,557-A,0206006,21,11B211,02,40255,0143,4,1,0,06,14/10/2023,06,20/10/2023,2,-,-, , , , , , ,-, , , ,-, ,06,06,1,0
21,1023,004,6,557-A,0206006,21,11B211,02,40255,0009,1,1,1,00,14/10/2023,00,14/10/2023,1,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,00,1,5897
21,1023,004,8,285-7,0204201,21,11A217,02,40313,0071,2,1,0,08,05/10/2023,08,09/10/2023,2,-,-, , , , , , ,-, , , ,-, ,08,08,1,0
21,1023,004,8,285-7,0204201,21,11A217,02,40313,0138,4,1,0,06,12/10/2023,06,19/10/2023,2,-,-, , , , , , ,-, , , ,-, ,06,06,1,0
21,1023,004,8,285-7,0204201,21,11A217,02,40313,0105,3,1,1,00,05/10/2023,00,05/10/2023,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,00,1,6792
21,1023,004,8,285-7,0204201,21,11A217,02,40313,0035,1,1,0,00,05/10/2023,00,05/10/2023,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,00,1,6792
21,1023,004,4,638-5,0206326,21,13A223,02,40336,0034,1,1,0,00,09/10/2023,00,09/10/2023,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,00,1,7282
21,1023,004,4,638-5,0206326,21,13A223,02,40336,0068,2,1,0,00,12/10/2023,00,12/10/2023,2,-,-,02,1, , ,02,01,-,02,00,00,-, ,00,00,1,7282
21,1023,004,4,638-5,0206326,21,13A223,02,40336,0117,3,1,0,00,07/10/2023,00,07/10/2023,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,00,1,7282
21,1023,004,4,638-5,0206326,21,13A223,02,40336,0162,4,1,0,00,09/10/2023,00,09/10/2023,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,00,1,7282
21,1023,004,4,194-8,0203969,21,11A223,02,40368,0031,2,1,0,00,04/10/2023,00,04/10/2023,2,-,-,02,1, , ,02,02,-,02,00,00,-, ,00,00,1,6364
21,1023,004,4,194-8,0203969,21,11A223,02,40368,0006,1,1,0,00,04/10/2023,00,04/10/2023,2,-,-,03,1, , ,02,02,-,03,00,00,-, ,00,00,1,6364
21,1023,004,4,194-8,0203969,21,11A223,02,40368,0093,4,1,0,00,12/10/2023,00,12/10/2023,2,-,-,04,1, , ,02,02,-,04,00,00,-, ,00,00,1,6364
21,1023,004,4,194-8,0203969,21,11A223,02,40368,0062,3,1,0,00,04/10/2023,00,04/10/2023,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,00,1,6364
21,1023,004,8,145-4,0203576,21,12A217,02,40375,0068,2,1,0,03,03/10/2023,03,20/10/2023,2,-,-, , , , , , ,-, , , ,-, ,03,03,1,0
21,1023,004,8,145-4,0203576,21,12A217,02,40375,0099,3,1,0,06,03/10/2023,06,09/10/2023,2,-,-, , , , , , ,-, , , ,-, ,06,06,1,0
21,1023,004,8,145-4,0203576,21,12A217,02,40375,0038,1,1,0,00,09/10/2023,00,09/10/2023,2,-,-,02,1, , ,02,01,-,02,00,00,-, ,00,00,1,6341
21,1023,004,8,145-4,0203576,21,12A217,02,40375,0022,4,1,0,00,02/10/2023,00,02/10/2023,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,00,1,6341
21,1023,004,1,047-5,0203314,21,12A226,02,40377,0008,4,1,0,00,16/10/2023,00,16/10/2023,2,-,-,05,1, , ,02,03,-,05,00,00,-, ,00,00,1,5944
21,1023,004,1,047-5,0203314,21,12A226,02,40377,0078,3,1,0,15,19/10/2023,15,19/10/2023,2,-,-,05,1, , ,03,01,-,05,00,00,-, ,15,15,1,0
21,1023,004,1,047-5,0203314,21,12A226,02,40377,0034,1,1,0,00,07/10/2023,00,07/10/2023,2,-,-,02,1, , ,02,02,-,02,00,00,-, ,00,00,1,5944
21,1023,004,1,047-5,0203314,21,12A226,02,40377,0057,2,1,0,00,09/10/2023,00,09/10/2023,2,-,-,05,1, , ,02,02,-,05,00,00,-, ,00,00,1,5944
21,1023,004,5,325-3,0204579,21,12B212,02,40382,0119,4,1,0,00,07/10/2023,00,07/10/2023,2,-,-,04,1, , ,01,01,-,04,00,00,-, ,00,00,1,7389
21,1023,004,5,325-3,0204579,21,12B212,02,40382,0036,1,1,0,00,17/10/2023,00,17/10/2023,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,00,1,7389
21,1023,004,5,325-3,0204579,21,12B212,02,40382,0087,2,1,0,00,03/10/2023,00,03/10/2023,2,-,-,03,1, , ,02,02,-,03,00,00,-, ,00,00,1,7389
21,1023,004,5,325-3,0204579,21,12B212,02,40382,0123,3,1,0,09,03/10/2023,09,19/10/2023,2,-,-, , , , , , ,-, , , ,-, ,09,09,1,0
40,1023,003,7,435-2,0300613,40,12A218,03,40082,0115,2,1,0,06,06/10/2023,06,19/10/2023,2,-,-, , , , , , ,-, , , ,-, ,06,06,1,0
40,1023,003,7,435-2,0300613,40,12A218,03,40082,0156,3,1,0,00,06/10/2023,00,06/10/2023,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,00,1,10268
40,1023,003,7,435-2,0300613,40,12A218,03,40082,0051,4,1,0,00,11/10/2023,00,11/10/2023,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,00,1,10268
40,1023,003,7,435-2,0300613,40,12A218,03,40082,0085,1,1,0,00,06/10/2023,00,06/10/2023,2,-,-,04,1, , ,02,02,-,04,00,00,-, ,00,00,1,10268
40,1023,003,3,398-A,0300515,40,12A224,03,40132,0127,2,1,0,00,12/10/2023,00,12/10/2023,2,-,-,02,1, , ,02,02,-,02,00,00,-, ,00,00,1,11336
40,1023,003,3,398-A,0300515,40,12A224,03,40132,0082,1,1,0,01,11/10/2023,00,19/10/2023,2,-,-,01, , , ,01,01,-,01,00,00,-, ,01,00,1,11336
40,1023,003,3,398-A,0300515,40,12A224,03,40132,0002,4,1,0,00,18/10/2023,00,18/10/2023,2,-,-,06,1, , ,03,03,-,06,00,00,-, ,00,00,1,11336
40,1023,003,3,398-A,0300515,40,12A224,03,40132,0160,3,1,0,00,06/10/2023,00,06/10/2023,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,00,1,11336
40,1023,003,5,472-3,0300677,40,11B212,03,40192,0173,2,1,0,00,10/10/2023,00,10/10/2023,2,-,-,01, , , ,01,01,-,01,00,01,-, ,00,00,1,23290
40,1023,003,5,472-3,0300677,40,11B212,03,40192,0097,4,1,0,00,13/10/2023,00,13/10/2023,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,00,1,23290
40,1023,003,5,472-3,0300677,40,11B212,03,40192,0043,3,1,0,00,17/10/2023,00,17/10/2023,2,-,-,04,1, , ,03,03,-,04,00,00,-, ,00,00,1,23290
40,1023,003,5,472-3,0300677,40,11B212,03,40192,0125,1,1,1,00,17/10/2023,00,17/10/2023,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,00,1,23290
40,1023,003,2,201-7,0300047,40,12A225,03,40242,0071,3,1,0,00,09/10/2023,00,09/10/2023,2,-,-,02,1, , ,02,02,-,02,00,00,-, ,00,00,1,7844
40,1023,003,2,201-7,0300047,40,12A225,03,40242,0110,4,1,0,00,14/10/2023,00,14/10/2023,2,-,-,05,1, , ,03,03,-,05,00,00,-, ,00,00,1,7844
40,1023,003,2,201-7,0300047,40,12A225,03,40242,0013,1,1,0,00,03/10/2023,00,03/10/2023,2,-,-,02,1, , ,02,02,-,02,00,00,-, ,00,00,1,7844
40,1023,003,2,201-7,0300047,40,12A225,03,40242,0047,2,1,0,00,09/10/2023,00,09/10/2023,2,-,-,05,1, , ,05,05,-,05,00,00,-, ,00,00,1,7844
40,1023,003,6,394-1,0300495,40,12B211,03,40249,0016,4,1,0,00,06/10/2023,00,06/10/2023,2,-,-,04,1, , ,01,01,-,04,00,00,-, ,00,00,1,7924
40,1023,003,6,394-1,0300495,40,12B211,03,40249,0091,3,1,1,00,10/10/2023,00,10/10/2023,2,-,-,04,1, , ,01,01,-,01,03,00,-, ,00,00,1,7924
40,1023,003,6,394-1,0300495,40,12B211,03,40249,0040,1,1,2,00,10/10/2023,00,10/10/2023,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,00,1,7924
40,1023,003,6,394-1,0300495,40,12B211,03,40249,0061,2,1,0,00,12/10/2023,00,12/10/2023,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,00,1,7924
40,1023,003,1,343-9,0300373,40,11A226,03,40270,0059,3,1,0,00,04/10/2023,00,04/10/2023,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,00,1,7112
40,1023,003,1,343-9,0300373,40,11A226,03,40270,0086,1,1,0,00,05/10/2023,00,05/10/2023,2,-,-,04,1, , ,01,02,-,04,00,00,-, ,00,00,1,7112
40,1023,003,1,343-9,0300373,40,11A226,03,40270,0078,4,1,0,00,04/10/2023,00,04/10/2023,2,-,-,04,1, , ,01,01,-,04,00,00,-, ,00,00,1,7112
40,1023,003,1,343-9,0300373,40,11A226,03,40270,0029,2,1,0,00,17/10/2023,00,17/10/2023,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,00,1,7112
40,1023,003,4,223-3,0300129,40,13A223,03,40290,0057,2,1,0,00,10/10/2023,00,10/10/2023,2,-,-,02,1, , ,02,02,-,02,00,00,-, ,00,00,1,11679
40,1023,003,4,223-3,0300129,40,13A223,03,40290,0008,4,1,0,00,12/10/2023,00,12/10/2023,2,-,-,02,1, , ,02,02,-,02,00,00,-, ,00,00,1,11679
40,1023,003,4,223-3,0300129,40,13A223,03,40290,0118,1,1,0,03,02/10/2023,03,19/10/2023,2,-,-, , , , , , ,-, , , ,-, ,03,03,1,0
40,1023,003,4,223-3,0300129,40,13A223,03,40290,0146,3,1,0,00,02/10/2023,00,02/10/2023,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,00,1,11679
40,1023,003,8,205-5,0300075,40,12A217,03,40295,0025,3,1,1,00,03/10/2023,00,03/10/2023,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,00,1,7742
40,1023,003,8,205-5,0300075,40,12A217,03,40295,0068,1,1,0,00,03/10/2023,00,03/10/2023,2,-,-,03,1, , ,03,03,-,03,00,00,-, ,00,00,1,7742
40,1023,003,8,205-5,0300075,40,12A217,03,40295,0052,4,1,0,00,03/10/2023,00,03/10/2023,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,00,1,7742
40,1023,003,8,205-5,0300075,40,12A217,03,40295,0087,2,1,0,00,03/10/2023,00,03/10/2023,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,00,1,7742
40,1023,003,5,199-8,0300040,40,13B212,03,40304,0109,3,1,0,00,03/10/2023,00,03/10/2023,2,-,-,04,1, , ,04,04,-,04,00,00,-, ,00,00,1,9327
40,1023,003,5,199-8,0300040,40,13B212,03,40304,0089,2,1,0,00,05/10/2023,00,05/10/2023,2,-,-,04,1, , ,04,04,-,04,00,00,-, ,00,00,1,9327
40,1023,003,5,199-8,0300040,40,13B212,03,40304,0054,1,1,0,00,02/10/2023,00,02/10/2023,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,00,1,9327
40,1023,003,5,199-8,0300040,40,13B212,03,40304,0005,4,1,0,00,06/10/2023,00,06/10/2023,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,00,1,9327
40,1023,003,1,381-4,0300448,40,13A226,03,40354,0106,2,1,0,00,04/10/2023,00,04/10/2023,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,00,1,10980
40,1023,003,1,381-4,0300448,40,13A226,03,40354,0133,3,1,0,00,10/10/2023,00,10/10/2023,2,-,-,04,1, , ,01,01,-,04,00,00,-, ,00,00,1,10980
40,1023,003,1,381-4,0300448,40,13A226,03,40354,0131,4,1,0,00,10/10/2023,00,10/10/2023,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,00,1,10980
40,1023,003,1,381-4,0300448,40,13A226,03,40354,0085,1,1,0,00,10/10/2023,00,10/10/2023,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,00,1,10980
28,1023,002,3,148-2,0400350,28,11A224,04,40102,0041,1,1,0,09,04/10/2023,09,16/10/2023,2,-,-, , , , , , ,-, , , ,-, ,09,09,1,0
28,1023,002,3,148-2,0400350,28,11A224,04,40102,0103,3,1,0,00,04/10/2023,00,04/10/2023,2,-,-,04,1, , ,03,03,-,04,00,00,-, ,00,00,1,7240
28,1023,002,3,148-2,0400350,28,11A224,04,40102,0122,2,1,0,00,04/10/2023,00,04/10/2023,2,-,-,03,1, , ,03,03,-,03,00,00,-, ,00,00,1,7240
