R_DEF_MOD,PER,N_ENT,FOL,ENT,CON,V_SEL,N_HOG,H_MUD,N_REN,NOM,C_RES,PAR,SEX,EDA,F_NAC,ALF,I_NIV,I_ANIO,A_ESC,E_CON,C_ACT,OCU,A_ECO,POS,I_PER,ING,TIPO,ELEGIDO,FACTOR,FAC_MOD
00,1023,7,11A218,01,40029,4,1,0,02,-,1,2,1,39,06/07/1984,1,03,3,2,5,01,7,2,3,1,002200,1, ,7768,0
00,1023,7,11A218,01,40029,2,1,0,04,-,1,3,1,42,04/07/1981,1,03,3,2,4,01,4,4,2,1,001200,1,1,7768,31290
00,1023,7,11A218,01,40029,3,1,0,02,-,1,3,1,31,15/07/1992,1,03,2,2,6,01,7,2,3,1,002000,1, ,7768,0
00,1023,7,11A218,01,40029,2,1,0,05,-,1,5,2,17,27/12/2005,1,04,2,1,6,06, , , , , ,1, ,7768,0
00,1023,7,11A218,01,40029,2,1,0,02,-,1,2,1,58,19/03/1965,1,02,3,2,1,01,5,5,3,2,002500,1, ,7768,0
00,1023,7,11A218,01,40029,1,1,0,05,-,1,3,1,02,20/12/2020, , , , , , , , , , , ,1, ,7768,0
00,1023,7,11A218,01,40029,1,1,0,03,-,1,3,1,12,11/03/2011,1,02,5,1,6,06, , , , , ,1, ,7768,0
00,1023,7,11A218,01,40029,3,1,0,01,-,1,1,1,63,29/05/1960,1,02,2,2,4,08, , , , , ,1,1,7768,23467
00,1023,7,11A218,01,40029,4,1,0,03,-,1,3,1,16,05/01/2007,1,03,2,1,6,06, , , , , ,1, ,7768,0
00,1023,7,11A218,01,40029,1,1,0,02,-,1,3,2,20,02/08/2003,1,07,1,2,6,01,4,4,3,1,001200,1, ,7768,0
00,1023,7,11A218,01,40029,4,1,0,04,-,1,3,1,20,01/01/2003,1,03,3,2,6,01,7,2,3,1,001800,1, ,7768,0
00,1023,7,11A218,01,40029,1,1,0,01,-,1,1,2,40,08/02/1983,1,03,3,2,2,07, , , , , ,1,1,7768,15645
00,1023,7,11A218,01,40029,4,1,0,01,-,1,1,2,35,12/04/1988,1,03,3,2,5,07, , , , , ,1,1,7768,23467
00,1023,7,11A218,01,40029,2,1,0,06,-,1,5,2,14,14/12/2008,1,03,2,1,6,06, , , , , ,1, ,7768,0
00,1023,7,11A218,01,40029,2,1,0,07,-,1,5,1,12,29/08/2011,1,02,5,1,6,06, , , , , ,1, ,7768,0
00,1023,7,11A218,01,40029,1,1,0,04,-,1,3,1,08,31/07/2015,1,02,1,1, , , , , , , ,1, ,7768,0
00,1023,7,11A218,01,40029,2,1,0,01,-,1,1,2,60,18/12/1962,1,02,6,2,1,07, , , , , ,1, ,7768,0
00,1023,7,11A218,01,40029,2,1,0,03,-,1,3,2,33,14/08/1990,1,02,6,2,5,01,4,4,2,1,000300,1, ,7768,0
00,1023,7,11A218,01,40029,3,1,0,03,-,1,3,1,30,10/12/1992,1,03,2,2,6,01,7,2,3,1,002200,1, ,7768,0
00,1023,7,12A218,01,40095,3,1,0,01,-,1,1,1,66,19/01/1957,1,07,5,2,5,08, , , , , ,1,1,7363,22374
00,1023,7,12A218,01,40095,4,1,0,01,-,1,1,2,41,30/07/1982,1,06,3,2,5,07, , , , , ,1,1,7363,7458
00,1023,7,12A218,01,40095,2,1,0,03,-,1,3,1,25,12/05/1998,1,07,1,2,6,01,5,5,3,2,005000,1, ,7363,0
00,1023,7,12A218,01,40095,2,1,0,01,-,1,1,1,66,19/01/1957,1,07,5,2,5,08, , , , , ,1, ,7363,0
00,1023,7,12A218,01,40095,3,1,0,02,-,1,2,2,69,07/05/1954,1,03,3,2,5,07, , , , , ,1, ,7363,0
00,1023,7,12A218,01,40095,1,1,0,01,-,1,1,2,73,25/01/1950,1,02,6,2,4,07, , , , , ,1,1,7363,7458
00,1023,7,12A218,01,40095,4,1,0,02,-,1,3,1,15,08/09/2008,1,03,2,1,6,06, , , , , ,1, ,7363,0
00,1023,7,12A218,01,40095,3,1,0,03,-,1,3,1,31,04/08/1992,1,07,1,2,6,01,5,5,3,2,005500,1, ,7363,0
00,1023,7,12A218,01,40095,2,1,0,02,-,1,2,2,57,19/07/1966,1,07,5,2,5,01,5,5,3,2,004000,1,1,7363,22374
00,1023,3,12A224,01,40152,1,1,0,06,-,1,3,2,20,04/11/2002,1,02,6,2,1,07, , , , , ,1, ,6009,0
00,1023,3,12A224,01,40152,4,1,0,04,-,1,3,2,15,23/04/2008,1,03,3,1,6,06, , , , , ,1, ,6009,0
00,1023,3,12A224,01,40152,1,1,0,03,-,1,3,2,32,18/12/1990,1,04,3,2,5,01,4,4,2,1,002000,1, ,6009,0
00,1023,3,12A224,01,40152,4,1,0,07,-,1,3,2,02,27/08/2021, , , , , , , , , , , ,1, ,6009,0
00,1023,3,12A224,01,40152,1,1,0,04,-,1,3,1,29,20/04/1994,1,04,3,2,6,01,7,4,3,1,001500,1,1,6009,42605
00,1023,3,12A224,01,40152,2,1,0,02,-,1,3,1,14,15/07/2009,1,03,2,1,6,06, , , , , ,1, ,6009,0
00,1023,3,12A224,01,40152,1,1,0,14,-,1,5,2,03,31/01/2020, , , , , , , , , , , ,1, ,6009,0
00,1023,3,12A224,01,40152,1,1,0,13,-,1,5,1,08,04/08/2015,2,00, ,1, , , , , , , ,1, ,6009,0
00,1023,3,12A224,01,40152,1,1,0,10,-,1,5,1,12,24/03/2011,1,02,6,1,6,06, , , , , ,1, ,6009,0
00,1023,3,12A224,01,40152,1,1,0,09,-,1,5,1,12,24/03/2011,1,02,6,1,6,06, , , , , ,1, ,6009,0
00,1023,3,12A224,01,40152,4,1,0,06,-,1,3,2,06,07/06/2017,1,01,3,1, , , , , , , ,1, ,6009,0
00,1023,3,12A224,01,40152,4,1,0,03,-,1,3,1,19,29/12/2003,1,04,3,1,6,01,7,3,3,1,001800,1,1,6009,18259
00,1023,3,12A224,01,40152,4,1,0,02,-,1,2,2,39,15/03/1984,1,03,3,2,5,07, , , , , ,1, ,6009,0
00,1023,3,12A224,01,40152,4,1,0,01,-,1,1,1,29,11/11/1993,1,04,3,2,5,01,7,3,3,1,002500,1, ,6009,0
00,1023,3,12A224,01,40152,1,1,0,05,-,1,3,2,22,19/12/2000,1,03,3,2,1,07, , , , , ,1, ,6009,0
00,1023,3,12A224,01,40152,3,1,0,02,-,1,2,2,55,29/12/1967,1,03,3,2,5,07, , , , , ,1, ,6009,0
00,1023,3,12A224,01,40152,1,1,0,16,-,1,5,1,04,01/06/2019, , , , , , , , , , , ,1, ,6009,0
00,1023,3,12A224,01,40152,2,1,0,01,-,1,1,2,33,04/07/1990,1,03,3,2,3,01,5,5,3,2,002000,1,1,6009,6086
00,1023,3,12A224,01,40152,2,1,0,03,-,1,3,1,08,20/10/2014,1,02,3,1, , , , , , , ,1, ,6009,0
00,1023,3,12A224,01,40152,3,1,0,01,-,1,1,1,57,27/12/1965,1,04,3,2,5,01,4,4,2,1,002300,1,1,6009,12173
00,1023,3,12A224,01,40152,1,1,0,02,-,1,2,1,55,12/04/1968,1,02,6,2,5,01,7,2,3,1,002200,1, ,6009,0
00,1023,3,12A224,01,40152,1,1,0,12,-,1,5,1,05,12/04/2018,2,01,3,1, , , , , , , ,1, ,6009,0
00,1023,3,12A224,01,40152,1,1,0,11,-,1,5,1,10,08/01/2013,1,02,6,1, , , , , , , ,1, ,6009,0
00,1023,3,12A224,01,40152,1,1,0,15,-,1,5,2,01,11/12/2021, , , , , , , , , , , ,1, ,6009,0
00,1023,3,12A224,01,40152,1,1,0,01,-,1,1,2,51,11/12/1971,1,02,6,2,5,01,7,4,3,1,001500,1, ,6009,0
00,1023,3,12A224,01,40152,4,1,0,05,-,1,3,2,08,03/11/2014,1,02,3,1, , , , , , , ,1, ,6009,0
00,1023,3,12A224,01,40152,1,1,0,07,-,1,5,1,22,16/11/2000,1,03,3,2,1,01,4,4,3,1,002000,1, ,6009,0
00,1023,3,12A224,01,40152,1,1,0,08,-,1,3,2,11,02/10/2012,1,02,5,1, , , , , , , ,1, ,6009,0
00,1023,6,12B211,01,40188,2,1,0,02,-,1,2,2,31,20/06/1992,1,04,1,2,1,07, , , , , ,1, ,6744,0
00,1023,6,12B211,01,40188,4,1,0,03,-,1,3,2,14,15/09/2009,1,03,1,1,6,06, , , , , ,1, ,6744,0
00,1023,6,12B211,01,40188,1,1,0,02,-,1,2,2,33,01/03/1990,1,07,1,2,5,07, , , , , ,1, ,6744,0
00,1023,6,12B211,01,40188,3,1,0,03,-,1,5,2,09,05/03/2014,1,02,2,1, , , , , , , ,1, ,6744,0
00,1023,6,12B211,01,40188,1,1,0,01,-,1,1,1,39,17/07/1984,1,04,3,2,5,01,7,2,3,1,002100,1,1,6744,13662
00,1023,6,12B211,01,40188,2,1,0,04,-,1,4,1,66,15/06/1957,1,02,6,2,4,08, , , , , ,1, ,6744,0
00,1023,6,12B211,01,40188,4,1,0,02,-,1,2,2,49,16/09/1974,1,03,3,2,5,01,7,2,3,1,002200,1,1,6744,13662
00,1023,6,12B211,01,40188,4,1,0,01,-,1,1,1,50,24/09/1973,1,04,3,2,5,09, , , , , ,1, ,6744,0
00,1023,6,12B211,01,40188,3,1,0,02,-,1,3,2,34,15/09/1989,1,07,5,2,6,01,5,5,3,1,002300,1, ,6744,0
00,1023,6,12B211,01,40188,3,1,0,01,-,1,1,2,61,11/03/1962,1,07,5,2,4,08, , , , , ,1,1,6744,13662
00,1023,6,12B211,01,40188,1,1,0,03,-,1,3,1,12,04/01/2011,1,02,5,1,6,06, , , , , ,1, ,6744,0
00,1023,6,12B211,01,40188,2,1,0,03,-,1,3,1,09,20/08/2014,1,02,2,1, , , , , , , ,1, ,6744,0
00,1023,6,12B211,01,40188,1,1,0,04,-,1,3,1,06,06/09/2017,2,01,2,1, , , , , , , ,1, ,6744,0
00,1023,6,12B211,01,40188,2,1,0,01,-,1,1,1,30,13/04/1993,1,03,3,2,1,01,7,2,3,1,002100,1,1,6744,20492
00,1023,6,12B211,01,40188,3,1,0,04,-,1,4,1,01,20/03/2022, , , , , , , , , , , ,1, ,6744,0
00,1023,2,12A225,01,40280,1,1,0,04,-,1,3,1,11,18/10/2011,1,02,6,1, , , , , , , ,1, ,8241,0
00,1023,2,12A225,01,40280,2,1,0,01,-,1,1,2,64,08/01/1959,1,02,3,2,3,07, , , , , ,1,1,8241,8346
00,1023,2,12A225,01,40280,1,1,0,03,-,1,3,2,15,27/08/2008,1,03,3,1,6,06, , , , , ,1, ,8241,0
00,1023,2,12A225,01,40280,3,1,0,01,-,1,1,1,32,30/06/1991,1,07,5,2,5,01,1,2,3,3,016500,1, ,8241,0
00,1023,2,12A225,01,40280,1,1,0,01,-,1,1,2,46,03/02/1977,1,02,6,2,1,01,7,2,3,1,001600,1, ,8241,0
00,1023,2,12A225,01,40280,4,1,0,02,-,1,3,1,25,19/09/1998,1,07,5,2,6,04, , , , , ,1, ,8241,0
00,1023,2,12A225,01,40280,3,1,0,02,-,1,2,2,32,24/01/1991,1,07,5,2,5,01,1,2,3,3,016500,1,1,8241,25039
00,1023,2,12A225,01,40280,3,1,0,05,-,1,4,2,62,07/10/1960,1,02,6,2,4,08, , , , , ,1, ,8241,0
00,1023,2,12A225,01,40280,3,1,0,04,-,1,3,1,06,27/06/2017,1,01,3,1, , , , , , , ,1, ,8241,0
00,1023,2,12A225,01,40280,3,1,0,03,-,1,3,1,08,18/09/2015,1,02,2,1, , , , , , , ,1, ,8241,0
00,1023,2,12A225,01,40280,4,1,0,01,-,1,1,2,61,03/04/1962,1,02,1,2,6,08, , , , , ,1,1,8241,16693
00,1023,2,12A225,01,40280,1,1,0,02,-,1,2,1,40,17/10/1982,1,03,3,2,1,01,5,5,3,1,001900,1,1,8241,16693
00,1023,4,11A223,01,40337,1,1,0,01,-,1,1,1,54,15/06/1969,1,02,6,2,5,01,7,3,2,1,003000,1, ,7288,0
00,1023,4,11A223,01,40337,2,1,0,04,-,1,5,1,31,18/09/1992,1,02,6,2,1,01,7,3,3,1,001000,1,1,7288,29356
00,1023,4,11A223,01,40337,3,1,0,04,-,1,3,1,32,09/11/1990,1,02,6,2,1,01,7,3,3,1,001800,1, ,7288,0
00,1023,4,11A223,01,40337,3,1,0,02,-,1,2,2,54,24/09/1969,1,02,6,2,5,01,7,2,3,1,001800,1, ,7288,0
00,1023,4,11A223,01,40337,2,1,0,03,-,1,3,2,28,09/03/1995,1,04,3,2,1,07, , , , , ,1, ,7288,0
00,1023,4,11A223,01,40337,2,1,0,05,-,1,5,1,09,21/12/2013,1,02,4,1, , , , , , , ,1, ,7288,0
00,1023,4,11A223,01,40337,2,1,0,07,-,1,5,2,02,07/08/2021, , , , , , , , , , , ,1, ,7288,0
00,1023,4,11A223,01,40337,3,1,0,05,-,1,5,2,33,01/08/1990,1,03,3,2,1,07, , , , , ,1,1,7288,29356
00,1023,4,11A223,01,40337,3,1,0,06,-,1,5,1,03,23/10/2019, , , , , , , , , , , ,1, ,7288,0
00,1023,4,11A223,01,40337,2,1,0,01,-,1,1,1,55,21/02/1968,1,02,6,2,5,01,7,3,3,1,002000,1, ,7288,0
00,1023,4,11A223,01,40337,1,1,0,02,-,1,2,2,52,13/05/1971,1,03,3,2,5,07, , , , , ,1, ,7288,0
00,1023,4,11A223,01,40337,1,1,0,05,-,1,3,2,14,18/02/2009,1,03,2,1,6,06, , , , , ,1, ,7288,0
00,1023,4,11A223,01,40337,2,1,0,02,-,1,2,2,56,29/03/1967,1,02,6,2,5,07, , , , , ,1, ,7288,0
00,1023,4,11A223,01,40337,2,1,0,06,-,1,5,1,07,25/11/2015,1,02,2,1, , , , , , , ,1, ,7288,0
00,1023,4,11A223,01,40337,1,1,0,03,-,1,3,2,29,04/12/1993,1,04,3,2,6,01,7,2,3,1,001400,1, ,7288,0
00,1023,4,11A223,01,40337,4,1,0,01,-,1,1,2,65,20/04/1958,1,02,6,2,5,07, , , , , ,1,1,7288,7339
00,1023,4,11A223,01,40337,3,1,0,01,-,1,1,1,55,26/12/1967,2,00, ,2,5,01,7,3,3,1,002000,1, ,7288,0
00,1023,4,11A223,01,40337,3,1,0,03,-,1,3,2,14,30/12/2008,1,02,6,2,6,07, , , , , ,1, ,7288,0
00,1023,4,11A223,01,40337,3,1,0,08,-,1,5,2,01,04/10/2022, , , , , , , , , , , ,1, ,7288,0
00,1023,4,11A223,01,40337,3,1,0,07,-,1,5,1,02,18/12/2020, , , , , , , , , , , ,1, ,7288,0
00,1023,4,11A223,01,40337,1,1,0,04,-,1,3,2,22,03/01/2001,1,07,4,1,6,06, , , , , ,1,1,7288,29356
00,1023,4,12A223,01,40340,3,1,0,04,-,1,3,2,10,04/08/2013,1,02,3,1, , , , , , , ,1, ,7563,0
00,1023,4,12A223,01,40340,3,1,0,03,-,1,3,1,11,15/06/2012,1,02,6,1, , , , , , , ,1, ,7563,0
00,1023,4,12A223,01,40340,1,1,0,01,-,1,1,1,55,27/05/1968,1,04,3,2,5,01,5,5,2,1,002800,1,1,7563,15321
00,1023,4,12A223,01,40340,3,1,0,02,-,1,2,2,36,01/04/1987,1,07,5,2,1,07, , , , , ,1, ,7563,0
00,1023,4,12A223,01,40340,3,1,0,01,-,1,1,1,38,16/10/1984,1,07,5,2,1,01,1,2,3,2,005500,1,1,7563,15321
00,1023,4,12A223,01,40340,4,1,0,01,-,1,1,2,67,07/09/1956,1,07,5,2,4,08, , , , , ,1,1,7563,7661
00,1023,4,12A223,01,40340,3,1,0,05,-,1,3,1,00,06/06/2023, , , , , , , , , , , ,1, ,7563,0
00,1023,4,12A223,01,40340,1,1,0,02,-,1,2,2,54,23/03/1969,1,03,3,2,5,07, , , , , ,1, ,7563,0
00,1023,4,12A223,01,40340,2,1,0,01,-,1,1,2,50,15/07/1973,1,04,3,2,2,01,4,4,2,3,003500,1,1,7563,7661
00,1023,5,11B212,01,40350,1,1,0,01,-,1,1,1,87,24/10/1935,1,02,2,2,4,10, , , , , ,1,1,7244,7295
00,1023,5,11B212,01,40350,2,1,0,06,-,3,3,1,36,18/05/1987,1,03,3,2,3,01,5,2,3,1,002200,1, ,7244,0
00,1023,5,11B212,01,40350,3,1,0,04,-,1,5,2,03,12/12/2019, , , , , , , , , , , ,1, ,7244,0
00,1023,5,11B212,01,40350,4,1,0,03,-,1,5,2,51,03/06/1972,1,02,6,2,1,01,5,5,2,1,001000,1,1,7244,29178
00,1023,5,11B212,01,40350,4,1,0,05,-,1,5,2,17,07/06/2006,1,03,3,2,6,07, , , , , ,1, ,7244,0
00,1023,5,11B212,01,40350,4,1,0,06,-,1,5,1,18,14/03/2005,1,03,3,2,6,01,7,3,3,1,001400,1, ,7244,0
00,1023,5,11B212,01,40350,2,1,0,04,-,1,3,1,27,02/12/1995,1,04,3,2,6,04, , , , , ,1, ,7244,0
00,1023,5,11B212,01,40350,3,1,0,07,-,3,5,1,01,13/04/2022, , , , , , , , , , , ,1, ,7244,0
00,1023,5,11B212,01,40350,3,1,0,03,-,1,3,2,24,15/06/1999,1,07,5,2,1,01,5,5,3,2,004000,1, ,7244,0
00,1023,5,11B212,01,40350,4,1,0,01,-,1,1,2,69,22/11/1953,1,02,2,2,4,07, , , , , ,1, ,7244,0
00,1023,5,11B212,01,40350,2,1,0,02,-,1,2,2,56,14/08/1967,1,02,6,2,5,01,4,4,2,1,001000,1,1,7244,36473
00,1023,5,11B212,01,40350,3,1,0,05,-,1,3,1,21,23/04/2002,1,03,3,2,1,01,7,2,3,1,002000,1, ,7244,0
00,1023,5,11B212,01,40350,3,1,0,06,-,1,5,2,18,31/08/2005,1,04,3,2,1,07, , , , , ,1, ,7244,0
00,1023,5,11B212,01,40350,2,1,0,01,-,1,1,1,60,13/01/1963,1,02,6,2,5,01,7,2,3,1,002000,1, ,7244,0
00,1023,3,11B212,01,40350,2,1,0,03,-,2, , , , , , , , , , , , , , , ,1, ,0,0
00,1023,5,11B212,01,40350,2,1,0,05,-,1,3,1,21,27/02/2002,1,04,3,2,6,01,7,2,3,1,002000,1, ,7244,0
00,1023,5,11B212,01,40350,3,1,0,01,-,1,1,2,41,13/11/1981,1,02,6,2,5,01,5,5,3,2,004000,1, ,7244,0
00,1023,5,11B212,01,40350,3,1,0,02,-,1,2,1,46,17/06/1977,1,02,6,2,5,01,4,4,3,1,002200,1,1,7244,36473
00,1023,5,11B212,01,40350,4,1,0,02,-,1,3,1,47,11/10/1975,1,02,6,2,1,03,5,5,3,1,002400,1, ,7244,0
00,1023,3,11B212,01,40350,4,1,0,04,-,2, , , , , , , , , , , , , , , ,1, ,0,0
00,1023,5,13B212,01,40355,3,1,0,05,-,1,3,2,04,10/02/2019, , , , , , , , , , , ,1, ,9527,0
00,1023,5,13B212,01,40355,4,1,0,04,-,1,5,2,03,04/07/2020, , , , , , , , , , , ,1, ,9527,0
00,1023,5,13B212,01,40355,4,1,0,02,-,1,3,2,22,04/05/2001,1,07,1,2,6,01,7,4,3,1,002300,1,1,9527,29073
00,1023,5,13B212,01,40355,2,1,0,01,-,1,1,1,51,12/04/1972,1,08,2,2,5,01,1,5,3,2,005600,1, ,9527,0
00,1023,5,13B212,01,40355,1,1,0,02,-,1,3,2,49,20/08/1974,1,07,5,2,3,01,5,5,3,1,002000,1, ,9527,0
00,1023,5,13B212,01,40355,3,1,0,01,-,1,1,2,34,30/08/1989,1,04,3,2,5,01,5,5,2,1,000200,1, ,9527,0
00,1023,5,13B212,01,40355,1,1,0,01,-,1,1,2,74,01/08/1949,1,07,5,2,4,07, , , , , ,1,1,9527,29073
00,1023,5,13B212,01,40355,3,1,0,02,-,1,2,1,36,28/11/1986,1,03,3,2,5,01,5,5,2,1,001800,1,1,9527,19382
00,1023,5,13B212,01,40355,4,1,0,01,-,1,1,2,49,17/02/1974,1,06,3,2,3,01,7,2,3,1,002000,1, ,9527,0
00,1023,5,13B212,01,40355,4,1,0,03,-,1,3,2,19,07/09/2004,1,04,2,1,6,06, , , , , ,1, ,9527,0
00,1023,5,13B212,01,40355,2,1,0,02,-,1,2,2,55,02/07/1968,1,07,5,2,5,01,1,5,3,2,005200,1,1,9527,38764
00,1023,5,13B212,01,40355,2,1,0,04,-,1,3,1,20,27/12/2002,1,04,3,1,6,06, , , , , ,1, ,9527,0
00,1023,5,13B212,01,40355,3,1,0,04,-,1,3,1,11,06/01/2012,1,02,4,1, , , , , , , ,1, ,9527,0
00,1023,5,13B212,01,40355,2,1,0,03,-,1,3,2,22,05/10/2001,1,07,3,1,6,06, , , , , ,1, ,9527,0
00,1023,5,13B212,01,40355,1,1,0,03,-,1,5,2,25,15/06/1998,1,07,5,2,6,01,7,2,3,1,002000,1, ,9527,0
00,1023,5,13B212,01,40355,3,1,0,03,-,1,3,1,13,20/06/2010,1,02,6,1,6,06, , , , , ,1, ,9527,0
00,1023,1,13A226,01,40379,3,1,0,01,-,1,1,1,48,05/08/1975,1,07,5,2,5,01,1,5,3,3,006100,1, ,8559,0
00,1023,1,13A226,01,40379,4,1,0,02,-,1,2,2,48,29/12/1974,1,03,3,2,5,07, , , , , ,1,1,8559,26121
00,1023,1,13A226,01,40379,3,1,0,03,-,1,3,2,11,13/09/2012,1,02,6,1, , , , , , , ,1, ,8559,0
00,1023,1,13A226,01,40379,3,1,0,02,-,1,2,2,51,14/08/1972,1,07,5,2,5,01,1,5,3,2,006500,1,1,8559,17414
00,1023,1,13A226,01,40379,1,1,0,02,-,1,2,2,41,02/01/1982,1,04,1,2,5,07, , , , , ,1,1,8559,26121
00,1023,1,13A226,01,40379,4,1,0,01,-,1,1,1,49,27/09/1974,1,03,3,2,5,01,7,2,3,1,002400,1, ,8559,0
00,1023,1,13A226,01,40379,1,1,0,01,-,1,1,1,51,26/02/1972,1,07,5,2,5,01,5,4,5,1,003000,1, ,8559,0
00,1023,1,13A226,01,40379,1,1,0,04,-,1,3,2,14,28/03/2009,1,03,1,1,6,06, , , , , ,1, ,8559,0
00,1023,1,13A226,01,40379,4,1,0,03,-,1,3,2,20,08/08/2003,1,07,1,1,6,06, , , , , ,1, ,8559,0
00,1023,1,13A226,01,40379,2,1,0,02,-,1,2,2,51,19/02/1972,1,06,3,2,5,07, , , , , ,1, ,8559,0
00,1023,1,13A226,01,40379,2,1,0,03,-,1,3,1,26,18/10/1996,1,07,5,2,6,04, , , , , ,1, ,8559,0
00,1023,1,13A226,01,40379,1,1,0,03,-,1,3,1,23,29/04/2000,1,07,2,1,6,06, , , , , ,1, ,8559,0
00,1023,1,13A226,01,40379,1,1,0,05,-,1,3,1,12,15/09/2011,1,02,6,1,6,06, , , , , ,1, ,8559,0
00,1023,1,13A226,01,40379,2,1,0,01,-,1,1,1,54,27/04/1969,1,07,5,2,5,01,1,4,3,2,005200,1,1,8559,26121
00,1023,1,11A226,01,40381,1,1,0,02,-,1,3,1,24,03/03/1999,1,07,4,1,6,01,5,5,3,1,000500,1,1,7260,14621
00,1023,1,11A226,01,40381,4,1,0,02,-,1,2,2,44,08/08/1979,1,03,3,2,5,07, , , , , ,1, ,7260,0
00,1023,1,11A226,01,40381,1,1,0,01,-,1,1,2,51,09/03/1972,1,07,1,1,4,01,5,4,3,2,004000,1, ,7260,0
00,1023,1,11A226,01,40381,2,1,0,01,-,1,1,1,50,29/05/1973,1,02,6,2,5,01,7,3,3,1,002500,1, ,7260,0
00,1023,1,11A226,01,40381,2,1,0,03,-,1,3,2,27,17/04/1996,1,07,5,2,6,01,1,3,3,2,005000,1, ,7260,0
00,1023,1,11A226,01,40381,4,1,0,05,-,1,3,1,14,10/05/2009,1,03,2,1,6,06, , , , , ,1, ,7260,0
00,1023,1,11A226,01,40381,4,1,0,01,-,1,1,1,50,19/07/1973,1,04,3,2,5,01,5,2,3,1,003200,1,1,7260,29243
00,1023,1,11A226,01,40381,3,1,0,04,-,1,5,1,13,09/08/2010,1,03,1,1,6,06, , , , , ,1, ,7260,0
00,1023,1,11A226,01,40381,4,1,0,04,-,1,3,2,18,04/12/2004,1,07,1,1,6,06, , , , , ,1, ,7260,0
00,1023,1,11A226,01,40381,4,1,0,03,-,1,3,2,20,17/09/2003,1,07,1,1,6,06, , , , , ,1, ,7260,0
00,1023,1,11A226,01,40381,3,1,0,03,-,1,3,2,30,26/10/1992,1,04,3,2,4,01,7,2,3,1,002000,1,1,7260,21932
00,1023,1,11A226,01,40381,2,1,0,02,-,1,2,2,50,10/09/1973,1,03,3,2,5,07, , , , , ,1,1,7260,29243
00,1023,1,11A226,01,40381,3,1,0,02,-,1,3,2,36,27/09/1987,1,07,5,2,6,01,5,5,3,2,004000,1, ,7260,0
00,1023,1,11A226,01,40381,3,1,0,01,-,1,1,2,60,06/09/1963,1,02,6,2,4,07, , , , , ,1, ,7260,0
00,1023,1,11A226,01,40381,2,1,0,04,-,1,3,1,19,13/12/2003,1,07,1,1,6,06, , , , , ,1, ,7260,0
00,1023,8,12A217,01,40411,1,1,0,01,-,1,1,1,65,02/12/1957,1,02,6,2,5,10, , , , , ,1, ,6439,0
00,1023,8,12A217,01,40411,1,1,0,02,-,1,2,2,72,06/07/1951,1,02,4,2,5,07, , , , , ,1,1,6439,13044
00,1023,8,12A217,01,40411,4,1,0,02,-,1,3,2,19,07/07/2004,1,04,3,1,6,06, , , , , ,1, ,6439,0
00,1023,8,12A217,01,40411,4,1,0,01,-,1,1,2,56,16/12/1966,1,07,5,2,4,01,5,5,2,1,002000,1, ,6439,0
00,1023,8,12A217,01,40411,2,1,0,02,-,1,2,2,53,10/10/1970,1,07,5,2,5,08, , , , , ,1,1,6439,19567
00,1023,8,12A217,01,40411,2,1,0,01,-,1,1,1,52,20/03/1971,1,07,5,2,5,01,1,5,3,2,007000,1, ,6439,0
00,1023,8,12A217,01,40411,2,1,0,03,-,1,3,2,18,20/04/2005,1,04,1,1,6,06, , , , , ,1, ,6439,0
00,1023,8,12A217,01,40411,4,1,0,03,-,1,7,2,22,21/10/2000,1,04,3,2,6,01,5,5,3,1,002100,1,1,6439,19567
00,1023,3,11A224,02,40085,3,1,0,02,-,1,2,2,48,18/07/1975,1,00, ,2,1,07, , , , , ,1,1,8217,24825
00,1023,3,11A224,02,40085,1,1,0,01,-,1,1,1,47,29/05/1976,1,03,2,2,6,01,5,3,2,1,999999,1,1,8217,8275
00,1023,3,11A224,02,40085,3,1,0,01,-,1,1,1,62,07/10/1961,1,02,6,2,1,08, , , , , ,1, ,8217,0
00,1023,3,11A224,02,40085,3,1,0,03,-,1,3,2,18,15/08/2005,1,04,2,1,6,06, , , , , ,1, ,8217,0
00,1023,3,11A224,02,40085,3,1,0,05,-,1,3,1,08,21/02/2015,1,02,2,1, , , , , , , ,1, ,8217,0
00,1023,3,11A224,02,40085,2,1,0,01,-,1,1,2,71,28/07/1952,1,00, ,2,2,07, , , , , ,1,1,8217,8275
00,1023,3,11A224,02,40085,4,1,0,01,-,1,1,1,55,05/11/1967,1,02,6,2,5,01,5,5,3,2,999999,1,1,8217,24825
00,1023,3,11A224,02,40085,4,1,0,02,-,1,2,2,60,29/03/1963,1,03,3,2,5,07, , , , , ,1, ,8217,0
00,1023,3,11A224,02,40085,4,1,0,04,-,1,5,2,04,06/01/2019, , , , , , , , , , , ,1, ,8217,0
00,1023,3,11A224,02,40085,3,1,0,04,-,1,3,2,10,01/08/2013,1,02,4,1, , , , , , , ,1, ,8217,0
00,1023,3,11A224,02,40085,4,1,0,03,-,1,3,2,22,18/09/2001,1,04,3,2,6,01,4,4,3,1,999999,1, ,8217,0
00,1023,3,13A224,02,40088,4,1,0,01,-,1,1,1,43,09/09/1980,1,08,2,2,5,01,1,5,3,1,999999,1, ,9016,0
00,1023,3,13A224,02,40088,4,1,0,03,-,1,3,2,20,27/02/2003,1,07,1,1,6,01,3,4,3,1,999999,1, ,9016,0
