R_DEF_MOD,PER,N_ENT,FOL,ENT,CON,V_SEL,N_HOG,H_MUD,N_REN,NOM,C_RES,PAR,SEX,EDA,F_NAC,ALF,I_NIV,I_ANIO,A_ESC,E_CON,C_ACT,OCU,A_ECO,POS,I_PER,ING,TIPO,ELEGIDO,FACTOR,FAC_MOD
00,1023,3,11A224,05,40153,4,1,0,02,-,1,3,1,49,25/04/1974,1,03,3,2,6,01,1,5,2,1,001200,1,1,20971,42236
00,1023,3,11A224,05,40153,4,1,0,01,-,1,1,2,90,15/06/1933,1,02,3,2,4,09, , , , , ,1, ,20971,0
00,1023,3,11A224,05,40153,3,1,0,02,-,1,3,2,11,25/03/2012,1,02,5,1, , , , , , , ,1, ,20971,0
00,1023,3,11A224,05,40153,1,1,0,01,-,1,1,1,42,02/12/1980,1,03,3,2,1,01,5,5,3,1,002500,1, ,20971,0
00,1023,3,11A224,05,40153,2,1,0,03,-,1,3,1,20,23/06/2003,1,07,1,1,6,01,4,4,3,1,000250,1,1,20971,63355
00,1023,3,11A224,05,40153,1,1,0,03,-,1,3,1,17,17/07/2006,1,04,1,2,6,04, , , , , ,1, ,20971,0
00,1023,6,12B211,05,40191,2,1,0,05,-,1,3,2,09,25/03/2014,1,02,2,1, , , , , , , ,1, ,8069,0
00,1023,6,12B211,05,40191,1,1,0,09,-,1,5,1,08,20/02/2015,2,02,1,1, , , , , , , ,1, ,8069,0
00,1023,6,12B211,05,40191,2,1,0,04,-,1,3,2,15,28/08/2008,1,03,2,1,6,06, , , , , ,1, ,8069,0
00,1023,6,12B211,05,40191,2,1,0,01,-,1,1,1,40,17/04/1983,1,06,3,2,5,01,5,2,3,1,004000,1,1,8069,24517
00,1023,6,12B211,05,40191,1,1,0,02,-,1,3,2,31,15/08/1992,1,07,3,2,2,01,7,2,3,1,002200,1, ,8069,0
00,1023,6,12B211,05,40191,1,1,0,01,-,1,1,2,58,02/09/1965,1,02,6,2,4,07, , , , , ,1,1,8069,32690
00,1023,6,12B211,05,40191,1,1,0,07,-,1,5,2,12,06/04/2011,1,02,5,1,6,06, , , , , ,1, ,8069,0
00,1023,6,12B211,05,40191,1,1,0,10,-,1,5,2,07,05/10/2016,2,01,2,1, , , , , , , ,1, ,8069,0
00,1023,6,12B211,05,40191,1,1,0,03,-,1,3,2,37,07/06/1986,1,07,4,2,1,01,4,4,3,1,001200,1, ,8069,0
00,1023,6,12B211,05,40191,2,1,0,02,-,1,2,2,39,05/09/1984,1,07,5,2,5,01,4,4,2,1,004000,1, ,8069,0
00,1023,6,12B211,05,40191,1,1,0,06,-,1,5,1,12,28/10/2010,1,02,6,1,6,06, , , , , ,1, ,8069,0
00,1023,6,12B211,05,40191,1,1,0,08,-,1,5,1,99, , , , , , , , , , , , ,1, ,8069,0
00,1023,6,12B211,05,40191,1,1,0,11,-,1,5,1,05,02/12/2017,2,01,1,1, , , , , , , ,1, ,8069,0
00,1023,6,12B211,05,40191,1,1,0,05,-,1,5,1,17,10/07/2006,1,03,3,1,6,06, , , , , ,1, ,8069,0
00,1023,6,12B211,05,40191,2,1,0,06,-,1,3,2,02,05/09/2021, , , , , , , , , , , ,1, ,8069,0
00,1023,6,12B211,05,40191,2,1,0,03,-,1,3,1,18,07/05/2005,1,03,3,1,6,06, , , , , ,1, ,8069,0
00,1023,6,12B211,05,40191,1,1,0,04,-,1,7,1,42,21/03/1981,1,03,3,2,1,01,5,5,3,1,999999,1, ,8069,0
00,1023,2,12A225,05,40249,3,1,0,03,-,1,3,2,17,16/09/2006,1,04,3,1,6,06, , , , , ,1, ,7826,0
00,1023,2,12A225,05,40249,4,1,0,05,-,1,5,1,10,02/01/2013,1,02,4,1, , , , , , , ,1, ,7826,0
00,1023,2,12A225,05,40249,3,1,0,04,-,1,3,1,15,09/12/2007,1,03,3,1,6,06, , , , , ,1, ,7826,0
00,1023,2,12A225,05,40249,3,1,0,02,-,1,2,2,35,27/01/1988,1,04,3,1,5,01,5,5,3,1,999999,1,1,7826,23779
00,1023,2,12A225,05,40249,1,1,0,01,-,1,1,2,50,21/07/1973,1,03,3,2,2,07, , , , , ,1,1,7826,7926
00,1023,2,12A225,05,40249,2,1,0,01,-,1,1,2,31,01/05/1992,1,03,3,2,3,01,1,5,3,1,001000,1,1,7826,7926
00,1023,2,12A225,05,40249,4,1,0,03,-,1,3,2,47,02/02/1976,1,04,1,2,5,07, , , , , ,1,1,7826,23779
00,1023,2,12A225,05,40249,4,1,0,04,-,2, , , , , , , , , , , , , , , ,1, ,0,0
00,1023,2,12A225,05,40249,3,1,0,05,-,1,3,1,14,27/05/2009,1,03,2,1,6,06, , , , , ,1, ,7826,0
00,1023,2,12A225,05,40249,3,1,0,06,-,1,4,1,76,08/05/1947,1,02,6,2,4,09, , , , , ,1, ,7826,0
00,1023,2,12A225,05,40249,4,1,0,02,-,1,5,1,47,06/12/1975,1,03,3,2,5,01,5,5,3,2,999999,1, ,7826,0
00,1023,2,12A225,05,40249,2,1,0,02,-,1,3,1,11,04/11/2011,1,02,6,1, , , , , , , ,1, ,7826,0
00,1023,2,12A225,05,40249,2,1,0,03,-,1,3,2,08,22/02/2015,1,02,2,1, , , , , , , ,1, ,7826,0
00,1023,2,12A225,05,40249,4,1,0,01,-,1,1,2,74,23/10/1948,1,02,6,2,4,08, , , , , ,1, ,7826,0
00,1023,2,12A225,05,40249,3,1,0,01,-,1,1,1,45,06/03/1978,1,04,2,2,5,01,5,5,3,1,999999,1, ,7826,0
00,1023,4,13A223,05,40309,1,1,0,04,-,1,5,2,18,08/04/2005,1,04,2,1,6,06, , , , , ,1,1,10613,43186
00,1023,4,13A223,05,40309,4,1,0,03,-,1,3,2,16,15/01/2007,1,04,1,1,6,06, , , , , ,1, ,10613,0
00,1023,4,13A223,05,40309,3,1,0,02,-,1,3,1,25,15/09/1998,1,07,4,2,6,01,4,4,3,1,002000,1,1,10613,43186
00,1023,4,13A223,05,40309,2,1,0,03,-,1,3,2,03,14/08/2020, , , , , , , , , , , ,1, ,10613,0
00,1023,4,13A223,05,40309,4,1,0,02,-,1,2,2,50,25/06/1973,1,04,3,2,5,01,4,4,3,1,001600,1, ,10613,0
00,1023,4,13A223,05,40309,3,1,0,03,-,1,3,2,23,19/12/1999,1,07,4,1,6,01,4,4,3,1,002000,1, ,10613,0
00,1023,4,13A223,05,40309,3,1,0,01,-,1,1,2,47,09/04/1976,1,03,3,2,6,01,4,4,3,1,002500,1, ,10613,0
00,1023,4,13A223,05,40309,2,1,0,01,-,1,1,1,40,06/05/1983,1,07,4,2,5,01,1,5,2,1,999999,1,1,10613,21593
00,1023,4,13A223,05,40309,1,1,0,01,-,1,1,2,58,29/04/1965,1,03,3,2,3,07, , , , , ,1, ,10613,0
00,1023,4,13A223,05,40309,4,1,0,04,-,1,3,1,24,26/02/1999,1,07,4,2,5,01,3,5,3,1,002000,1, ,10613,0
00,1023,4,13A223,05,40309,1,1,0,03,-,1,3,2,32,08/10/1991,1,07,4,2,6,01,1,2,3,1,999999,1, ,10613,0
00,1023,4,13A223,05,40309,2,1,0,02,-,1,2,2,40,29/10/1982,1,07,4,2,5,07, , , , , ,1, ,10613,0
00,1023,4,13A223,05,40309,1,1,0,02,-,1,3,2,38,07/04/1985,1,06,2,2,6,04, , , , , ,1, ,10613,0
00,1023,4,13A223,05,40309,4,1,0,01,-,1,1,1,59,06/12/1963,1,07,5,2,5,01,1,4,3,3,999999,1,1,10613,32390
00,1023,4,13A223,05,40309,3,1,0,04,-,1,3,2,21,12/02/2002,1,04,3,2,6,01,4,4,3,1,002000,1, ,10613,0
15,1023,1,12A226,05,40312,3,1,0,03,-,1,3,1,12,10/11/2010,1,03,1,1,6,06, , , , , ,1, ,8379,0
00,1023,1,12A226,05,40312,1,1,0,01,-,1,1,1,60,06/10/1963,1,04,2,2,5,01,5,5,3,2,010000,1,1,8379,33947
00,1023,1,12A226,05,40312,1,1,0,02,-,1,2,2,54,02/12/1968,1,03,3,2,5,07, , , , , ,1, ,8379,0
00,1023,1,12A226,05,40312,2,1,0,01,-,1,1,1,32,12/01/1991,1,09,4,1,1,01,1,7,3,2,008000,1, ,8379,0
00,1023,1,12A226,05,40312,4,1,0,03,-,1,5,1,30,10/08/1993,1,07,4,2,5,01,5,5,2,1,999999,1, ,8379,0
00,1023,1,12A226,05,40312,1,1,0,03,-,1,3,1,28,15/03/1995,1,04,2,2,6,01,4,4,2,1,999999,1, ,8379,0
00,1023,1,12A226,05,40312,4,1,0,02,-,1,3,2,30,08/01/1993,1,07,3,2,5,07, , , , , ,1,1,8379,25460
15,1023,1,12A226,05,40312,3,1,0,01,-,1,1,2,45,27/11/1977,1,03,3,2,6,01,4,4,3,1,002500,1, ,8379,0
15,1023,1,12A226,05,40312,3,1,0,02,-,1,3,1,27,04/06/1996,1,03,3,2,6,01,5,5,3,1,003500,1, ,8379,0
00,1023,1,12A226,05,40312,4,1,0,04,-,1,5,1,03,27/05/2020, , , , , , , , , , , ,1, ,8379,0
00,1023,1,12A226,05,40312,4,1,0,01,-,1,1,2,72,01/12/1950,1,02,6,2,4,07, , , , , ,1, ,8379,0
00,1023,1,12A226,05,40312,1,1,0,04,-,1,3,1,25,12/10/1997,1,04,2,2,6,01,5,5,3,2,009000,1, ,8379,0
00,1023,1,12A226,05,40312,2,1,0,02,-,1,2,2,31,14/05/1992,1,08,2,2,1,01,1,4,3,1,004000,1,1,8379,16973
00,1023,5,12B212,05,40323,4,1,0,01,-,1,1,1,43,29/08/1980,1,07,5,2,5,01,1,5,3,2,999999,1, ,9776,0
00,1023,5,12B212,05,40323,4,1,0,02,-,1,2,2,43,26/05/1980,1,07,5,2,5,01,1,5,3,2,999999,1, ,9776,0
00,1023,5,12B212,05,40323,1,1,0,02,-,1,3,1,16,06/04/2007,1,03,3,2,6,07, , , , , ,1, ,9776,0
00,1023,5,12B212,05,40323,4,1,0,03,-,1,3,1,21,06/10/2002,1,07,2,1,6,06, , , , , ,1,1,9776,29703
00,1023,5,12B212,05,40323,3,1,0,01,-,1,1,1,68,02/02/1955,1,07,5,2,3,01,1,5,2,3,040000,1,1,9776,9901
00,1023,5,12B212,05,40323,4,1,0,04,-,1,3,2,12,27/10/2010,1,02,5,1,6,06, , , , , ,1, ,9776,0
00,1023,3,12B212,05,40323,2,1,0,02,-,2, , , , , , , , , , , , , , , ,1, ,0,0
00,1023,5,12B212,05,40323,1,1,0,01,-,1,1,2,57,04/06/1966,1,03,3,2,3,03,7,2,3,1,002300,1,1,9776,9901
00,1023,3,12B212,05,40323,2,1,0,03,-,2, , , , , , , , , , , , , , , ,1, ,0,0
00,1023,5,12B212,05,40323,2,1,0,06,-,1,5,2,29,10/01/1994,1,03,3,2,1,01,7,2,3,1,002200,1,1,9776,19802
00,1023,5,12B212,05,40323,2,1,0,07,-,1,5,1,03,07/11/2019, , , , , , , , , , , ,1, ,9776,0
00,1023,3,12B212,05,40323,2,1,0,05,-,2, , , , , , , , , , , , , , , ,1, ,0,0
00,1023,3,12B212,05,40323,2,1,0,01,-,2, , , , , , , , , , , , , , , ,1, ,0,0
00,1023,5,12B212,05,40323,2,1,0,04,-,1,3,1,28,06/08/1995,1,03,3,2,1,01,7,2,3,1,002500,1, ,9776,0
00,1023,8,12A217,05,40348,2,1,0,01,-,1,1,1,49,28/02/1974,1,06,3,2,5,01,7,2,3,1,999999,1, ,7558,0
00,1023,8,12A217,05,40348,3,1,1,05,-,1,3,1,07,30/01/2016,1,02,1,1, , , , , , , ,1, ,7558,0
00,1023,8,12A217,05,40348,4,1,0,01,-,1,1,2,32,05/02/1991,1,07,5,2,6,01,3,5,3,1,005000,1,1,7558,7655
00,1023,8,12A217,05,40348,2,1,0,02,-,1,2,2,47,05/10/1976,1,04,3,1,5,01,3,7,3,2,005000,1, ,7558,0
00,1023,8,12A217,05,40348,3,1,1,04,-,1,3,2,18,30/09/2005,1,04,2,1,6,06, , , , , ,1, ,7558,0
00,1023,8,12A217,05,40348,2,1,0,03,-,1,3,2,26,03/05/1997,1,07,4,1,6,01,3,7,3,2,005000,1, ,7558,0
00,1023,8,12A217,05,40348,3,1,1,02,-,1,2,2,42,25/01/1981,1,04,2,2,5,07, , , , , ,1,1,7558,30619
00,1023,8,12A217,05,40348,1,1,0,01,-,1,1,1,54,21/04/1969,1,04,3,2,6,01,5,3,3,1,001600,1,1,7558,7655
00,1023,5,12A217,05,40348,1,1,0,02,-,2, , , , , , , , , , , , , , , ,1, ,0,0
00,1023,8,12A217,05,40348,3,1,1,03,-,1,3,1,23,22/08/2000,1,04,3,2,6,01,7,2,3,1,002200,1, ,7558,0
00,1023,8,12A217,05,40348,3,1,1,01,-,1,1,1,43,17/05/1980,1,03,3,2,5,01,1,4,3,1,003500,1, ,7558,0
00,1023,8,12A217,05,40348,2,1,0,04,-,1,3,1,23,13/07/2000,1,07,5,2,6,01,1,2,3,3,999999,1,1,7558,30619
00,1023,4,11A223,05,40371,1,1,0,01,-,1,1,1,52,01/07/1971,1,03,3,2,5,01,7,2,3,1,002700,1, ,9880,0
00,1023,4,11A223,05,40371,1,1,0,03,-,1,3,1,14,01/01/2009,1,03,3,2,6,10, , , , , ,1, ,9880,0
00,1023,4,11A223,05,40371,2,1,0,05,-,1,5,2,03,31/03/2020, , , , , , , , , , , ,1, ,9880,0
00,1023,4,11A223,05,40371,2,1,0,03,-,1,3,1,22,24/11/2000,1,04,3,2,6,09, , , , , ,1,1,9880,39797
00,1023,4,11A223,05,40371,2,1,0,01,-,1,1,1,47,11/09/1976,1,02,6,2,5,01,5,7,3,2,003000,1, ,9880,0
00,1023,4,11A223,05,40371,4,1,0,02,-,1,2,2,26,09/02/1997,1,04,3,2,1,07, , , , , ,1,1,9880,19898
00,1023,4,11A223,05,40371,2,1,0,02,-,1,2,2,43,16/04/1980,1,02,6,2,5,07, , , , , ,1, ,9880,0
00,1023,4,11A223,05,40371,4,1,0,01,-,1,1,1,30,22/10/1992,1,07,2,2,1,01,1,4,3,2,007000,1, ,9880,0
00,1023,4,11A223,05,40371,3,1,0,04,-,1,3,1,28,22/07/1995,1,06,3,2,6,01,1,2,3,1,999999,1, ,9880,0
00,1023,4,11A223,05,40371,4,1,0,04,-,1,3,2,03,03/01/2020, , , , , , , , , , , ,1, ,9880,0
00,1023,4,11A223,05,40371,2,1,0,04,-,1,3,2,20,17/09/2003,1,04,3,2,1,07, , , , , ,1, ,9880,0
00,1023,4,11A223,05,40371,1,1,0,02,-,1,2,2,43,10/03/1980,1,02,6,2,5,07, , , , , ,1,1,9880,19898
00,1023,4,11A223,05,40371,3,1,0,01,-,1,1,2,68,20/07/1955,2,00, ,2,4,07, , , , , ,1, ,9880,0
00,1023,4,11A223,05,40371,1,1,0,05,-,1,3,1,11,13/02/2012,1,02,5,1, , , , , , , ,1, ,9880,0
00,1023,4,11A223,05,40371,3,1,0,02,-,1,3,1,47,30/03/1976,1,02,6,2,6,10, , , , , ,1,1,9880,29848
00,1023,2,11A223,05,40371,3,1,0,03,-,2, , , , , , , , , , , , , , , ,1, ,0,0
00,1023,4,11A223,05,40371,4,1,0,03,-,1,3,2,06,09/08/2017,2,01,2,1, , , , , , , ,1, ,9880,0
00,1023,4,11A223,05,40371,1,1,0,04,-,1,3,1,13,09/12/2009,1,03,2,1,6,06, , , , , ,1, ,9880,0
00,1023,8,11A217,05,40381,3,1,0,05,-,1,7,2,21,13/10/2001,1,04,3,2,6,01,7,2,3,1,002000,1,1,7394,29785
00,1023,8,11A217,05,40381,3,1,0,02,-,1,2,2,49,30/08/1974,1,03,3,2,5,01,5,5,3,1,999999,1, ,7394,0
00,1023,2,11A217,05,40381,3,1,0,03,-,2, , , , , , , , , , , , , , , ,1, ,0,0
00,1023,8,11A217,05,40381,3,1,0,04,-,1,3,2,20,30/08/2003,1,04,3,1,6,01,7,2,3,1,001900,1, ,7394,0
00,1023,8,11A217,05,40381,3,1,0,01,-,1,1,1,54,09/08/1969,1,02,6,2,5,01,7,2,3,1,999999,1, ,7394,0
00,1023,8,11A217,05,40381,4,1,0,02,-,1,3,2,26,21/01/1997,1,03,3,2,6,01,5,5,2,1,001100,1,1,7394,14893
00,1023,8,11A217,05,40381,4,1,0,04,-,1,5,2,08,15/06/2015,2,01,3,1, , , , , , , ,1, ,7394,0
00,1023,8,11A217,05,40381,4,1,0,05,-,1,5,1,27,30/08/1996,1,03,3,2,1,01,5,3,4,1,001500,1, ,7394,0
00,1023,3,11A217,05,40381,4,1,0,03,-,2, , , , , , , , , , , , , , , ,1, ,0,0
00,1023,3,11A217,05,40381,4,1,0,01,-,2, , , , , , , , , , , , , , , ,1, ,0,0
00,1023,5,12B212,05,40419,2,1,0,04,-,1,5,1,11,17/01/2012,1,02,4,1, , , , , , , ,1, ,8790,0
00,1023,5,12B212,05,40419,2,1,0,03,-,1,2,2,75,07/09/1948,1,06,3,2,5,08, , , , , ,1, ,8790,0
00,1023,5,12B212,05,40419,1,1,0,02,-,1,3,2,49,05/10/1973,1,06,3,2,6,01,3,7,3,2,005000,1, ,8790,0
00,1023,5,12B212,05,40419,4,1,0,01,-,1,1,1,65,01/08/1958,1,07,4,2,3,01,1,7,3,2,015000,1,1,8790,8903
00,1023,5,12B212,05,40419,2,1,0,01,-,1,1,1,76,02/10/1947,1,06,2,2,5,08, , , , , ,1,1,8790,26708
00,1023,5,12B212,05,40419,1,1,0,03,-,1,5,2,25,19/04/1998,1,07,5,2,6,01,3,2,3,3,007000,1, ,8790,0
00,1023,5,12B212,05,40419,1,1,0,04,-,1,5,1,22,27/08/2001,1,07,4,1,6,01,1,2,3,3,003000,1, ,8790,0
00,1023,5,12B212,05,40419,3,1,0,01,-,1,1,1,65,05/10/1958,1,07,4,2,5,08, , , , , ,1,1,8790,17805
00,1023,5,12B212,05,40419,2,1,0,02,-,1,3,2,42,18/04/1981,1,07,5,2,2,01,1,7,3,2,008000,1, ,8790,0
00,1023,5,12B212,05,40419,1,1,0,01,-,1,1,2,70,30/05/1953,1,06,2,2,4,01,4,5,5,3,999999,1,1,8790,35611
00,1023,5,12B212,05,40419,2,1,0,05,-,1,5,2,10,15/08/2013,1,02,3,1, , , , , , , ,1, ,8790,0
00,1023,5,12B212,05,40419,3,1,0,02,-,1,2,2,67,29/01/1956,1,07,5,2,5,07, , , , , ,1, ,8790,0
00,1023,3,11A224,06,40024,4,1,0,05,-,2, , , , , , , , , , , , , , , ,1, ,0,0
00,1023,3,11A224,06,40024,1,1,0,01,-,1,1,2,52,27/11/1970,1,03,3,2,5,07, , , , , ,1,1,7317,7369
00,1023,3,11A224,06,40024,2,1,0,02,-,1,2,2,47,21/11/1975,1,06,3,2,5,07, , , , , ,1,1,7317,22106
00,1023,3,11A224,06,40024,3,1,0,01,-,1,1,1,60,17/11/1962,1,03,3,2,6,08, , , , , ,1,1,7317,7369
00,1023,3,11A224,06,40024,4,1,0,02,-,1,3,1,36,12/01/1987,1,02,6,2,6,01,7,3,3,1,002100,1, ,7317,0
00,1023,3,11A224,06,40024,4,1,0,04,-,2, , , , , , , , , , , , , , , ,1, ,0,0
00,1023,3,11A224,06,40024,4,1,0,03,-,2, , , , , , , , , , , , , , , ,1, ,0,0
00,1023,3,11A224,06,40024,2,1,0,03,-,1,3,1,19,12/02/2004,1,04,2,1,6,06, , , , , ,1, ,7317,0
00,1023,3,11A224,06,40024,2,1,0,01,-,1,1,1,53,27/11/1969,1,04,3,2,5,01,5,5,3,2,007500,1, ,7317,0
00,1023,3,11A224,06,40024,4,1,0,01,-,1,1,2,60,31/08/1963,1,02,6,2,4,07, , , , , ,1,1,7317,14738
00,1023,3,11A224,06,40024,2,1,0,04,-,1,3,1,17,21/05/2006,1,04,3,1,6,06, , , , , ,1, ,7317,0
00,1023,7,11A218,06,40063,3,1,0,01,-,1,1,1,24,06/06/1999,1,07,3,2,1,01,1,5,3,2,999999,1,1,7061,14222
00,1023,7,11A218,06,40063,2,1,0,02,-,1,3,2,39,15/06/1984,1,02,2,2,6,01,5,5,3,2,999999,1, ,7061,0
00,1023,7,11A218,06,40063,4,1,0,01,-,1,1,2,73,27/05/1950,2,06,2,2,5,08, , , , , ,1,1,7061,7111
00,1023,7,11A218,06,40063,2,1,0,01,-,1,1,1,58,06/11/1964,1,02,3,2,2,08, , , , , ,1,1,7061,14222
00,1023,7,11A218,06,40063,3,1,0,02,-,1,2,2,23,16/06/2000,1,07,2,1,1,06, , , , , ,1, ,7061,0
00,1023,7,11A218,06,40063,1,1,0,01,-,1,1,1,61,15/06/1962,1,03,3,2,2,08, , , , , ,1,1,7061,7111
00,1023,3,13A224,06,40152,2,1,0,01,-,1,1,1,37,12/07/1986,1,06,2,2,5,01,5,5,2,1,999999,1, ,8825,0
00,1023,3,13A224,06,40152,1,1,0,04,-,1,5,2,09,10/01/2014,1,02,3,1, , , , , , , ,1, ,8825,0
00,1023,3,13A224,06,40152,3,1,0,03,-,1,3,2,03,09/09/2020, , , , , , , , , , , ,1, ,8825,0
00,1023,3,13A224,06,40152,3,1,0,02,-,1,2,2,24,17/04/1999,1,04,3,2,5,07, , , , , ,1,1,8825,17955
00,1023,3,13A224,06,40152,2,1,0,03,-,1,3,2,08,08/10/2015,1,02,2,1, , , , , , , ,1, ,8825,0
00,1023,3,13A224,06,40152,4,1,0,01,-,1,1,1,63,26/04/1960,1,07,3,2,1,01,5,5,5,2,006000,1, ,8825,0
00,1023,3,13A224,06,40152,4,1,0,03,-,1,3,2,20,01/09/2003,1,04,3,1,6,01,5,5,5,2,999999,1, ,8825,0
00,1023,3,13A224,06,40152,3,1,0,01,-,1,1,1,24,11/11/1998,1,04,3,2,5,01,5,5,3,1,999999,1, ,8825,0
00,1023,3,13A224,06,40152,4,1,0,02,-,1,2,2,40,27/08/1983,1,07,3,2,1,07, , , , , ,1,1,8825,26933
00,1023,3,13A224,06,40152,1,1,0,01,-,1,1,2,60,15/05/1963,1,02,6,2,6,07, , , , , ,1, ,8825,0
00,1023,3,13A224,06,40152,4,1,0,05,-,1,3,2,09,19/05/2014,1,02,3,1, , , , , , , ,1, ,8825,0
00,1023,3,13A224,06,40152,1,1,0,03,-,1,5,2,24,29/05/1999,1,04,3,2,6,01,4,4,3,1,002000,1,1,8825,17955
00,1023,3,13A224,06,40152,4,1,0,04,-,1,3,1,15,09/09/2008,1,03,3,1,6,06, , , , , ,1, ,8825,0
00,1023,3,13A224,06,40152,2,1,0,02,-,1,2,2,33,20/03/1990,1,07,3,2,5,01,5,5,3,2,005800,1,1,8825,17955
00,1023,3,13A224,06,40152,1,1,0,02,-,2, , , , , , , , , , , , , , , ,1, ,0,0
00,1023,2,12A225,06,40187,2,1,0,01,-,1,1,1,52,06/09/1971,1,03,3,2,5,04, , , , , ,1, ,7724,0
00,1023,2,12A225,06,40187,4,1,0,03,-,1,3,2,10,24/05/2013,1,02,5,1, , , , , , , ,1, ,7724,0
00,1023,2,12A225,06,40187,4,1,0,02,-,1,2,2,48,28/12/1974,1,06,2,2,5,09, , , , , ,1,1,7724,15647
00,1023,2,12A225,06,40187,4,1,0,01,-,1,1,1,49,15/10/1974,1,03,3,2,5,01,5,5,3,2,999999,1, ,7724,0
00,1023,2,12A225,06,40187,1,1,0,03,-,1,8,1,25,17/11/1997,1,07,3,2,6,01,5,5,3,2,004500,1, ,7724,0
00,1023,2,12A225,06,40187,1,1,0,01,-,1,1,2,70,01/08/1953,1,03,3,2,3,08, , , , , ,1,1,7724,23471
00,1023,2,12A225,06,40187,2,1,0,04,-,1,3,1,15,14/09/2008,1,03,3,1,6,06, , , , , ,1, ,7724,0
00,1023,2,12A225,06,40187,2,1,0,03,-,1,3,2,25,14/08/1998,1,04,3,2,6,01,4,4,3,1,001500,1, ,7724,0
00,1023,2,12A225,06,40187,2,1,0,02,-,1,2,2,46,19/02/1977,1,02,6,2,5,01,5,5,3,1,002300,1,1,7724,23471
00,1023,2,12A225,06,40187,1,1,0,02,-,1,8,1,20,20/01/2003,1,07,1,2,6,05, , , , , ,1, ,7724,0
00,1023,5,12B212,06,40190,1,1,0,03,-,1,3,1,18,05/01/2005,1,04,2,1,6,06, , , , , ,1, ,8303,0
00,1023,5,12B212,06,40190,4,1,1,01,-,1,1,2,38,11/08/1985,1,04,3,2,5,07, , , , , ,1,1,8303,16819
00,1023,5,12B212,06,40190,1,1,0,02,-,1,2,2,45,18/11/1977,1,06,2,2,1,04, , , , , ,1,1,8303,25229
00,1023,5,12B212,06,40190,4,1,1,02,-,1,3,2,19,22/12/2003,1,04,3,2,6,04, , , , , ,1, ,8303,0
00,1023,5,12B212,06,40190,1,1,0,04,-,1,3,2,16,19/03/2007,1,03,2,1,6,06, , , , , ,1, ,8303,0
00,1023,5,12B212,06,40190,3,1,0,02,-,1,5,2,28,21/07/1995,1,07,4,2,6,04, , , , , ,1, ,8303,0
00,1023,5,12B212,06,40190,3,1,0,01,-,1,1,2,73,26/04/1950,1,02,6,1,4,07, , , , , ,1,1,8303,16819
00,1023,5,12B212,06,40190,1,1,0,01,-,1,1,1,49,04/06/1974,1,04,3,2,1,01,1,5,2,2,999999,1, ,8303,0
00,1023,6,13B211,06,40193,1,1,0,02,-,1,2,2,39,02/09/1984,1,07,3,1,5,01,5,5,3,2,999999,1,1,10435,21230
00,1023,6,13B211,06,40193,1,1,0,01,-,1,1,1,41,20/06/1982,1,08,3,2,5,01,5,5,3,2,999999,1, ,10435,0
00,1023,6,13B211,06,40193,3,1,0,01,-,1,1,1,41,14/04/1982,1,08,3,2,6,01,1,5,2,2,999999,1,1,10435,10615
00,1023,6,13B211,06,40193,4,1,0,04,-,1,3,1,23,08/07/2000,1,07,3,1,6,06, , , , , ,1, ,10435,0
00,1023,6,13B211,06,40193,4,1,0,01,-,1,1,1,51,07/09/1972,1,08,3,2,5,01,1,5,3,2,999999,1,1,10435,42459
00,1023,6,13B211,06,40193,1,1,0,04,-,1,3,1,02,13/03/2021, , , , , , , , , , , ,1, ,10435,0
00,1023,6,13B211,06,40193,2,1,0,02,-,1,3,2,18,26/08/2005,1,04,1,1,6,06, , , , , ,1, ,10435,0
00,1023,6,13B211,06,40193,2,1,0,01,-,1,1,2,51,17/07/1972,1,07,3,2,1,01,5,5,2,1,002500,1,1,10435,21230
00,1023,6,13B211,06,40193,1,1,0,03,-,1,3,2,14,23/08/2009,1,03,1,1,6,06, , , , , ,1, ,10435,0
00,1023,6,13B211,06,40193,4,1,0,02,-,1,2,2,51,10/01/1972,1,07,3,2,5,07, , , , , ,1, ,10435,0
00,1023,6,13B211,06,40193,4,1,0,03,-,1,3,2,27,15/02/1996,1,07,4,2,6,05, , , , , ,1, ,10435,0
00,1023,2,11A225,06,40278,3,1,0,02,-,1,3,1,53,18/04/1970,1,03,3,2,6,04, , , , , ,1, ,6833,0
00,1023,2,11A225,06,40278,3,1,0,01,-,1,1,2,80,19/06/1943,1,02,6,2,3,01,4,4,2,1,001500,1,1,6833,13761
00,1023,2,11A225,06,40278,2,1,0,03,-,1,5,1,03,25/10/2019, , , , , , , , , , , ,1, ,6833,0
00,1023,2,11A225,06,40278,4,1,0,01,-,1,1,2,62,30/08/1961,1,03,3,2,3,01,5,5,3,1,001100,1,1,6833,6881
00,1023,2,11A225,06,40278,2,1,0,02,-,1,3,1,31,20/10/1991,1,03,3,2,6,01,5,5,3,1,002000,1, ,6833,0
00,1023,2,11A225,06,40278,2,1,0,01,-,1,1,2,62,15/02/1961,1,00, ,2,4,07, , , , , ,1,1,6833,13761
00,1023,6,11B211,06,40286,3,1,1,01,-,1,1,2,19,07/11/2003,1,03,3,2,1,01,7,2,3,2,999999,1,1,6379,12847
00,1023,6,11B211,06,40286,4,1,0,02,-,3,2,1,24,24/12/1998,1,07,3,2,5,05, , , , , ,1, ,6379,0
