N_ENT,ENT,N_REN,cb_P1,cb_P2,cb_P3_1,cb_P3_2,cb_P3_3,cb_P3_4,cb_P3_5,cb_P3_6,cb_P3_7,cb_P3_8,cb_P3_9,cb_P3_10,cb_P3_11,cb_P4_1,cb_P4_2,cb_P4_3,cb_P4_4,cb_P4_5,cb_P4_6,cb_P4_7,cb_P4_8,cb_P4_9,cb_P4_10,cb_P5_1,cb_P5_2,cb_P5_3,cb_P5_4,cb_P5_5,cb_P5_6,cb_P5_7,cb_P5_8,cb_P5_9,cb_P5_10,cb_P5_11,cb_P5_12,cs_SEX,cs_EDA,cs_ALF,cs_I_NIV,cs_E_CON,cs_C_ACT,cs_OCU,cs_A_ECO,cs_POS,cs_ING,viv_FCH_PRE,viv_FCH_DEF,viv_P1,viv_P2,viv_P3,viv_P4,ANIO
1,Tamaulipas,3,8,8,9,10,10,10,9,9,9,10,10,9,8,5,5,5,6,6,4,4,4,3,4,8,8,7,7,8,9,7,8,7,8,7,7,Mujer,34,Sabe leer y escribir,Profesional,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Funcionarios de los sectores público y privado,Comercio,"Trabajador(a) a sueldo fijo, salario o jornal",,2024-11-07,2024-11-07,6,Sí,1,6,2024
1,Tamaulipas,1,10,10,8,8,9,9,9,9,8,9,10,10,7,8,9,7,9,8,2,1,0,0,1,8,8,8,9,8,8,9,10,8,8,9,9,Hombre,54,Sabe leer y escribir,Secundaria,Separado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores industriales,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",3000.0,2024-11-10,2024-11-10,1,No aplica,1,1,2024
1,Tamaulipas,2,9,9,8,10,10,9,10,10,10,10,10,10,9,7,3,6,5,4,3,6,4,5,6,10,7,9,9,8,5,2,7,9,7,6,6,Mujer,26,Sabe leer y escribir,Profesional,Unión libre,Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2024-11-05,2024-11-05,3,Sí,1,3,2024
1,Tamaulipas,1,7,5,9,7,9,8,8,9,7,8,8,9,6,7,7,6,7,8,3,3,3,2,2,9,8,8,7,9,9,8,9,10,9,10,10,Hombre,18,Sabe leer y escribir,Preparatoria o bachillerato,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",2100.0,2024-11-05,2024-11-05,2,Sí,1,2,2024
1,Tamaulipas,1,10,10,6,10,10,10,10,10,10,10,4,10,5,9,5,9,10,10,0,4,0,0,0,8,8,10,9,10,7,4,10,8,8,10,10,Hombre,44,Sabe leer y escribir,Secundaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,"Trabajador(a) a sueldo fijo, salario o jornal",8000.0,2024-11-09,2024-11-09,5,Sí,1,5,2024
1,Tamaulipas,1,8,9,8,10,7,10,8,10,9,10,8,10,10,6,4,5,5,4,3,6,4,4,5,10,9,10,10,9,10,8,9,10,7,10,10,Hombre,64,Sabe leer y escribir,Primaria,Casado(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2024-10-30,2024-10-30,2,Sí,1,2,2024
1,Tamaulipas,1,10,10,10,9,10,10,10,10,10,10,10,10,9,10,6,10,10,10,0,4,0,0,0,10,10,10,10,10,10,8,10,10,10,8,10,Mujer,78,Sabe leer y escribir,Profesional,Divorciado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2024-11-08,2024-11-08,2,Sí,1,2,2024
1,Tamaulipas,1,10,10,9,10,10,10,10,10,10,10,9,10,5,8,10,5,9,9,1,0,4,1,1,10,9,10,10,9,10,7,9,10,10,9,9,Hombre,44,Sabe leer y escribir,Profesional,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",5000.0,2024-11-11,2024-11-11,2,Sí,1,2,2024
1,Tamaulipas,1,9,9,10,10,10,9,10,10,10,9,10,8,8,4,5,5,5,5,5,5,5,4,4,8,8,8,8,9,8,9,8,9,9,9,9,Mujer,52,Sabe leer y escribir,Carrera técnica,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,Trabajador(a) por su cuenta,4800.0,2024-11-07,2024-11-07,2,Sí,1,2,2024
1,Tamaulipas,1,10,10,10,10,10,10,10,10,10,10,5,8,4,6,5,5,8,8,4,5,4,0,2,8,9,9,10,10,5,2,5,5,10,0,2,Hombre,40,Sabe leer y escribir,Secundaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Funcionarios de los sectores público y privado,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",10000.0,2024-11-09,2024-11-09,6,Sí,1,6,2024
1,Tamaulipas,2,8,8,9,9,10,10,10,10,10,9,10,10,8,6,6,5,5,6,4,3,5,4,3,8,6,8,8,8,7,0,9,9,10,7,10,Mujer,54,Sabe leer y escribir,Secundaria,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2024-10-31,2024-10-31,3,Sí,1,3,2024
1,Tamaulipas,1,10,10,8,10,10,10,10,10,10,10,10,10,8,4,5,5,5,5,5,5,5,5,5,10,10,10,10,10,10,8,10,10,10,8,9,Hombre,55,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2024-11-01,2024-11-01,3,Sí,1,3,2024
1,Tamaulipas,1,10,10,10,10,10,10,10,10,10,10,10,10,9,8,5,8,6,10,0,4,1,4,0,10,10,9,10,9,10,8,9,10,9,10,10,Mujer,50,Sabe leer y escribir,Preparatoria o bachillerato,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,Patrón(a),2000.0,2024-10-30,2024-10-30,2,Sí,1,2,2024
1,Tamaulipas,2,10,10,9,9,10,9,10,9,10,10,7,10,9,4,2,3,3,3,6,7,7,7,7,8,9,9,8,9,9,4,7,7,10,7,8,Mujer,51,Sabe leer y escribir,Secundaria,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2024-11-05,2024-11-05,4,Sí,1,4,2024
1,Tamaulipas,1,10,10,10,10,10,9,10,10,9,8,10,9,8,9,9,4,6,8,0,0,5,3,0,10,9,10,10,9,10,6,9,10,10,8,8,Mujer,42,Sabe leer y escribir,Secundaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",1250.0,2024-11-06,2024-11-06,5,Sí,1,5,2024
1,Tamaulipas,2,7,7,8,8,8,8,8,8,8,8,8,8,6,3,1,5,5,5,7,9,5,5,5,7,6,7,7,7,7,7,7,8,8,8,8,Hombre,66,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores industriales,Construcción,Trabajador(a) por su cuenta,2000.0,2024-11-05,2024-11-05,4,Sí,1,4,2024
1,Tamaulipas,2,8,5,8,9,10,10,10,10,10,8,6,8,8,10,5,5,5,8,0,4,4,5,0,8,9,8,8,8,2,2,9,9,9,7,6,Hombre,30,Sabe leer y escribir,Profesional,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",3500.0,2024-11-01,2024-11-01,4,No,2,3,2024
1,Tamaulipas,3,8,3,5,5,9,8,5,5,10,8,0,8,9,4,3,5,5,5,6,7,5,5,5,6,9,6,9,5,5,4,8,7,7,8,8,Mujer,23,Sabe leer y escribir,Secundaria,Unión libre,Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,Trabajador(a) por su cuenta,1000.0,2024-11-05,2024-11-05,5,Sí,1,5,2024
1,Tamaulipas,3,10,8,2,10,10,10,9,10,10,10,10,6,1,4,9,8,8,10,5,1,1,1,0,8,4,8,10,10,10,8,6,10,8,8,6,Hombre,25,Sabe leer y escribir,Profesional,Soltero(a),Buscó trabajo,No trabaja,No trabaja,No trabaja,,2024-11-05,2024-11-05,3,Sí,1,3,2024
1,Tamaulipas,2,10,10,10,10,10,10,10,10,10,10,10,10,4,9,8,10,9,9,1,2,0,0,0,9,9,9,10,9,7,7,10,9,9,9,9,Hombre,38,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Funcionarios de los sectores público y privado,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",11000.0,2024-11-12,2024-11-12,5,Sí,1,5,2024
1,Tamaulipas,1,8,8,8,9,10,9,10,9,10,9,10,9,7,5,4,6,5,5,5,5,4,4,4,9,8,9,9,9,9,8,9,9,9,10,10,Hombre,61,Sabe leer y escribir,Primaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores industriales,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",,2024-11-14,2024-11-14,4,Sí,1,4,2024
1,Tamaulipas,1,8,7,7,8,6,10,9,10,8,9,0,7,5,7,8,7,7,8,2,2,2,2,0,8,7,8,8,7,7,2,7,9,9,7,6,Hombre,29,Sabe leer y escribir,Preparatoria o bachillerato,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Comercio,"Trabajador(a) a sueldo fijo, salario o jornal",5500.0,2024-10-29,2024-10-29,4,Sí,1,4,2024
1,Tamaulipas,2,10,10,10,10,10,10,10,10,10,10,8,10,10,9,10,5,10,10,1,0,5,0,0,9,9,9,9,9,9,5,9,9,9,9,5,Mujer,53,Sabe leer y escribir,Primaria,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2024-11-11,2024-11-11,4,Sí,1,4,2024
1,Tamaulipas,2,9,9,8,9,8,9,9,10,8,9,8,8,8,10,8,8,9,9,0,1,1,0,0,10,8,8,9,9,8,7,9,10,8,7,7,Mujer,49,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2024-10-31,2024-10-31,2,Sí,1,2,2024
1,Tamaulipas,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,Hombre,72,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,Trabajador(a) por su cuenta,1000.0,2024-11-01,2024-11-01,2,Sí,1,2,2024
1,Tamaulipas,2,10,8,9,9,10,10,10,10,10,10,10,10,8,10,10,8,8,10,0,0,2,0,0,10,10,10,10,10,10,8,10,10,10,9,9,Mujer,34,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",11500.0,2024-11-11,2024-11-11,2,Sí,1,2,2024
1,Tamaulipas,2,8,9,9,8,9,8,8,9,8,9,8,9,8,5,6,5,7,7,4,4,5,3,2,8,8,8,9,8,8,6,9,9,8,6,2,Mujer,39,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Profesionistas y técnicos,Administración pública y defensa,"Trabajador(a) a sueldo fijo, salario o jornal",6000.0,2024-11-02,2024-11-02,4,Sí,1,4,2024
1,Tamaulipas,2,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,10,10,10,10,10,10,9,10,10,9,10,10,Mujer,40,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",7000.0,2024-11-06,2024-11-06,4,No,2,3,2024
1,Tamaulipas,1,9,9,9,10,10,10,10,10,10,10,0,10,8,9,9,10,10,8,0,0,0,0,0,9,9,10,9,10,10,2,10,10,0,9,10,Hombre,34,Sabe leer y escribir,Profesional,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",10000.0,2024-11-14,2024-11-14,2,Sí,1,2,2024
1,Tamaulipas,1,9,6,10,8,10,10,8,10,10,7,0,7,2,8,8,7,7,7,2,1,2,2,0,8,7,8,9,10,10,6,8,9,10,8,7,Mujer,24,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",700.0,2024-11-05,2024-11-05,1,No aplica,1,1,2024
1,Tamaulipas,1,6,6,7,3,10,6,7,5,6,6,7,3,10,5,2,3,5,1,3,7,7,4,2,2,3,6,8,6,0,5,7,5,10,9,8,Mujer,39,Sabe leer y escribir,Preparatoria o bachillerato,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Construcción,"Trabajador(a) a sueldo fijo, salario o jornal",5000.0,2024-11-04,2024-11-04,4,Sí,1,4,2024
1,Tlaxcala,2,9,9,8,9,8,9,8,9,9,8,9,9,4,8,8,7,8,7,2,2,2,2,2,9,7,7,9,9,6,4,8,8,6,5,4,Mujer,47,Sabe leer y escribir,Profesional,Unión libre,Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2024-10-30,2024-10-30,3,Sí,1,3,2024
1,Tlaxcala,1,8,7,8,9,8,8,9,9,7,9,10,8,6,7,5,7,6,8,2,2,3,3,1,9,7,9,8,8,3,4,8,4,7,3,7,Mujer,43,Sabe leer y escribir,Profesional,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Personal administrativo,Administración pública y defensa,"Trabajador(a) a sueldo fijo, salario o jornal",18000.0,2024-11-04,2024-11-04,4,Sí,1,4,2024
1,Tlaxcala,3,8,6,9,10,10,8,10,10,10,10,7,8,10,9,0,6,7,9,0,0,3,0,0,9,9,7,9,10,8,7,10,10,6,10,10,Mujer,24,Sabe leer y escribir,Secundaria,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,"Trabajador(a) a sueldo fijo, salario o jornal",2000.0,2024-11-05,2024-11-05,5,Sí,1,5,2024
1,Tlaxcala,4,5,6,5,10,10,10,7,10,10,10,5,5,10,0,0,5,5,0,10,10,5,5,10,10,10,5,5,10,0,0,5,10,7,5,10,Mujer,32,Sabe leer y escribir,Secundaria,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",1500.0,2024-11-05,2024-11-05,7,Sí,1,7,2024
1,Tlaxcala,1,8,8,8,9,10,9,8,10,9,9,9,8,9,10,9,5,10,10,0,1,5,0,0,8,8,9,9,9,6,7,8,9,9,2,7,Hombre,55,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Comunicaciones y transportes,"Trabajador(a) a sueldo fijo, salario o jornal",1500.0,2024-11-06,2024-11-06,5,Sí,1,5,2024
1,Tlaxcala,4,10,9,10,10,10,9,10,10,10,10,9,9,8,7,10,10,10,9,2,0,0,0,0,10,9,9,9,9,9,6,9,10,9,8,8,Mujer,31,Sabe leer y escribir,Preparatoria o bachillerato,Unión libre,Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2024-11-01,2024-11-01,6,Sí,1,6,2024
1,Tlaxcala,1,5,1,7,10,10,10,9,10,10,10,10,10,5,5,5,4,4,5,5,5,6,6,5,10,6,9,9,8,10,9,9,10,4,10,10,Hombre,76,Sabe leer y escribir,Primaria,Viudo(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2024-10-30,2024-10-30,4,Sí,1,4,2024
1,Tlaxcala,1,8,5,8,9,10,10,9,10,10,10,10,10,9,10,9,9,8,0,0,1,1,2,5,9,10,9,9,10,9,10,10,0,9,8,7,Mujer,61,Sabe leer y escribir,Secundaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",800.0,2024-10-30,2024-10-30,2,Sí,1,2,2024
1,Tlaxcala,2,8,9,9,8,9,9,9,9,8,9,8,9,8,6,6,6,6,9,4,4,4,3,1,9,9,9,9,9,8,8,9,8,8,8,8,Mujer,30,Sabe leer y escribir,Profesional,Soltero(a),Buscó trabajo,No trabaja,No trabaja,No trabaja,,2024-11-12,2024-11-12,3,Sí,1,3,2024
1,Tlaxcala,1,7,9,10,9,8,6,8,10,10,8,10,7,5,8,8,8,8,8,2,0,1,1,1,10,8,10,10,7,7,5,8,7,6,6,6,Mujer,90,Sabe leer y escribir,Primaria,Viudo(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2024-11-06,2024-11-06,1,No aplica,1,1,2024
1,Tlaxcala,5,10,5,10,10,10,8,10,10,10,10,10,10,5,7,9,5,5,10,2,1,4,2,0,10,10,10,9,8,10,7,10,9,7,7,5,Hombre,20,Sabe leer y escribir,Preparatoria o bachillerato,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,Trabajador(a) por su cuenta,1400.0,2024-11-07,2024-11-07,7,Sí,1,7,2024
1,Tlaxcala,2,8,8,10,10,10,10,10,10,10,10,10,10,8,10,9,6,4,3,0,1,1,6,7,9,2,10,8,8,9,6,8,10,10,2,5,Mujer,62,Sabe leer y escribir,Secundaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Servicios,Trabajador(a) por su cuenta,408.0,2024-11-05,2024-11-05,7,Sí,1,7,2024
1,Tlaxcala,1,6,4,9,5,7,5,3,5,8,3,7,7,6,5,2,5,3,3,4,5,2,6,0,6,9,6,8,6,6,1,8,3,0,2,7,Hombre,33,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,"Trabajador(a) a sueldo fijo, salario o jornal",1500.0,2024-11-05,2024-11-05,2,Sí,1,2,2024
1,Tlaxcala,2,8,6,7,7,10,10,10,10,10,10,9,10,9,5,6,5,6,8,5,4,4,3,2,9,9,9,9,8,7,6,8,10,6,6,6,Mujer,44,Sabe leer y escribir,Secundaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,Trabajador(a) por su cuenta,600.0,2024-11-05,2024-11-05,4,Sí,1,4,2024
1,Tlaxcala,1,9,9,9,9,9,9,9,9,9,9,9,9,8,6,6,6,6,5,4,4,4,4,4,9,9,8,8,8,9,6,8,9,7,7,7,Hombre,53,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2024-11-06,2024-11-06,2,Sí,1,2,2024
1,Tlaxcala,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,7,10,0,0,5,2,0,10,10,10,10,10,10,5,8,10,8,7,8,Hombre,46,Sabe leer y escribir,Secundaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores industriales,Industria,"Trabajador(a) a sueldo fijo, salario o jornal",2100.0,2024-11-08,2024-11-08,4,Sí,1,4,2024
1,Tlaxcala,1,5,7,8,9,8,7,10,7,9,8,10,7,5,5,7,6,9,8,1,3,3,1,0,7,9,8,6,9,7,8,10,10,10,7,7,Hombre,57,Sabe leer y escribir,Secundaria,Separado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en labores agropecuarias,Agropecuaria,"Trabajador(a) a sueldo fijo, salario o jornal",900.0,2024-11-08,2024-11-08,1,No aplica,1,1,2024
1,Tlaxcala,2,9,9,7,6,9,8,8,9,9,8,8,8,7,8,8,5,5,5,2,1,5,5,5,7,8,8,7,8,9,6,8,8,5,9,9,Mujer,41,Sabe leer y escribir,Secundaria,Unión libre,Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2024-11-07,2024-11-07,6,Sí,1,6,2024
1,Tlaxcala,2,10,8,9,9,10,9,10,10,10,9,10,9,9,10,10,4,7,10,0,0,6,0,0,9,9,9,10,9,10,10,10,9,9,9,8,Mujer,40,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2024-11-06,2024-11-06,4,Sí,1,4,2024
1,Tlaxcala,1,10,10,8,10,8,9,10,10,10,9,7,7,1,3,5,4,8,7,4,5,4,2,2,8,8,9,8,9,2,1,7,7,8,5,7,Hombre,40,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",6000.0,2024-11-07,2024-11-07,2,Sí,1,2,2024
1,Tlaxcala,1,9,9,9,7,10,10,9,10,7,8,7,3,2,8,10,7,8,7,0,0,3,0,2,7,10,8,9,7,9,2,8,8,10,7,4,Mujer,30,Sabe leer y escribir,Profesional,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,Funcionarios de los sectores público y privado,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",5900.0,2024-11-06,2024-11-06,2,Sí,1,2,2024
1,Tlaxcala,3,10,8,9,8,9,9,10,10,10,10,9,10,9,8,4,7,5,4,1,5,2,4,5,8,9,9,8,9,9,7,9,9,8,7,8,Mujer,19,Sabe leer y escribir,Profesional,Soltero(a),Estudiante,No trabaja,No trabaja,No trabaja,,2024-11-07,2024-11-07,4,Sí,1,4,2024
1,Tlaxcala,3,10,10,8,10,10,10,8,10,10,10,4,9,8,10,5,5,10,10,0,3,3,0,0,8,5,9,9,9,5,7,10,8,5,10,9,Hombre,38,Sabe leer y escribir,Preparatoria o bachillerato,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Funcionarios de los sectores público y privado,Administración pública y defensa,"Trabajador(a) a sueldo fijo, salario o jornal",3500.0,2024-11-13,2024-11-13,3,Sí,1,3,2024
1,Tlaxcala,2,9,5,8,10,10,10,6,10,10,10,10,8,9,8,9,6,10,7,2,0,2,0,3,7,4,8,8,9,8,6,7,9,7,8,8,Mujer,46,Sabe leer y escribir,Maestría,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Funcionarios de los sectores público y privado,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",4000.0,2024-11-07,2024-11-07,4,Sí,1,4,2024
1,Tlaxcala,1,9,7,9,8,10,10,10,9,10,9,8,10,3,4,6,5,10,8,5,3,4,0,0,10,10,10,9,10,9,8,9,10,9,10,8,Hombre,32,Sabe leer y escribir,Secundaria,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores en labores agropecuarias,Agropecuaria,"Trabajador(a) a sueldo fijo, salario o jornal",1800.0,2024-11-07,2024-11-07,5,Sí,1,5,2024
1,Tlaxcala,1,10,10,10,10,10,10,10,10,10,10,10,10,0,5,5,4,9,9,4,5,6,0,0,10,6,10,10,10,7,10,10,10,8,10,8,Hombre,42,Sabe leer y escribir,Profesional,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Funcionarios de los sectores público y privado,Administración pública y defensa,"Trabajador(a) a sueldo fijo, salario o jornal",15000.0,2024-11-06,2024-11-06,5,Sí,1,5,2024
1,Tlaxcala,1,10,7,10,10,10,9,10,10,10,10,10,9,8,10,10,8,10,10,0,0,1,0,0,9,9,9,10,10,8,8,10,10,6,6,10,Mujer,44,Sabe leer y escribir,Secundaria,Separado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Industria,"Trabajador(a) a sueldo fijo, salario o jornal",1200.0,2024-11-06,2024-11-06,5,Sí,1,5,2024
1,Tlaxcala,1,9,5,8,8,10,10,10,10,9,10,10,9,8,8,8,7,8,10,0,1,3,2,0,8,8,7,8,9,5,2,9,5,6,8,8,Hombre,38,Sabe leer y escribir,Secundaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Industria,"Trabajador(a) a sueldo fijo, salario o jornal",1800.0,2024-10-31,2024-10-31,4,Sí,1,4,2024
1,Tlaxcala,1,8,6,8,9,10,9,9,9,10,9,5,8,7,6,3,5,6,5,3,6,5,1,5,8,8,9,7,9,8,1,8,8,4,2,2,Mujer,35,Sabe leer y escribir,Preparatoria o bachillerato,Soltero(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Comercio,"Trabajador(a) a sueldo fijo, salario o jornal",3500.0,2024-11-06,2024-11-06,2,Sí,1,2,2024
1,Tlaxcala,1,8,6,8,7,7,9,9,9,9,9,5,7,8,6,5,5,6,5,4,5,5,4,4,8,9,8,7,8,5,7,8,9,8,7,5,Hombre,57,Sabe leer y escribir,Preparatoria o bachillerato,Unión libre,Trabajó por lo menos una hora para obtener ingresos,Trabajadores industriales,Industria,"Trabajador(a) a sueldo fijo, salario o jornal",1600.0,2024-11-13,2024-11-13,2,Sí,1,2,2024
1,Tlaxcala,1,9,9,10,10,10,8,10,10,10,10,10,9,9,5,5,6,8,8,5,5,4,2,2,9,8,8,9,9,8,8,8,8,9,9,7,Mujer,50,Sabe leer y escribir,Preparatoria o bachillerato,Casado(a),Se dedica a los quehaceres del hogar,No trabaja,No trabaja,No trabaja,,2024-10-30,2024-10-30,4,Sí,1,4,2024
1,Tlaxcala,3,8,8,7,8,9,8,10,9,7,8,10,9,5,7,9,8,8,9,2,0,0,2,0,9,9,10,9,9,9,8,9,10,9,9,9,Hombre,73,Sabe leer y escribir,Secundaria,Soltero(a),Trabajó sin pago ayudando a un familiar,Trabajadores en labores agropecuarias,Agropecuaria,Trabajador(a) sin pago,,2024-10-30,2024-10-30,3,Sí,1,3,2024
1,Tlaxcala,1,7,7,10,7,10,8,9,9,9,9,9,8,8,10,9,7,5,9,0,1,3,4,0,8,7,8,8,7,10,8,10,8,8,8,8,Mujer,68,Sabe leer y escribir,Secundaria,Viudo(a),Jubilado(a) o pensionado(a),No trabaja,No trabaja,No trabaja,,2024-11-04,2024-11-04,1,No aplica,1,1,2024
1,Tlaxcala,1,7,5,8,8,9,4,8,7,8,9,9,8,5,5,5,6,5,7,4,5,3,5,3,8,7,8,8,9,9,10,7,8,8,9,9,Mujer,70,Sabe leer y escribir,Primaria,Viudo(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,Trabajador(a) por su cuenta,500.0,2024-10-29,2024-10-29,1,No aplica,1,1,2024
1,Tlaxcala,1,10,8,10,10,10,10,10,10,10,10,10,10,0,5,6,7,7,5,4,4,2,2,5,10,10,10,10,10,10,10,10,10,10,10,5,Hombre,54,Sabe leer y escribir,Secundaria,Casado(a),Trabajó por lo menos una hora para obtener ingresos,Trabajadores en servicios personales y conductores de vehículos,Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",1300.0,2024-10-29,2024-10-29,4,Sí,1,4,2024
1,Tlaxcala,1,9,5,10,10,10,10,10,10,9,10,9,9,7,7,4,7,10,10,2,6,2,0,0,10,10,5,8,7,6,5,3,5,6,9,10,Mujer,36,Sabe leer y escribir,Secundaria,Separado(a),Trabajó por lo menos una hora para obtener ingresos,"Comerciantes, vendedores y similares",Servicios,"Trabajador(a) a sueldo fijo, salario o jornal",1000.0,2024-11-06,2024-11-06,3,Sí,1,3,2024
